element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Mo,1,"=""342.5133""","=""""","=""342.51335+""","=""95""","=""2.29e+07""",B,"=""25516.912""","=""54704.485""","=""4d5.(2I).5s""","=""a 3I""","=""5""","=""""","=""92*""","=""5""",11,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""342.7900""","=""""","=""342.79002+""","=""80""","=""4.1e+07""",B,"=""27726.714""","=""56890.730""","=""4d4.5s2""","=""b 3G""","=""5""","=""""","=""105*""","=""6""",11,13,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""343.4787""","=""""","=""343.47872+""","=""380""","=""1.75e+07""",B,"=""11858.498""","=""40964.040""","=""4d4.5s2""","=""a 5D""","=""3""","=""4d4.5s.(4D).5p""","=""z 3D*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""343.5447""","=""""","=""343.54471+""","=""320""","=""1.50e+08""",B,"=""25638.567""","=""54738.518""","=""4d5.(2I).5s""","=""a 3I""","=""7""","=""""","=""93*""","=""7""",15,15,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""343.7213""","=""""","=""343.72130+""","=""640""","=""8.1e+07""",B,"=""16784.522""","=""45869.523""","=""4d5.(4G).5s""","=""a 5G""","=""5""","=""4d4.5s.(4F).5p""","=""w 5F*""","=""4""",11,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""343.8869""","=""""","=""343.88693+""","=""250""","=""2.34e+07""",B,"=""10965.947""","=""40036.940""","=""4d4.5s2""","=""a 5D""","=""0""","=""4d4.5s.(4D).5p""","=""z 3D*""","=""1""",1,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""344.1444""","=""""","=""344.14442+""","=""250""","=""8.02e+06""",A,"=""12346.280""","=""41395.523""","=""4d4.5s2""","=""a 5D""","=""4""","=""4d5.(4G).5p""","=""y 5F*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""344.1869""","=""""","=""344.18695+""","=""51""","=""1.34e+07""",B,"=""18356.491""","=""47402.144""","=""4d5.(4P).5s""","=""a 5P""","=""2""","=""""","=""17*""","=""1""",5,3,,"=""T5293""","=""L10250""",
Mo,1,"=""344.2663""","=""""","=""344.26635+""","=""65""","=""2.94e+07""",B,"=""20130.313""","=""49169.268""","=""4d5.(4D).5s""","=""b 5D""","=""1""","=""""","=""27*""","=""1""",3,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""344.3260""","=""""","=""344.32611+""","=""250""","=""9.1e+06""",B+,"=""11454.362""","=""40488.277""","=""4d4.5s2""","=""a 5D""","=""2""","=""4d5.(4P).5p""","=""x 5D*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""344.5035""","=""""","=""344.50347+""","=""95""","=""1.53e+07""",B,"=""20350.507""","=""49369.475""","=""4d5.(4D).5s""","=""b 5D""","=""3""","=""""","=""29*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""344.5257""","=""""","=""344.52573+""","=""190""","=""2.96e+07""",B,"=""16692.905""","=""45709.998""","=""4d5.(4G).5s""","=""a 5G""","=""3""","=""4d5.(4D).5p""","=""x 3F*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""344.5805""","=""""","=""344.58049+""","=""39""","=""1.14e+07""",B,"=""24096.294""","=""53108.776""","=""4d4.5s2""","=""a 3H""","=""4""","=""""","=""67.1*""","=""4""",9,9,,"=""T5293""","=""L10250""",
Mo,1,"=""344.7123""","=""""","=""344.71235+""","=""3200""","=""8.8e+07""",B+,"=""12346.280""","=""41347.664""","=""4d4.5s2""","=""a 5D""","=""4""","=""4d5.(4G).5p""","=""y 5F*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""344.7289""","=""""","=""344.72890+""","=""27""","=""1.79e+07""",B,"=""22875.942""","=""51875.934""","=""4d4.5s2""","=""a 3P""","=""2""","=""""","=""48*""","=""1""",5,3,,"=""T5293""","=""L10250""",
Mo,1,"=""344.9074""","=""""","=""344.90740+""","=""640""","=""1.52e+07""",B,"=""11858.498""","=""40843.482""","=""4d4.5s2""","=""a 5D""","=""3""","=""4d4.5s.(4D).5p""","=""z 3F*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""344.9853""","=""""","=""344.98531+""","=""95""","=""1.65e+07""",B,"=""20280.968""","=""49259.406""","=""4d5.(4D).5s""","=""b 5D""","=""2""","=""""","=""28*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""345.2601""","=""""","=""345.26016+""","=""250""","=""2.48e+07""",B,"=""18229.152""","=""47184.522""","=""4d5.(4P).5s""","=""a 5P""","=""3""","=""4d5.(2D).5p""","=""w 3D*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""345.6150""","=""""","=""345.61501+""","=""190""","=""3.6e+07""",B,"=""18356.491""","=""47282.133""","=""4d5.(4P).5s""","=""a 5P""","=""2""","=""""","=""15*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""345.6386""","=""""","=""345.63860+""","=""950""","=""2.11e+06""",B,"=""0.000""","=""28923.668""","=""4d5.(6S).5s""","=""a 7S""","=""3""","=""4d5.(6S).5p""","=""z 5P*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""346.0223""","=""""","=""346.02233+""","=""130*""","=""2.77e+07""",B,"=""18356.491""","=""47248.084""","=""4d5.(4P).5s""","=""a 5P""","=""2""","=""""","=""14*""","=""1""",5,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""346.0777""","=""""","=""346.07770+""","=""640""","=""6.0e+07""",B,"=""16747.720""","=""45634.691""","=""4d5.(4G).5s""","=""a 5G""","=""4""","=""4d4.5s.(4F).5p""","=""w 5F*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""346.5843""","=""""","=""346.58428+""","=""129""","=""1.0e+08""",B,"=""18479.582""","=""47324.332""","=""4d5.(4P).5s""","=""a 5P""","=""1""","=""""","=""16*""","=""0""",3,1,,"=""T5293""","=""L10250""",
Mo,1,"=""346.6186""","=""""","=""346.61860+""","=""39""","=""2.11e+07""",B,"=""25997.337""","=""54839.231""","=""4d5.(4F).5s""","=""a 5F""","=""4""","=""""","=""94*""","=""3""",9,7,,"=""T5293""","=""L10250""",
Mo,1,"=""346.6824""","=""""","=""346.68233+""","=""320*""","=""1.29e+06""",B,"=""0.000""","=""28836.592""","=""4d5.(6S).5s""","=""a 7S""","=""3""","=""4d5.(6S).5p""","=""z 5P*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""346.7853""","=""""","=""346.78529+""","=""250""","=""2.63e+07""",B,"=""18356.491""","=""47184.522""","=""4d5.(4P).5s""","=""a 5P""","=""2""","=""4d5.(2D).5p""","=""w 3D*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""346.9218""","=""""","=""346.92182+""","=""320""","=""7.0e+07""",B,"=""16641.081""","=""45457.767""","=""4d5.(4G).5s""","=""a 5G""","=""2""","=""4d4.5s.(4F).5p""","=""w 5F*""","=""1""",5,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""346.9632""","=""""","=""346.96321+""","=""65""","=""1.51e+07""",B,"=""24823.482""","=""53636.731""","=""4d4.5s2""","=""a 3H""","=""6""","=""""","=""79*""","=""7""",13,15,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""347.0921""","=""""","=""347.09208+""","=""190""","=""2.91e+07""",B,"=""18479.582""","=""47282.133""","=""4d5.(4P).5s""","=""a 5P""","=""1""","=""""","=""15*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""347.5029""","=""""","=""347.50289+""","=""190""","=""4.7e+07""",B,"=""18479.582""","=""47248.084""","=""4d5.(4P).5s""","=""a 5P""","=""1""","=""""","=""14*""","=""1""",3,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""347.9417""","=""""","=""347.94175+""","=""180""","=""2.26e+07""",B,"=""16692.905""","=""45425.123""","=""4d5.(4G).5s""","=""a 5G""","=""3""","=""4d4.5s.(4F).5p""","=""w 5F*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""348.3669""","=""""","=""348.36692+""","=""95""","=""1.13e+07""",B,"=""18229.152""","=""46926.304""","=""4d5.(4P).5s""","=""a 5P""","=""3""","=""4d5.(2D).5p""","=""w 3F*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""348.3834""","=""""","=""348.38339+""","=""190""","=""1.41e+07""",B,"=""16692.905""","=""45388.700""","=""4d5.(4G).5s""","=""a 5G""","=""3""","=""""","=""4*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""348.5926""","=""""","=""348.59265+""","=""240""","=""6.1e+06""",B,"=""11142.784""","=""39821.354""","=""4d4.5s2""","=""a 5D""","=""1""","=""4d4.5s.(4D).5p""","=""z 3P*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""348.9428""","=""""","=""348.94288+""","=""60*""","=""3.3e+07""",B,"=""26189.445""","=""54839.231""","=""4d5.(4F).5s""","=""a 5F""","=""3""","=""""","=""94*""","=""3""",7,7,,"=""T5293""","=""L10250""",
Mo,1,"=""350.4411""","=""""","=""350.44109+""","=""800""","=""8.1e+07""",B,"=""18229.152""","=""46756.458""","=""4d5.(4P).5s""","=""a 5P""","=""3""","=""4d5.(4F).5p""","=""v 5F*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""350.5281""","=""""","=""350.52816+""","=""28""","=""4.2e+06""",B,"=""21343.204""","=""49863.424""","=""4d5.(4G).5s""","=""a 3G""","=""5""","=""4d4.5s.(4G).5p""","=""w 3G*""","=""4""",11,9,,"=""T5293""","=""L10250""",
Mo,1,"=""350.5313""","=""""","=""350.53131+""","=""186""","=""2.25e+07""",B,"=""20350.507""","=""48870.471""","=""4d5.(4D).5s""","=""b 5D""","=""3""","=""4d4.5s.(4D).5p""","=""v 5D*""","=""4""",7,9,,"=""T5293""","=""L10250""",
Mo,1,"=""350.8113""","=""""","=""350.81130+""","=""560""","=""1.59e+07""",B,"=""12346.280""","=""40843.482""","=""4d4.5s2""","=""a 5D""","=""4""","=""4d4.5s.(4D).5p""","=""z 3F*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""351.0775""","=""""","=""351.07757+""","=""100""","=""4.8e+07""",B,"=""28241.014""","=""56716.603""","=""4d5.(2I).5s""","=""a 1I""","=""6""","=""4d5.(2H).5p""","=""z 1I*""","=""6""",13,13,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""351.7546""","=""""","=""351.75462+""","=""130""","=""5.4e+07""",B,"=""25516.912""","=""53937.694""","=""4d5.(2I).5s""","=""a 3I""","=""5""","=""""","=""84*""","=""5""",11,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""351.8211""","=""""","=""351.82114+""","=""130""","=""3.6e+07""",B,"=""18479.582""","=""46894.990""","=""4d5.(4P).5s""","=""a 5P""","=""1""","=""4d5.(2D).5p""","=""w 3D*""","=""1""",3,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""352.1376""","=""""","=""352.13764+""","=""31""","=""1.39e+07""",B,"=""26635.820""","=""55025.689""","=""4d4.5s2""","=""a 1G""","=""4""","=""""","=""96*""","=""4""",9,9,,"=""T5293""","=""L10250""",
Mo,1,"=""352.1412""","=""""","=""352.14125+""","=""657""","=""6.1e+07""",B,"=""20157.802""","=""48547.380""","=""4d5.(4D).5s""","=""b 5D""","=""4""","=""4d4.5s.(4D).5p""","=""u 5F*""","=""5""",9,11,,"=""T5293""","=""L10250""",
Mo,1,"=""352.4646""","=""""","=""352.46462+""","=""190*""","=""3.10e+07""",B,"=""18356.491""","=""46720.024""","=""4d5.(4P).5s""","=""a 5P""","=""2""","=""""","=""7*""","=""1""",5,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""352.4975""","=""""","=""352.49757+""","=""240*""","=""2.25e+07""",B,"=""18229.152""","=""46590.034""","=""4d5.(4P).5s""","=""a 5P""","=""3""","=""""","=""6*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""353.8919""","=""""","=""353.89195+""","=""50""","=""2.24e+07""",B,"=""27726.714""","=""55975.853""","=""4d4.5s2""","=""b 3G""","=""5""","=""""","=""103*""","=""5""",11,11,,"=""T5293""","=""L10250""",
Mo,1,"=""354.0566""","=""""","=""354.05666+""","=""37""","=""4.5e+07""",B,"=""26335.816""","=""54571.814""","=""4d5.(4F).5s""","=""a 5F""","=""2""","=""""","=""91*""","=""1""",5,3,,"=""T5293""","=""L10250""",
Mo,1,"=""354.2165""","=""""","=""354.21655+""","=""320*""","=""4.9e+07""",B,"=""18229.152""","=""46452.405""","=""4d5.(4P).5s""","=""a 5P""","=""3""","=""4d5.(4F).5p""","=""v 5F*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""355.2712""","=""""","=""355.27118+""","=""84""","=""3.6e+07""",B,"=""25455.636""","=""53595.110""","=""4d6""","=""c 5D""","=""4""","=""""","=""78*""","=""3""",9,7,,"=""T5293""","=""L10250""",
Mo,1,"=""355.5637""","=""""","=""355.56373+""","=""29""","=""3.5e+07""",B,"=""26414.806""","=""54531.128""","=""4d5.(4P).5s""","=""b 3P""","=""1""","=""""","=""90*""","=""1""",3,3,,"=""T5293""","=""L10250""",
Mo,1,"=""355.8095""","=""""","=""355.80956+""","=""520""","=""5.4e+07""",B,"=""18356.491""","=""46453.388""","=""4d5.(4P).5s""","=""a 5P""","=""2""","=""4d5.(4F).5p""","=""v 5F*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""356.3136""","=""""","=""356.31368+""","=""400*""","=""7.3e+06""",B+,"=""11858.498""","=""39915.644""","=""4d4.5s2""","=""a 5D""","=""3""","=""4d4.5s.(4D).5p""","=""y 5D*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""356.3750""","=""""","=""356.37504+""","=""50""","=""1.53e+07""",B,"=""19969.847""","=""48022.162""","=""4d5.(4D).5s""","=""b 5D""","=""0""","=""4d4.5s.(4D).5p""","=""u 5F*""","=""1""",1,3,,"=""T5293""","=""L10250""",
Mo,1,"=""356.3780""","=""""","=""356.37797+""","=""9""","=""2.6e+06""",C+,"=""23516.476""","=""51568.561""","=""4d4.5s2""","=""a 3F""","=""4""","=""""","=""42.1*""","=""3""",9,7,,"=""T5293""","=""L10250""",
Mo,1,"=""356.6052""","=""""","=""356.60524+""","=""300*""","=""2.67e+07""",B,"=""20157.802""","=""48192.009""","=""4d5.(4D).5s""","=""b 5D""","=""4""","=""4d4.5s.(4D).5p""","=""u 5F*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""356.6744""","=""""","=""356.67444+""","=""32""","=""1.43e+07""",B,"=""25707.071""","=""53735.839""","=""4d6""","=""c 5D""","=""3""","=""""","=""81*""","=""3""",7,7,,"=""T5293""","=""L10250""",
Mo,1,"=""357.0643""","=""""","=""357.06432+""","=""240""","=""7.2e+07""",B,"=""25638.567""","=""53636.731""","=""4d5.(2I).5s""","=""a 3I""","=""7""","=""""","=""79*""","=""7""",15,15,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""357.3878""","=""""","=""357.38780+""","=""320""","=""3.6e+07""",B,"=""18479.582""","=""46452.405""","=""4d5.(4P).5s""","=""a 5P""","=""1""","=""4d5.(4F).5p""","=""v 5F*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""358.0538""","=""""","=""358.05380+""","=""110""","=""5.5e+07""",B,"=""28241.014""","=""56161.808""","=""4d5.(2I).5s""","=""a 1I""","=""6""","=""4d5.(2H).5p""","=""y 1H*""","=""5""",13,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""358.1884""","=""""","=""358.18837+""","=""1400""","=""3.8e+07""",B,"=""16784.522""","=""44694.826""","=""4d5.(4G).5s""","=""a 5G""","=""5""","=""4d4.5s.(4H).5p""","=""y 5H*""","=""6""",11,13,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""358.4254""","=""""","=""358.42538+""","=""56""","=""1.73e+07""",B,"=""20130.313""","=""48022.162""","=""4d5.(4D).5s""","=""b 5D""","=""1""","=""4d4.5s.(4D).5p""","=""u 5F*""","=""1""",3,3,,"=""T5293""","=""L10250""",
Mo,1,"=""358.5571""","=""""","=""358.55710+""","=""66""","=""4.0e+07""",B,"=""25707.071""","=""53588.674""","=""4d6""","=""c 5D""","=""3""","=""""","=""77*""","=""2""",7,5,,"=""T5293""","=""L10250""",
Mo,1,"=""358.8946""","=""""","=""358.89460+""","=""100""","=""1.18e+07""",B,"=""20350.507""","=""48205.891""","=""4d5.(4D).5s""","=""b 5D""","=""3""","=""4d4.5s.(4D).5p""","=""v 3D*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""359.0735""","=""""","=""359.07355+""","=""200""","=""2.23e+07""",B,"=""20350.507""","=""48192.009""","=""4d5.(4D).5s""","=""b 5D""","=""3""","=""4d4.5s.(4D).5p""","=""u 5F*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""359.5551""","=""""","=""359.55513+""","=""100""","=""2.32e+07""",B,"=""20280.968""","=""48085.181""","=""4d5.(4D).5s""","=""b 5D""","=""2""","=""4d4.5s.(4D).5p""","=""v 3D*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""359.8882""","=""""","=""359.88823+""","=""210""","=""5.7e+07""",B,"=""25548.887""","=""53327.366""","=""4d5.(2I).5s""","=""a 3I""","=""6""","=""""","=""74*""","=""5""",13,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""360.0732""","=""""","=""360.07320+""","=""41""","=""2.07e+07""",B,"=""27765.594""","=""55529.804""","=""4d5.(2F).5s""","=""b 3F""","=""4""","=""""","=""101*""","=""4""",9,9,,"=""T5293""","=""L10250""",
Mo,1,"=""360.1877""","=""""","=""360.18773+""","=""23""","=""1.15e+07""",B,"=""27774.422""","=""55529.804""","=""4d5.(2F).5s""","=""b 3F""","=""3""","=""""","=""101*""","=""4""",7,9,,"=""T5293""","=""L10250""",
Mo,1,"=""360.2937""","=""""","=""360.29375+""","=""270""","=""2.96e+07""",B,"=""20280.968""","=""48028.183""","=""4d5.(4D).5s""","=""b 5D""","=""2""","=""4d4.5s.(4D).5p""","=""u 5F*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""360.4069""","=""""","=""360.40692+""","=""65""","=""3.2e+07""",B,"=""25997.337""","=""53735.839""","=""4d5.(4F).5s""","=""a 5F""","=""4""","=""""","=""81*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""360.8366""","=""""","=""360.83668+""","=""210""","=""3.26e+06""",B+,"=""11454.362""","=""39159.828""","=""4d4.5s2""","=""a 5D""","=""2""","=""4d4.5s.(4D).5p""","=""y 5D*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""361.0611""","=""""","=""361.06105+""","=""18""","=""1.78e+07""",B,"=""25794.608""","=""53482.858""","=""4d6""","=""c 5D""","=""2""","=""""","=""76*""","=""1""",5,3,,"=""T5293""","=""L10250""",
Mo,1,"=""361.1990""","=""""","=""361.19899+""","=""86""","=""1.16e+07""",B,"=""20350.507""","=""48028.183""","=""4d5.(4D).5s""","=""b 5D""","=""3""","=""4d4.5s.(4D).5p""","=""u 5F*""","=""3""",7,7,,"=""T5293""","=""L10250""",
Mo,1,"=""361.5158""","=""""","=""361.51582+""","=""65""","=""1.96e+07""",B,"=""26638.742""","=""54292.162""","=""4d5.(2D).5s""","=""b 3D""","=""3""","=""""","=""87*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""362.3223""","=""""","=""362.32237+""","=""200""","=""5.6e+07""",B,"=""25516.912""","=""53108.776""","=""4d5.(2I).5s""","=""a 3I""","=""5""","=""""","=""67.1*""","=""4""",11,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""362.4462""","=""""","=""362.44622+""","=""1400""","=""5.3e+07""",B+,"=""16747.720""","=""44330.156""","=""4d5.(4G).5s""","=""a 5G""","=""4""","=""4d4.5s.(4H).5p""","=""z 5I*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""362.4616""","=""""","=""362.46159+""","=""91""","=""1.37e+07""",B,"=""20950.853""","=""48532.119""","=""4d5.(4D).5s""","=""a 3D""","=""2""","=""4d4.5s.(4D).5p""","=""v 5D*""","=""3""",5,7,,"=""T5293""","=""L10250""",
Mo,1,"=""362.6180""","=""""","=""362.61808+""","=""330""","=""4.43e+06""",B+,"=""12346.280""","=""39915.644""","=""4d4.5s2""","=""a 5D""","=""4""","=""4d4.5s.(4D).5p""","=""y 5D*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""363.8204""","=""""","=""363.82034+""","=""171""","=""3.5e+07""",B,"=""20930.425""","=""48408.687""","=""4d5.(4D).5s""","=""a 3D""","=""1""","=""4d4.5s.(4D).5p""","=""v 5D*""","=""2""",3,5,,"=""T5293""","=""L10250""",
Mo,1,"=""363.8207""","=""""","=""363.82076+""","=""166""","=""3.3e+07""",B,"=""18356.491""","=""45834.721""","=""4d5.(4P).5s""","=""a 5P""","=""2""","=""4d5.(4P).5p""","=""z 3S*""","=""1""",5,3,,"=""T5293""","=""L10250""",
Mo,1,"=""364.0618""","=""""","=""364.06179+""","=""140*""","=""1.94e+07""",B,"=""21618.630""","=""49078.669""","=""4d5.(4D).5s""","=""a 3D""","=""3""","=""""","=""26.1*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""364.7841""","=""""","=""364.78412+""","=""48""","=""2.11e+07""",B,"=""26189.445""","=""53595.110""","=""4d5.(4F).5s""","=""a 5F""","=""3""","=""""","=""78*""","=""3""",7,7,,"=""T5293""","=""L10250""",
Mo,1,"=""364.7857""","=""""","=""364.78580+""","=""6""","=""5.1e+05""",C+,"=""18229.152""","=""45634.691""","=""4d5.(4P).5s""","=""a 5P""","=""3""","=""4d4.5s.(4F).5p""","=""w 5F*""","=""3""",7,7,,"=""T5293""","=""L10250""",
Mo,1,"=""364.8698""","=""""","=""364.86981+""","=""19""","=""1.15e+07""",C+,"=""26189.445""","=""53588.674""","=""4d5.(4F).5s""","=""a 5F""","=""3""","=""""","=""77*""","=""2""",7,5,,"=""T5293""","=""L10250""",
Mo,1,"=""365.4579""","=""""","=""365.45791+""","=""90""","=""1.80e+07""",B,"=""18479.582""","=""45834.721""","=""4d5.(4P).5s""","=""a 5P""","=""1""","=""4d5.(4P).5p""","=""z 3S*""","=""1""",3,3,,"=""T5293""","=""L10250""",
Mo,1,"=""365.7357""","=""""","=""365.73573+""","=""400""","=""2.03e+07""",B,"=""16641.081""","=""43975.441""","=""4d5.(4G).5s""","=""a 5G""","=""2""","=""4d4.5s.(4H).5p""","=""y 3G*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""365.8132""","=""""","=""365.81328+""","=""50""","=""1.86e+07""",B,"=""26635.820""","=""53964.385""","=""4d4.5s2""","=""a 1G""","=""4""","=""""","=""85*""","=""4""",9,9,,"=""T5293""","=""L10250""",
Mo,1,"=""365.9358""","=""""","=""365.93582+""","=""1479""","=""6.7e+07""",B,"=""16692.905""","=""44012.319""","=""4d5.(4G).5s""","=""a 5G""","=""3""","=""4d4.5s.(4H).5p""","=""y 5H*""","=""4""",7,9,,"=""T5293""","=""L10250""",
Mo,1,"=""366.0917""","=""""","=""366.09168+""","=""70""","=""1.34e+07""",B,"=""20930.425""","=""48238.208""","=""4d5.(4D).5s""","=""a 3D""","=""1""","=""4d5.(2F).5p""","=""v 3F*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""366.2151""","=""""","=""366.21520+""","=""48""","=""1.45e+07""",B,"=""25707.071""","=""53005.644""","=""4d6""","=""c 5D""","=""3""","=""""","=""67*""","=""4""",7,9,,"=""T5293""","=""L10250""",
Mo,1,"=""366.2985""","=""""","=""366.29850+""","=""140""","=""3.5e+07""",B,"=""25905.490""","=""53197.855""","=""4d5.(4F).5s""","=""a 5F""","=""5""","=""""","=""70*""","=""5""",11,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""366.3266""","=""""","=""366.32665+""","=""140""","=""2.30e+07""",B,"=""20947.940""","=""48238.208""","=""4d5.(4G).5s""","=""a 3G""","=""3""","=""4d5.(2F).5p""","=""v 3F*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""366.4810""","=""""","=""366.48102+""","=""540""","=""9.5e+07""",B,"=""25905.490""","=""53184.263""","=""4d5.(4F).5s""","=""a 5F""","=""5""","=""""","=""69*""","=""6""",11,13,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""366.4884""","=""""","=""366.48822+""","=""540*""","=""1.92e+07""",B,"=""19969.847""","=""47248.084""","=""4d5.(4D).5s""","=""b 5D""","=""0""","=""""","=""14*""","=""1""",1,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""366.6715""","=""""","=""366.67155+""","=""290""","=""9.9e+06""",B,"=""16747.720""","=""44012.319""","=""4d5.(4G).5s""","=""a 5G""","=""4""","=""4d4.5s.(4H).5p""","=""y 5H*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""366.9345""","=""""","=""366.93449+""","=""220""","=""2.16e+07""",B,"=""21153.884""","=""48398.946""","=""4d5.(4G).5s""","=""a 3G""","=""4""","=""4d5.(2F).5p""","=""v 3F*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""367.2807""","=""""","=""367.28073+""","=""529""","=""1.95e+07""",B,"=""16747.720""","=""43967.098""","=""4d5.(4G).5s""","=""a 5G""","=""4""","=""""","=""3.5*""","=""5""",9,11,,"=""T5293""","=""L10250""",
Mo,1,"=""367.2823""","=""""","=""367.28207+""","=""31""","=""1.13e+07""",B,"=""26635.820""","=""53855.099""","=""4d4.5s2""","=""a 1G""","=""4""","=""""","=""83*""","=""4""",9,9,,"=""T5293""","=""L10250""",
Mo,1,"=""367.6232""","=""""","=""367.62324+""","=""90""","=""5.2e+07""",B,"=""20130.313""","=""47324.332""","=""4d5.(4D).5s""","=""b 5D""","=""1""","=""""","=""16*""","=""0""",3,1,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""368.0589""","=""""","=""368.05900+""","=""1300""","=""9.5e+06""",B+,"=""16783.856""","=""43945.680""","=""4d5.(4G).5s""","=""a 5G""","=""6""","=""4d5.(4G).5p""","=""z 3G*""","=""5""",13,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""368.1719""","=""""","=""368.17195+""","=""70""","=""1.68e+07""",B,"=""23516.476""","=""50669.967""","=""4d4.5s2""","=""a 3F""","=""4""","=""""","=""34*""","=""3""",9,7,,"=""T5293""","=""L10250""",
Mo,1,"=""368.3014""","=""""","=""368.30147+""","=""22""","=""1.20e+07""",B,"=""25820.622""","=""52964.564""","=""4d6""","=""c 5D""","=""1""","=""""","=""66*""","=""2""",3,5,,"=""T5293""","=""L10250""",
