element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Mo,1,"=""368.7960""","=""""","=""368.79604+""","=""55""","=""2.12e+07""",B,"=""25794.608""","=""52902.150""","=""4d6""","=""c 5D""","=""2""","=""""","=""64*""","=""3""",5,7,,"=""T5293""","=""L10250""",
Mo,1,"=""368.8966""","=""""","=""368.89659+""","=""70""","=""3.3e+07""",B,"=""25905.490""","=""53005.644""","=""4d5.(4F).5s""","=""a 5F""","=""5""","=""""","=""67*""","=""4""",11,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""369.0586""","=""""","=""369.05863+""","=""240""","=""2.07e+07""",B,"=""21343.204""","=""48431.459""","=""4d5.(4G).5s""","=""a 3G""","=""5""","=""""","=""24.1*""","=""4""",11,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""369.4939""","=""""","=""369.49395+""","=""1163""","=""6.4e+07""",B,"=""16641.081""","=""43697.423""","=""4d5.(4G).5s""","=""a 5G""","=""2""","=""4d4.5s.(4H).5p""","=""y 5H*""","=""3""",5,7,,"=""T5293""","=""L10250""",
Mo,1,"=""369.4985""","=""""","=""369.49850+""","=""27""","=""4.3e+06""",B,"=""20130.313""","=""47186.322""","=""4d5.(4D).5s""","=""b 5D""","=""1""","=""4d4.5s.(4F).5p""","=""y 5G*""","=""2""",3,5,,"=""T5293""","=""L10250""",
Mo,1,"=""369.6042""","=""""","=""369.60422+""","=""90""","=""3.6e+07""",B,"=""29981.714""","=""57029.984""","=""4d5.(2H).5s""","=""b 3H""","=""5""","=""""","=""107*""","=""5""",11,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""369.8074""","=""""","=""369.80738+""","=""28""","=""1.48e+07""",B,"=""25707.071""","=""52740.482""","=""4d6""","=""c 5D""","=""3""","=""""","=""62*""","=""2""",7,5,,"=""T5293""","=""L10250""",
Mo,1,"=""370.2030""","=""""","=""370.20306+""","=""220*""","=""6.2e+06""",B,"=""16692.905""","=""43697.423""","=""4d5.(4G).5s""","=""a 5G""","=""3""","=""4d4.5s.(4H).5p""","=""y 5H*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""370.8551""","=""""","=""370.85514+""","=""80""","=""1.28e+07""",B,"=""23668.079""","=""50625.116""","=""4d4.5s2""","=""a 3F""","=""3""","=""""","=""33*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""371.5646""","=""""","=""371.56461+""","=""197""","=""8.3e+06""",B,"=""16692.905""","=""43598.471""","=""4d5.(4G).5s""","=""a 5G""","=""3""","=""4d4.5s.(4H).5p""","=""z 5I*""","=""4""",7,9,,"=""T5293""","=""L10250""",
Mo,1,"=""371.5676""","=""""","=""371.56754+""","=""12""","=""1.99e+06""",B,"=""20280.968""","=""47186.322""","=""4d5.(4D).5s""","=""b 5D""","=""2""","=""4d4.5s.(4F).5p""","=""y 5G*""","=""2""",5,5,,"=""T5293""","=""L10250""",
Mo,1,"=""371.8475""","=""""","=""371.84754+""","=""55""","=""1.34e+07""",B,"=""26758.660""","=""53643.755""","=""4d5.(2D).5s""","=""b 3D""","=""2""","=""""","=""80*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""371.9551""","=""""","=""371.95516+""","=""120""","=""2.24e+07""",B,"=""25905.490""","=""52782.806""","=""4d5.(4F).5s""","=""a 5F""","=""5""","=""""","=""63.1*""","=""6""",11,13,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""372.0250""","=""""","=""372.02508+""","=""70""","=""2.86e+07""",B,"=""25707.071""","=""52579.336""","=""4d6""","=""c 5D""","=""3""","=""""","=""60*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""372.5553""","=""""","=""372.55539+""","=""180""","=""1.60e+07""",B,"=""20350.507""","=""47184.522""","=""4d5.(4D).5s""","=""b 5D""","=""3""","=""4d5.(2D).5p""","=""w 3D*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""372.7679""","=""""","=""372.76790+""","=""500""","=""1.51e+07""",B,"=""16747.720""","=""43566.437""","=""4d5.(4G).5s""","=""a 5G""","=""4""","=""""","=""3.4*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""372.8296""","=""""","=""372.82956+""","=""48""","=""1.55e+07""",B,"=""23668.079""","=""50482.361""","=""4d4.5s2""","=""a 3F""","=""3""","=""""","=""32*""","=""2""",7,5,,"=""T5293""","=""L10250""",
Mo,1,"=""372.8342""","=""""","=""372.83419+""","=""17""","=""7.2e+05""",B,"=""16784.522""","=""43598.471""","=""4d5.(4G).5s""","=""a 5G""","=""5""","=""4d4.5s.(4H).5p""","=""z 5I*""","=""4""",11,9,,"=""T5293""","=""L10250""",
Mo,1,"=""372.8497""","=""""","=""372.84977+""","=""150""","=""2.20e+07""",B,"=""21618.630""","=""48431.459""","=""4d5.(4D).5s""","=""a 3D""","=""3""","=""""","=""24.1*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""373.2709""","=""""","=""373.27087+""","=""180""","=""6.2e+06""",B,"=""16783.856""","=""43566.437""","=""4d5.(4G).5s""","=""a 5G""","=""6""","=""""","=""3.4*""","=""5""",13,11,,"=""T5293""","=""L10250""",
Mo,1,"=""373.3024""","=""""","=""373.30244+""","=""120""","=""1.45e+07""",B,"=""21618.630""","=""48398.946""","=""4d5.(4D).5s""","=""a 3D""","=""3""","=""4d5.(2F).5p""","=""v 3F*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""373.3406""","=""""","=""373.34060+""","=""80""","=""2.80e+07""",B,"=""30113.151""","=""56890.730""","=""4d5.(2H).5s""","=""b 3H""","=""6""","=""""","=""105*""","=""6""",13,13,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""373.5617""","=""""","=""373.56170+""","=""80""","=""1.66e+07""",B+,"=""25905.490""","=""52667.220""","=""4d5.(4F).5s""","=""a 5F""","=""5""","=""""","=""61*""","=""5""",11,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""374.2282""","=""""","=""374.22825+""","=""240""","=""1.56e+07""",B,"=""20350.507""","=""47064.572""","=""4d5.(4D).5s""","=""b 5D""","=""3""","=""""","=""12*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""374.7186""","=""""","=""374.71860+""","=""110""","=""3.07e+07""",B,"=""25794.608""","=""52473.717""","=""4d6""","=""c 5D""","=""2""","=""""","=""59.1*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""374.8481""","=""""","=""374.84823+""","=""150*""","=""3.95e+07""",B+,"=""25997.337""","=""52667.220""","=""4d5.(4F).5s""","=""a 5F""","=""4""","=""""","=""61*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""375.5099""","=""""","=""375.50993+""","=""140""","=""1.41e+07""",B,"=""25820.622""","=""52443.510""","=""4d6""","=""c 5D""","=""1""","=""""","=""58*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""375.5160""","=""""","=""375.51597+""","=""65""","=""2.48e+07""",B,"=""27341.925""","=""53964.385""","=""4d4.5s2""","=""b 3G""","=""4""","=""""","=""85*""","=""4""",9,9,,"=""T5293""","=""L10250""",
Mo,1,"=""375.8521""","=""""","=""375.85204+""","=""180""","=""1.22e+07""",B,"=""20157.802""","=""46756.458""","=""4d5.(4D).5s""","=""b 5D""","=""4""","=""4d5.(4F).5p""","=""v 5F*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""375.9605""","=""""","=""375.96054+""","=""30""","=""1.82e+07""",B,"=""26635.820""","=""53226.800""","=""4d4.5s2""","=""a 1G""","=""4""","=""""","=""71*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""376.0876""","=""""","=""376.08756+""","=""90""","=""2.16e+07""",B,"=""25997.337""","=""52579.336""","=""4d5.(4F).5s""","=""a 5F""","=""4""","=""""","=""60*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""376.8734""","=""""","=""376.87347+""","=""65""","=""2.88e+07""",B,"=""27765.594""","=""54292.162""","=""4d5.(2F).5s""","=""b 3F""","=""4""","=""""","=""87*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""376.9989""","=""""","=""376.99894+""","=""60""","=""2.46e+07""",B,"=""27774.422""","=""54292.162""","=""4d5.(2F).5s""","=""b 3F""","=""3""","=""""","=""87*""","=""4""",7,9,,"=""T5293""","=""L10250""",
Mo,1,"=""377.0444""","=""""","=""377.04448+""","=""360""","=""2.96e+06""",B+,"=""16784.522""","=""43299.059""","=""4d5.(4G).5s""","=""a 5G""","=""5""","=""4d5.(4D).5p""","=""x 5F*""","=""5""",11,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""377.7720""","=""""","=""377.77207+""","=""65""","=""1.66e+07""",B,"=""28241.014""","=""54704.485""","=""4d5.(2I).5s""","=""a 1I""","=""6""","=""""","=""92*""","=""5""",13,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""377.9765""","=""""","=""377.97654+""","=""220""","=""5.9e+06""",B,"=""16747.720""","=""43196.876""","=""4d5.(4G).5s""","=""a 5G""","=""4""","=""4d5.(4G).5p""","=""z 3G*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""378.1591""","=""""","=""378.15906+""","=""360""","=""4.71e+06""",A,"=""11142.784""","=""37579.174""","=""4d4.5s2""","=""a 5D""","=""1""","=""4d4.5s.(6D).5p""","=""z 5D*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""378.8254""","=""""","=""378.82540+""","=""90""","=""2.87e+07""",B,"=""26189.445""","=""52579.336""","=""4d5.(4F).5s""","=""a 5F""","=""3""","=""""","=""60*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""379.4428""","=""""","=""379.44286+""","=""90""","=""1.22e+07""",B,"=""23516.476""","=""49863.424""","=""4d4.5s2""","=""a 3F""","=""4""","=""4d4.5s.(4G).5p""","=""w 3G*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""379.7301""","=""""","=""379.73011+""","=""250""","=""5.50e+06""",A,"=""10965.947""","=""37292.965""","=""4d4.5s2""","=""a 5D""","=""0""","=""4d4.5s.(6D).5p""","=""z 5D*""","=""1""",1,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""379.8252""","=""""","=""379.82531+""","=""29000""","=""6.9e+07""",B+,"=""0.000""","=""26320.420""","=""4d5.(6S).5s""","=""a 7S""","=""3""","=""4d5.(6S).5p""","=""z 7P*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""380.1839""","=""""","=""380.18403+""","=""290*""","=""3.2e+07""",B,"=""20157.802""","=""46453.388""","=""4d5.(4D).5s""","=""b 5D""","=""4""","=""4d5.(4F).5p""","=""v 5F*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""380.1874""","=""""","=""380.18741+""","=""290*""","=""1.72e+06""",B,"=""18229.152""","=""44524.504""","=""4d5.(4P).5s""","=""a 5P""","=""3""","=""4d5.(4D).5p""","=""y 3D*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""380.5989""","=""""","=""380.59892+""","=""110""","=""2.44e+07""",B,"=""23534.407""","=""49801.329""","=""4d4.5s2""","=""a 3F""","=""2""","=""4d5.(4F).5p""","=""u 3F*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""381.9778""","=""""","=""381.97787+""","=""47""","=""1.47e+07""",B,"=""27765.594""","=""53937.694""","=""4d5.(2F).5s""","=""b 3F""","=""4""","=""""","=""84*""","=""5""",9,11,,"=""T5293""","=""L10250""",
Mo,1,"=""382.4776""","=""""","=""382.47766+""","=""39""","=""1.40e+07""",B,"=""26335.816""","=""52473.717""","=""4d5.(4F).5s""","=""a 5F""","=""2""","=""""","=""59.1*""","=""3""",5,7,,"=""T5293""","=""L10250""",
Mo,1,"=""382.6693""","=""""","=""382.66929+""","=""520""","=""7.98e+06""",A,"=""11454.362""","=""37579.174""","=""4d4.5s2""","=""a 5D""","=""2""","=""4d4.5s.(6D).5p""","=""z 5D*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""382.7154""","=""""","=""382.71537+""","=""95""","=""1.94e+07""",B,"=""23668.079""","=""49789.746""","=""4d4.5s2""","=""a 3F""","=""3""","=""4d5.(4F).5p""","=""u 3F*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""382.8876""","=""""","=""382.88756+""","=""940""","=""1.35e+07""",A,"=""11858.498""","=""37968.418""","=""4d4.5s2""","=""a 5D""","=""3""","=""4d4.5s.(6D).5p""","=""z 5D*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""383.0814""","=""""","=""383.08144+""","=""75""","=""1.83e+07""",B,"=""25794.608""","=""51891.314""","=""4d6""","=""c 5D""","=""2""","=""""","=""50*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""383.1070""","=""""","=""383.10705+""","=""35""","=""1.20e+07""",B,"=""27383.838""","=""53478.799""","=""4d4.5s2""","=""b 3G""","=""3""","=""""","=""75*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""383.2107""","=""""","=""383.21069+""","=""150*""","=""3.05e+07""",B,"=""25997.337""","=""52085.241""","=""4d5.(4F).5s""","=""a 5F""","=""4""","=""""","=""51*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""383.3746""","=""""","=""383.37461+""","=""1700""","=""1.70e+07""",A,"=""12346.280""","=""38423.030""","=""4d4.5s2""","=""a 5D""","=""4""","=""4d4.5s.(6D).5p""","=""z 5D*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""383.4636""","=""""","=""383.46369+""","=""27""","=""1.20e+07""",B,"=""25820.622""","=""51891.314""","=""4d6""","=""c 5D""","=""1""","=""""","=""50*""","=""2""",3,5,,"=""T5293""","=""L10250""",
Mo,1,"=""384.6177""","=""""","=""384.61768+""","=""37""","=""1.26e+07""",B,"=""26189.445""","=""52181.918""","=""4d5.(4F).5s""","=""a 5F""","=""3""","=""""","=""54*""","=""3""",7,7,,"=""T5293""","=""L10250""",
Mo,1,"=""384.7245""","=""""","=""384.72446+""","=""380""","=""2.41e+07""",B+,"=""11142.784""","=""37128.043""","=""4d4.5s2""","=""a 5D""","=""1""","=""4d4.5s.(6D).5p""","=""z 5D*""","=""0""",3,1,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""384.8298""","=""""","=""384.82984+""","=""190*""","=""1.26e+07""",B,"=""20157.802""","=""46135.945""","=""4d5.(4D).5s""","=""b 5D""","=""4""","=""""","=""5*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""385.1986""","=""""","=""385.19857+""","=""75""","=""1.78e+07""",B,"=""25905.490""","=""51858.766""","=""4d5.(4F).5s""","=""a 5F""","=""5""","=""""","=""47*""","=""4""",11,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""386.4103""","=""""","=""386.41038+""","=""29000""","=""6.24e+07""",A,"=""0.000""","=""25871.887""","=""4d5.(6S).5s""","=""a 7S""","=""3""","=""4d5.(6S).5p""","=""z 7P*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""386.6691""","=""""","=""386.66905+""","=""35""","=""1.74e+07""",B,"=""25820.622""","=""51675.202""","=""4d6""","=""c 5D""","=""1""","=""""","=""44*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""386.7670""","=""""","=""386.76694+""","=""23""","=""2.22e+07""",B,"=""27093.242""","=""52941.278""","=""4d5.(2F).5s""","=""b 3F""","=""2""","=""""","=""65*""","=""1""",5,3,,"=""T5293""","=""L10250""",
Mo,1,"=""386.9081""","=""""","=""386.90814+""","=""580""","=""1.35e+07""",A,"=""11454.362""","=""37292.965""","=""4d4.5s2""","=""a 5D""","=""2""","=""4d4.5s.(6D).5p""","=""z 5D*""","=""1""",5,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""387.4154""","=""""","=""387.41547+""","=""33""","=""1.67e+07""",B,"=""26638.742""","=""52443.510""","=""4d5.(2D).5s""","=""b 3D""","=""3""","=""""","=""58*""","=""2""",7,5,,"=""T5293""","=""L10250""",
Mo,1,"=""388.6821""","=""""","=""388.68212+""","=""580""","=""9.7e+06""",A,"=""11858.498""","=""37579.174""","=""4d4.5s2""","=""a 5D""","=""3""","=""4d4.5s.(6D).5p""","=""z 5D*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""390.1769""","=""""","=""390.17696+""","=""380""","=""5.13e+06""",A,"=""12346.280""","=""37968.418""","=""4d4.5s2""","=""a 5D""","=""4""","=""4d4.5s.(6D).5p""","=""z 5D*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""390.2953""","=""""","=""390.29533+""","=""19000""","=""6.17e+07""",A,"=""0.000""","=""25614.367""","=""4d5.(6S).5s""","=""a 7S""","=""3""","=""4d5.(6S).5p""","=""z 7P*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""390.9538""","=""""","=""390.95384+""","=""75""","=""1.13e+07""",B,"=""25997.337""","=""51568.561""","=""4d5.(4F).5s""","=""a 5F""","=""4""","=""""","=""42.1*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""391.1944""","=""""","=""391.19443+""","=""35""","=""1.15e+07""",B,"=""26335.816""","=""51891.314""","=""4d5.(4F).5s""","=""a 5F""","=""2""","=""""","=""50*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""391.5429""","=""""","=""391.54304+""","=""110""","=""1.40e+07""",B,"=""22875.942""","=""48408.687""","=""4d4.5s2""","=""a 3P""","=""2""","=""4d4.5s.(4D).5p""","=""v 5D*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""391.6430""","=""""","=""391.64305+""","=""19""","=""1.78e+07""",B,"=""27415.053""","=""52941.278""","=""4d5.(4P).5s""","=""b 3P""","=""2""","=""""","=""65*""","=""1""",5,3,,"=""T5293""","=""L10250""",
Mo,1,"=""394.3077""","=""""","=""394.30778+""","=""230*""","=""6.1e+06""",B,"=""20280.968""","=""45634.691""","=""4d5.(4D).5s""","=""b 5D""","=""2""","=""4d4.5s.(4F).5p""","=""w 5F*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""395.5483""","=""""","=""395.54834+""","=""65""","=""1.71e+07""",B,"=""30113.151""","=""55387.359""","=""4d5.(2H).5s""","=""b 3H""","=""6""","=""""","=""100*""","=""5""",13,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""397.3756""","=""""","=""397.37559+""","=""123""","=""4.39e+07""",B+,"=""29981.714""","=""55139.706""","=""4d5.(2H).5s""","=""b 3H""","=""5""","=""""","=""97*""","=""6""",11,13,,"=""T5293""","=""L10250""",
Mo,1,"=""397.3791""","=""""","=""397.37911+""","=""24""","=""7.3e+06""",B,"=""22244.375""","=""47402.144""","=""4d4.5s2""","=""a 3P""","=""1""","=""""","=""17*""","=""1""",3,3,,"=""T5293""","=""L10250""",
Mo,1,"=""397.7898""","=""""","=""397.78987+""","=""65""","=""1.35e+07""",B,"=""27341.925""","=""52473.717""","=""4d4.5s2""","=""b 3G""","=""4""","=""""","=""59.1*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""398.0198""","=""""","=""398.01980+""","=""75""","=""2.70e+07""",B,"=""26758.660""","=""51875.934""","=""4d5.(2D).5s""","=""b 3D""","=""2""","=""""","=""48*""","=""1""",5,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""399.1847""","=""""","=""399.18475+""","=""35*""","=""1.29e+07""",B,"=""29981.714""","=""55025.689""","=""4d5.(2H).5s""","=""b 3H""","=""5""","=""""","=""96*""","=""4""",11,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""401.0126""","=""""","=""401.01260+""","=""32*""","=""4.4e+07""",B,"=""29641.989""","=""54571.814""","=""4d5.(4F).5s""","=""c 3F""","=""2""","=""""","=""91*""","=""1""",5,3,,"=""T5293""","=""L10250""",
Mo,1,"=""402.1011""","=""""","=""402.10116+""","=""130""","=""2.65e+07""",B,"=""29842.148""","=""54704.485""","=""4d5.(2H).5s""","=""b 3H""","=""4""","=""""","=""92*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""405.1180""","=""""","=""405.11804+""","=""26""","=""1.36e+07""",B,"=""31484.615""","=""56161.808""","=""4d4.5s2""","=""b 1I""","=""6""","=""4d5.(2H).5p""","=""y 1H*""","=""5""",13,11,,"=""T5293""","=""L10250""",
Mo,1,"=""405.6012""","=""""","=""405.60111+""","=""270""","=""3.39e+06""",B+,"=""16747.720""","=""41395.523""","=""4d5.(4G).5s""","=""a 5G""","=""4""","=""4d5.(4G).5p""","=""y 5F*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""406.2077""","=""""","=""406.20764+""","=""1400""","=""1.96e+07""",B+,"=""16784.522""","=""41395.523""","=""4d5.(4G).5s""","=""a 5G""","=""5""","=""4d5.(4G).5p""","=""y 5F*""","=""4""",11,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""406.9881""","=""""","=""406.98808+""","=""2300""","=""3.25e+07""",B+,"=""16783.856""","=""41347.664""","=""4d5.(4G).5s""","=""a 5G""","=""6""","=""4d5.(4G).5p""","=""y 5F*""","=""5""",13,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""407.6191""","=""""","=""407.61911+""","=""190""","=""1.16e+07""",B,"=""24096.294""","=""48622.076""","=""4d4.5s2""","=""a 3H""","=""4""","=""4d5.(2G).5p""","=""x 3H*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""408.4372""","=""""","=""408.43707+""","=""940""","=""1.94e+07""",B+,"=""16747.720""","=""41224.386""","=""4d5.(4G).5s""","=""a 5G""","=""4""","=""4d5.(4G).5p""","=""y 5F*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""410.2149""","=""""","=""410.21500+""","=""250""","=""1.22e+07""",B+,"=""16641.081""","=""41011.664""","=""4d5.(4G).5s""","=""a 5G""","=""2""","=""4d5.(4G).5p""","=""y 5F*""","=""1""",5,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""410.7462""","=""""","=""410.74615+""","=""730""","=""2.02e+07""",B+,"=""16692.905""","=""41031.974""","=""4d5.(4G).5s""","=""a 5G""","=""3""","=""4d5.(4G).5p""","=""y 5F*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""412.0093""","=""""","=""412.00930+""","=""630""","=""6.0e+07""",B,"=""25548.887""","=""49813.338""","=""4d5.(2I).5s""","=""a 3I""","=""6""","=""""","=""30.1*""","=""7""",13,15,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""413.1917""","=""""","=""413.19161+""","=""180""","=""1.56e+07""",B,"=""25455.636""","=""49650.658""","=""4d6""","=""c 5D""","=""4""","=""4d4.5s.(4G).5p""","=""t 5F*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""414.8937""","=""""","=""414.89374+""","=""230*""","=""2.30e+06""",B,"=""16747.720""","=""40843.482""","=""4d5.(4G).5s""","=""a 5G""","=""4""","=""4d4.5s.(4D).5p""","=""z 3F*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""414.8975""","=""""","=""414.89746+""","=""230*""","=""1.56e+07""",B,"=""29842.148""","=""53937.694""","=""4d5.(2H).5s""","=""b 3H""","=""4""","=""""","=""84*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""415.5284""","=""""","=""415.52840+""","=""250""","=""4.7e+06""",B,"=""16784.522""","=""40843.482""","=""4d5.(4G).5s""","=""a 5G""","=""5""","=""4d4.5s.(4D).5p""","=""z 3F*""","=""4""",11,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""415.7399""","=""""","=""415.73993+""","=""200""","=""2.17e+07""",B,"=""25548.887""","=""49595.606""","=""4d5.(2I).5s""","=""a 3I""","=""6""","=""""","=""30*""","=""5""",13,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""415.7899""","=""""","=""415.79001+""","=""99""","=""1.60e+07""",B,"=""26320.420""","=""50364.243""","=""4d5.(6S).5p""","=""z 7P*""","=""4""","=""4d5.(6S).6d""","=""g 7D""","=""5""",9,11,,"=""T5293""","=""L10250""",
Mo,1,"=""417.8276""","=""""","=""417.82768+""","=""200""","=""8.8e+06""",B,"=""25638.567""","=""49565.135""","=""4d5.(2I).5s""","=""a 3I""","=""7""","=""4d4.5s.(4H).5p""","=""y 3I*""","=""7""",15,15,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""418.5819""","=""""","=""418.58191+""","=""480""","=""3.82e+07""",B+,"=""25516.912""","=""49400.368""","=""4d5.(2I).5s""","=""a 3I""","=""5""","=""4d4.5s.(4H).5p""","=""y 3I*""","=""6""",11,13,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""418.8323""","=""""","=""418.83228+""","=""2500""","=""3.3e+07""",B,"=""16784.522""","=""40653.701""","=""4d5.(4G).5s""","=""a 5G""","=""5""","=""4d5.(4G).5p""","=""z 5H*""","=""6""",11,13,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""419.4562""","=""""","=""419.45620+""","=""250""","=""2.70e+07""",B,"=""25516.912""","=""49350.588""","=""4d5.(2I).5s""","=""a 3I""","=""5""","=""4d4.5s.(4H).5p""","=""y 3I*""","=""5""",11,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""423.2589""","=""""","=""423.2590+""","=""1500""","=""3.17e+07""",A,"=""16747.720""","=""40367.264""","=""4d5.(4G).5s""","=""a 5G""","=""4""","=""4d5.(4G).5p""","=""z 5H*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""424.0830""","=""""","=""424.0830+""","=""190""","=""1.68e+07""",B,"=""20950.853""","=""44524.504""","=""4d5.(4D).5s""","=""a 3D""","=""2""","=""4d5.(4D).5p""","=""y 3D*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""424.6018""","=""""","=""424.6018+""","=""190""","=""2.00e+07""",B,"=""25516.912""","=""49061.760""","=""4d5.(2I).5s""","=""a 3I""","=""5""","=""4d5.(2G).5p""","=""x 3H*""","=""6""",11,13,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""425.1834""","=""""","=""425.1834+""","=""22""","=""1.25e+06""",B,"=""20947.940""","=""44460.583""","=""4d5.(4G).5s""","=""a 3G""","=""3""","=""4d4.5s.(4H).5p""","=""y 3G*""","=""4""",7,9,,"=""T5293""","=""L10250""",
Mo,1,"=""425.1883""","=""""","=""425.1883+""","=""80""","=""1.76e+07""",B,"=""28241.014""","=""51753.384""","=""4d5.(2I).5s""","=""a 1I""","=""6""","=""4d4.5s.(4H).5p""","=""w 3H*""","=""5""",13,11,,"=""T5293""","=""L10250""",
