element,sp_num,obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
N,1,"=""""","=""731.8975""","=""""","=""5.41e+05""",C,"=""96787.680""","=""110447.032""","=""2s2.2p2.(3P).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""2D""","=""3/2""",4,4,,"=""u18,LS""","=""""",
N,1,"=""""","=""734.7570""","=""""","=""5.55e+05""",C,"=""96864.050""","=""110470.244""","=""2s2.2p2.(3P).3p""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).4d""","=""2D""","=""5/2""",6,6,,"=""u18,LS""","=""""",
N,1,"=""""","=""735.1363""","=""""","=""1.32e+06""",D+,"=""96750.840""","=""110350.014""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""4P""","=""1/2""",4,2,,"=""T5723LS""","=""""",
N,3,"=""""","=""735.627""","=""""","=""2.63e+05""",B,"=""320978.2""","=""334568.3""","=""2s.2p.(3P*).3p""","=""2D""","=""3/2""","=""2s.2p.(3P*).3d""","=""2D*""","=""5/2""",4,6,,"=""T7192LS""","=""""",
N,1,"=""""","=""736.0126""","=""""","=""5.91e+04""",C,"=""96864.050""","=""110447.032""","=""2s2.2p2.(3P).3p""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).4d""","=""2D""","=""3/2""",6,4,,"=""u18,LS""","=""""",
N,1,"=""""","=""736.6146""","=""""","=""1.31e+06""",D+,"=""96750.840""","=""110322.721""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""4P""","=""3/2""",4,4,,"=""T5723LS""","=""""",
N,3,"=""""","=""737.151""","=""""","=""3.53e+06""",B,"=""320978.2""","=""334540.2""","=""2s.2p.(3P*).3p""","=""2D""","=""3/2""","=""2s.2p.(3P*).3d""","=""2D*""","=""3/2""",4,4,,"=""T7192LS""","=""""",
N,1,"=""""","=""737.8513""","=""""","=""1.30e+06""",D+,"=""96750.840""","=""110299.974""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""4P""","=""5/2""",4,6,,"=""T5723LS""","=""""",
N,1,"=""""","=""738.0100""","=""""","=""1.94e+03""",C,"=""83317.830""","=""96864.050""","=""2s2.2p2.(3P).3s""","=""4P""","=""3/2""","=""2s2.2p2.(3P).3p""","=""2D*""","=""5/2""",4,6,,"=""T7370""","=""""",
N,1,"=""""","=""739.0826""","=""""","=""4.3e-04""",D,"=""86137.350""","=""99663.912""","=""2s2.2p2.(3P).3s""","=""2P""","=""1/2""","=""2s2.2p2.(1D).3s""","=""2D""","=""3/2""",2,4,M1,"=""T7370""","=""""",
N,1,"=""""","=""740.3388""","=""""","=""1.14e+04""",B,"=""83284.070""","=""96787.680""","=""2s2.2p2.(3P).3s""","=""4P""","=""1/2""","=""2s2.2p2.(3P).3p""","=""2D*""","=""3/2""",2,4,,"=""T7370""","=""""",
N,3,"=""""","=""740.454""","=""""","=""3.61e+06""",B,"=""321066.8""","=""334568.3""","=""2s.2p.(3P*).3p""","=""2D""","=""5/2""","=""2s.2p.(3P*).3d""","=""2D*""","=""5/2""",6,6,,"=""T7192LS""","=""""",
N,1,"=""""","=""740.5680""","=""""","=""4.39e+03""",B,"=""83364.620""","=""96864.050""","=""2s2.2p2.(3P).3s""","=""4P""","=""5/2""","=""2s2.2p2.(3P).3p""","=""2D*""","=""5/2""",6,6,,"=""T7370""","=""""",
N,3,"=""""","=""740.570""","=""""","=""1.94e+06""",B,"=""353440.6""","=""366940""","=""2s.2p.(1P*).3s""","=""2P*""","=""1/2""","=""2s2.8d""","=""2D""","=""3/2""",2,4,,"=""T7192LS""","=""""",
N,1,"=""740.612""","=""740.6122""","=""160""","=""1.52e+06""",C,"=""96787.680""","=""110286.305""","=""2s2.2p2.(3P).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""2F""","=""5/2""",4,6,,"=""u18,LS""","=""L3513""",
N,1,"=""740.624""","=""740.6239""","=""265""","=""1.63e+06""",C,"=""96864.050""","=""110362.462""","=""2s2.2p2.(3P).3p""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).4d""","=""2F""","=""7/2""",6,8,,"=""u18,LS""","=""L3513""",
N,3,"=""""","=""740.674""","=""""","=""2.33e+06""",B,"=""353442.5""","=""366940""","=""2s.2p.(1P*).3s""","=""2P*""","=""3/2""","=""2s2.8d""","=""2D""","=""5/2""",4,6,,"=""T7192LS""","=""""",
N,3,"=""""","=""740.674""","=""""","=""3.88e+05""",B,"=""353442.5""","=""366940""","=""2s.2p.(1P*).3s""","=""2P*""","=""3/2""","=""2s2.8d""","=""2D""","=""3/2""",4,4,,"=""T7192LS""","=""""",
N,3,"=""""","=""741.999""","=""""","=""3.85e+05""",B,"=""321066.8""","=""334540.2""","=""2s.2p.(3P*).3p""","=""2D""","=""5/2""","=""2s.2p.(3P*).3d""","=""2D*""","=""3/2""",6,4,,"=""T7192LS""","=""""",
N,1,"=""""","=""742.1943""","=""""","=""1.63e+04""",B,"=""83317.830""","=""96787.680""","=""2s2.2p2.(3P).3s""","=""4P""","=""3/2""","=""2s2.2p2.(3P).3p""","=""2D*""","=""3/2""",4,4,,"=""T7370""","=""""",
N,1,"=""742.364""","=""742.3641""","=""685""","=""5.64e+06""",B+,"=""83284.070""","=""96750.840""","=""2s2.2p2.(3P).3s""","=""4P""","=""1/2""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""",2,4,,"=""T7370""","=""L3513""",
N,1,"=""""","=""742.8753""","=""""","=""9.06e+05""",D+,"=""96787.680""","=""110245.183""","=""2s2.2p2.(3P).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""2P""","=""1/2""",4,2,,"=""u18,LS""","=""""",
N,1,"=""""","=""743.6545""","=""""","=""1.4e-03""",D,"=""86220.510""","=""99663.912""","=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p2.(1D).3s""","=""2D""","=""3/2""",4,4,M1,"=""T7370""","=""""",
N,1,"=""""","=""743.6813""","=""""","=""5.0e-04""",D,"=""86220.510""","=""99663.427""","=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p2.(1D).3s""","=""2D""","=""5/2""",4,6,M1,"=""T7370""","=""""",
N,1,"=""744.229""","=""744.2298""","=""785""","=""1.19e+07""",B+,"=""83317.830""","=""96750.840""","=""2s2.2p2.(3P).3s""","=""4P""","=""3/2""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""",4,4,,"=""T7370""","=""L3513""",
N,1,"=""""","=""744.2621""","=""""","=""9.01e+04""",D+,"=""96787.680""","=""110220.107""","=""2s2.2p2.(3P).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""2P""","=""3/2""",4,4,,"=""u18,LS""","=""""",
N,1,"=""""","=""744.7815""","=""""","=""1.49e+04""",B,"=""83364.620""","=""96787.680""","=""2s2.2p2.(3P).3s""","=""4P""","=""5/2""","=""2s2.2p2.(3P).3p""","=""2D*""","=""3/2""",6,4,,"=""T7370""","=""""",
N,1,"=""""","=""744.8262""","=""""","=""1.07e+05""",C,"=""96864.050""","=""110286.305""","=""2s2.2p2.(3P).3p""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).4d""","=""2F""","=""5/2""",6,6,,"=""u18,LS""","=""""",
N,2,"=""""","=""745.095""","=""""","=""2.29e+04""",D,"=""190120.24""","=""203537.66""","=""2s2.2p.3d""","=""1P*""","=""1""","=""2s2.2p.4p""","=""3S""","=""1""",3,3,,"=""T6385""","=""""",
N,1,"=""746.831""","=""746.8312""","=""900""","=""1.96e+07""",B+,"=""83364.620""","=""96750.840""","=""2s2.2p2.(3P).3s""","=""4P""","=""5/2""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""",6,4,,"=""T7370""","=""L3513""",
N,1,"=""""","=""748.5178""","=""""","=""7.97e+05""",D+,"=""96864.050""","=""110220.107""","=""2s2.2p2.(3P).3p""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).4d""","=""2P""","=""3/2""",6,4,,"=""u18,LS""","=""""",
N,1,"=""""","=""750.7609""","=""""","=""2.30e+05""",C+,"=""96787.680""","=""110103.834""","=""2s2.2p2.(3P).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""2P""","=""3/2""",4,4,,"=""T6340""","=""""",
N,2,"=""""","=""752.812""","=""""","=""6.61e+03""",B,"=""174212.03""","=""187491.90""","=""2s2.2p.3p""","=""1D""","=""2""","=""2s2.2p.3d""","=""3D*""","=""3""",5,7,,"=""T7333""","=""""",
N,2,"=""""","=""753.857""","=""""","=""4.66e+04""",D,"=""188909.17""","=""202170.63""","=""2s2.2p.3d""","=""3P*""","=""1""","=""2s2.2p.4p""","=""1P""","=""1""",3,3,,"=""T6385""","=""""",
N,2,"=""""","=""754.536""","=""""","=""4.53e+04""",C,"=""174212.03""","=""187461.56""","=""2s2.2p.3p""","=""1D""","=""2""","=""2s2.2p.3d""","=""3D*""","=""2""",5,5,,"=""T7333""","=""""",
N,1,"=""""","=""754.6209""","=""""","=""2.85e+06""",B,"=""96787.680""","=""110035.720""","=""2s2.2p2.(3P).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""2P""","=""1/2""",4,2,,"=""T6340""","=""""",
N,1,"=""""","=""755.0914""","=""""","=""1.79e+06""",B,"=""96864.050""","=""110103.834""","=""2s2.2p2.(3P).3p""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).5s""","=""2P""","=""3/2""",6,4,,"=""T6340""","=""""",
N,2,"=""""","=""755.456""","=""""","=""2.52e+03""",D,"=""188937.24""","=""202170.63""","=""2s2.2p.3d""","=""3P*""","=""0""","=""2s2.2p.4p""","=""1P""","=""1""",1,3,,"=""T6385""","=""""",
N,2,"=""""","=""755.905""","=""""","=""1.90e+03""",D,"=""174212.03""","=""187437.56""","=""2s2.2p.3p""","=""1D""","=""2""","=""2s2.2p.3d""","=""3D*""","=""1""",5,3,,"=""T7333""","=""""",
N,1,"=""""","=""758.7571""","=""""","=""7.01e+05""",D+,"=""96750.840""","=""109926.661""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""5/2""",4,6,,"=""T5723LS""","=""""",
N,1,"=""""","=""762.8180""","=""""","=""6.90e+05""",D+,"=""96750.840""","=""109856.520""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""3/2""",4,4,,"=""T5723LS""","=""""",
N,2,"=""""","=""764.971""","=""""","=""1.53e+04""",D,"=""190120.24""","=""203189.03""","=""2s2.2p.3d""","=""1P*""","=""1""","=""2s2.2p.4p""","=""3P""","=""1""",3,3,,"=""T6385""","=""""",
N,1,"=""""","=""765.4044""","=""""","=""6.83e+05""",D+,"=""96750.840""","=""109812.233""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""1/2""",4,2,,"=""T5723LS""","=""""",
N,1,"=""""","=""770.351""","=""""","=""6.93e+05""",C,"=""107588.469""","=""120566.0""","=""2s2.2p2.(3P).4p""","=""2P*""","=""1/2""","=""2s2.2p2.(1D).3d""","=""2S""","=""1/2""",2,2,,"=""u18,LS""","=""""",
N,1,"=""""","=""772.721""","=""""","=""1.37e+06""",C,"=""107628.283""","=""120566.0""","=""2s2.2p2.(3P).4p""","=""2P*""","=""3/2""","=""2s2.2p2.(1D).3d""","=""2S""","=""1/2""",4,2,,"=""u18,LS""","=""""",
N,2,"=""776.224""","=""776.224""","=""450""","=""8.49e+06""",B,"=""174212.03""","=""187091.37""","=""2s2.2p.3p""","=""1D""","=""2""","=""2s2.2p.3d""","=""1D*""","=""2""",5,5,,"=""T7333""","=""L3513""",
N,1,"=""""","=""788.6224""","=""""","=""6.86e+05""",C,"=""97770.180""","=""110447.032""","=""2s2.2p2.(3P).3p""","=""2P*""","=""1/2""","=""2s2.2p2.(3P).4d""","=""2D""","=""3/2""",2,4,,"=""u18,LS""","=""""",
N,1,"=""""","=""789.3976""","=""""","=""8.21e+05""",C,"=""97805.840""","=""110470.244""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""2D""","=""5/2""",4,6,,"=""u18,LS""","=""""",
N,2,"=""""","=""789.763""","=""""","=""2.27e+07""",B,"=""202170.63""","=""214829.18""","=""2s2.2p.4p""","=""1P""","=""1""","=""2s2.2p.5s""","=""1P*""","=""1""",3,3,,"=""T5520""","=""""",
N,1,"=""""","=""789.8982""","=""""","=""2.82e+07""",C,"=""99663.427""","=""112319.805""","=""2s2.2p2.(1D).3s""","=""2D""","=""5/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""3/2""",6,4,,"=""T5714n""","=""""",
N,1,"=""""","=""789.9284""","=""""","=""3.28e+06""",C,"=""99663.912""","=""112319.805""","=""2s2.2p2.(1D).3s""","=""2D""","=""3/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""3/2""",4,4,,"=""T5714n""","=""""",
N,2,"=""""","=""790.608""","=""""","=""4.22e+03""",D,"=""190120.24""","=""202765.26""","=""2s2.2p.3d""","=""1P*""","=""1""","=""2s2.2p.4p""","=""3D""","=""2""",3,5,,"=""T6385""","=""""",
N,1,"=""""","=""790.8471""","=""""","=""1.36e+05""",C,"=""97805.840""","=""110447.032""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""2D""","=""3/2""",4,4,,"=""u18,LS""","=""""",
N,1,"=""""","=""791.5419""","=""""","=""3.13e+07""",C,"=""99663.912""","=""112294.007""","=""2s2.2p2.(1D).3s""","=""2D""","=""3/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""1/2""",4,2,,"=""T5714n""","=""""",
N,2,"=""""","=""793.818""","=""""","=""4.45e+04""",D,"=""190120.24""","=""202714.12""","=""2s2.2p.3d""","=""1P*""","=""1""","=""2s2.2p.4p""","=""3D""","=""1""",3,3,,"=""T6385""","=""""",
N,2,"=""""","=""808.908""","=""""","=""1.01e+04""",C+,"=""174212.03""","=""186570.98""","=""2s2.2p.3p""","=""1D""","=""2""","=""2s2.2p.3d""","=""3F*""","=""3""",5,7,,"=""T7333""","=""""",
N,1,"=""""","=""810.5668""","=""""","=""2.36e+05""",D+,"=""97770.180""","=""110103.834""","=""2s2.2p2.(3P).3p""","=""2P*""","=""1/2""","=""2s2.2p2.(3P).5s""","=""2P""","=""3/2""",2,4,,"=""u18,LS""","=""""",
N,2,"=""""","=""812.814""","=""""","=""5.55e+04""",C+,"=""174212.03""","=""186511.58""","=""2s2.2p.3p""","=""1D""","=""2""","=""2s2.2p.3d""","=""3F*""","=""2""",5,5,,"=""T7333""","=""""",
N,1,"=""""","=""812.9172""","=""""","=""1.17e+06""",D+,"=""97805.840""","=""110103.834""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""2P""","=""3/2""",4,4,,"=""u18,LS""","=""""",
N,1,"=""""","=""815.0682""","=""""","=""9.29e+05""",D+,"=""97770.180""","=""110035.720""","=""2s2.2p2.(3P).3p""","=""2P*""","=""1/2""","=""2s2.2p2.(3P).5s""","=""2P""","=""1/2""",2,2,,"=""u18,LS""","=""""",
N,1,"=""""","=""816.6233""","=""""","=""1.32e+07""",C,"=""99663.427""","=""111905.609""","=""2s2.2p2.(1D).3s""","=""2D""","=""5/2""","=""2s2.2p2.(3P).5p""","=""2D*""","=""5/2""",6,6,,"=""u18,LS""","=""""",
N,1,"=""""","=""816.6557""","=""""","=""9.39e+05""",C,"=""99663.912""","=""111905.609""","=""2s2.2p2.(1D).3s""","=""2D""","=""3/2""","=""2s2.2p2.(3P).5p""","=""2D*""","=""5/2""",4,6,,"=""u18,LS""","=""""",
N,1,"=""""","=""817.4448""","=""""","=""4.60e+05""",D+,"=""97805.840""","=""110035.720""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""2P""","=""1/2""",4,2,,"=""u18,LS""","=""""",
N,1,"=""818.487""","=""818.4861""","=""400""","=""8.21e+06""",B+,"=""83317.830""","=""95532.150""","=""2s2.2p2.(3P).3s""","=""4P""","=""3/2""","=""2s2.2p2.(3P).3p""","=""4P*""","=""5/2""",4,6,,"=""T7370""","=""L3513""",
N,1,"=""818.802""","=""818.8012""","=""400""","=""1.25e+07""",B+,"=""83284.070""","=""95493.690""","=""2s2.2p2.(3P).3s""","=""4P""","=""1/2""","=""2s2.2p2.(3P).3p""","=""4P*""","=""3/2""",2,4,,"=""T7370""","=""L3513""",
N,1,"=""820.036""","=""820.0357""","=""250""","=""4.68e+06""",B+,"=""83284.070""","=""95475.310""","=""2s2.2p2.(3P).3s""","=""4P""","=""1/2""","=""2s2.2p2.(3P).3p""","=""4P*""","=""1/2""",2,2,,"=""T7370""","=""L3513""",
N,1,"=""""","=""820.1437""","=""""","=""1.39e+06""",C,"=""99663.427""","=""111853.061""","=""2s2.2p2.(1D).3s""","=""2D""","=""5/2""","=""2s2.2p2.(3P).5p""","=""2D*""","=""3/2""",6,4,,"=""u18,LS""","=""""",
N,1,"=""""","=""820.1763""","=""""","=""1.25e+07""",C,"=""99663.912""","=""111853.061""","=""2s2.2p2.(1D).3s""","=""2D""","=""3/2""","=""2s2.2p2.(3P).5p""","=""2D*""","=""3/2""",4,4,,"=""u18,LS""","=""""",
N,1,"=""821.072""","=""821.0715""","=""300""","=""5.23e+06""",B+,"=""83317.830""","=""95493.690""","=""2s2.2p2.(3P).3s""","=""4P""","=""3/2""","=""2s2.2p2.(3P).3p""","=""4P*""","=""3/2""",4,4,,"=""T7370""","=""L3513""",
N,1,"=""821.634""","=""821.6336""","=""570""","=""2.26e+07""",B+,"=""83364.620""","=""95532.150""","=""2s2.2p2.(3P).3s""","=""4P""","=""5/2""","=""2s2.2p2.(3P).3p""","=""4P*""","=""5/2""",6,6,,"=""T7370""","=""L3513""",
N,1,"=""822.314""","=""822.3128""","=""400""","=""2.62e+07""",B+,"=""83317.830""","=""95475.310""","=""2s2.2p2.(3P).3s""","=""4P""","=""3/2""","=""2s2.2p2.(3P).3p""","=""4P*""","=""1/2""",4,2,,"=""T7370""","=""L3513""",
N,1,"=""824.239""","=""824.2389""","=""400""","=""1.31e+07""",B+,"=""83364.620""","=""95493.690""","=""2s2.2p2.(3P).3s""","=""4P""","=""5/2""","=""2s2.2p2.(3P).3p""","=""4P*""","=""3/2""",6,4,,"=""T7370""","=""L3513""",
N,2,"=""""","=""829.621""","=""""","=""2.32e+06""",B,"=""190120.24""","=""202170.63""","=""2s2.2p.3d""","=""1P*""","=""1""","=""2s2.2p.4p""","=""1P""","=""1""",3,3,,"=""T5520,T6385""","=""""",
N,3,"=""""","=""830.751""","=""""","=""1.65e+06""",B,"=""297151.2""","=""309185.2""","=""2s.2p.(3P*).3s""","=""2P*""","=""1/2""","=""2s.2p.(3P*).3p""","=""2P""","=""3/2""",2,4,,"=""T7192LS""","=""""",
N,3,"=""""","=""834.495""","=""""","=""6.52e+06""",B,"=""297151.2""","=""309131.2""","=""2s.2p.(3P*).3s""","=""2P*""","=""1/2""","=""2s.2p.(3P*).3p""","=""2P""","=""1/2""",2,2,,"=""T7192LS""","=""""",
N,3,"=""""","=""838.639""","=""""","=""8.03e+06""",B,"=""297264.4""","=""309185.2""","=""2s.2p.(3P*).3s""","=""2P*""","=""3/2""","=""2s.2p.(3P*).3p""","=""2P""","=""3/2""",4,4,,"=""T7192LS""","=""""",
N,3,"=""""","=""842.456""","=""""","=""3.17e+06""",B,"=""297264.4""","=""309131.2""","=""2s.2p.(3P*).3s""","=""2P*""","=""3/2""","=""2s.2p.(3P*).3p""","=""2P""","=""1/2""",4,2,,"=""T7192LS""","=""""",
N,2,"=""843.874""","=""843.874""","=""550""","=""1.91e+07""",B,"=""178273.38""","=""190120.24""","=""2s2.2p.3p""","=""1S""","=""0""","=""2s2.2p.3d""","=""1P*""","=""1""",1,3,,"=""T7333""","=""L3513""",
N,3,"=""""","=""844.434""","=""""","=""5.43e+04""",B,"=""342691.5""","=""354530.5""","=""2s.2p.(3P*).3d""","=""2P*""","=""3/2""","=""2s2.6d""","=""2D""","=""5/2""",4,6,,"=""T7192LS""","=""""",
N,3,"=""""","=""844.434""","=""""","=""9.05e+03""",B,"=""342691.5""","=""354530.5""","=""2s.2p.(3P*).3d""","=""2P*""","=""3/2""","=""2s2.6d""","=""2D""","=""3/2""",4,4,,"=""T7192LS""","=""""",
N,3,"=""""","=""849.529""","=""""","=""4.44e+04""",B,"=""342762.5""","=""354530.5""","=""2s.2p.(3P*).3d""","=""2P*""","=""1/2""","=""2s2.6d""","=""2D""","=""3/2""",2,4,,"=""T7192LS""","=""""",
N,2,"=""""","=""856.662""","=""""","=""3.16e+05""",C+,"=""202714.12""","=""214384.13""","=""2s2.2p.4p""","=""3D""","=""1""","=""2s2.2p.5s""","=""3P*""","=""2""",3,5,,"=""T5520LS""","=""""",
N,1,"=""856.774""","=""856.7735""","=""500""","=""4.86e+06""",B+,"=""86137.350""","=""97805.840""","=""2s2.2p2.(3P).3s""","=""2P""","=""1/2""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""",2,4,,"=""T7370""","=""L3513""",
N,1,"=""859.400""","=""859.4000""","=""570""","=""2.09e+07""",B+,"=""86137.350""","=""97770.180""","=""2s2.2p2.(3P).3s""","=""2P""","=""1/2""","=""2s2.2p2.(3P).3p""","=""2P*""","=""1/2""",2,2,,"=""T7370""","=""L3513""",
N,2,"=""""","=""860.433""","=""""","=""4.67e+06""",C+,"=""202765.26""","=""214384.13""","=""2s2.2p.4p""","=""3D""","=""2""","=""2s2.2p.5s""","=""3P*""","=""2""",5,5,,"=""T5520LS""","=""""",
N,1,"=""862.924""","=""862.9235""","=""650""","=""2.67e+07""",B+,"=""86220.510""","=""97805.840""","=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""",4,4,,"=""T7370""","=""L3513""",
N,3,"=""""","=""865.293""","=""""","=""8.45e+05""",B,"=""353440.6""","=""364994.2""","=""2s.2p.(1P*).3s""","=""2P*""","=""1/2""","=""2s2.8s""","=""2S""","=""1/2""",2,2,,"=""T7192LS""","=""""",
N,3,"=""""","=""865.436""","=""""","=""1.69e+06""",B,"=""353442.5""","=""364994.2""","=""2s.2p.(1P*).3s""","=""2P*""","=""3/2""","=""2s2.8s""","=""2S""","=""1/2""",4,2,,"=""T7192LS""","=""""",
N,1,"=""""","=""865.5748""","=""""","=""5.46e+06""",C,"=""99663.427""","=""111213.271""","=""2s2.2p2.(1D).3s""","=""2D""","=""5/2""","=""2s2.2p2.(3P).5p""","=""2P*""","=""3/2""",6,4,,"=""u18,LS""","=""""",
N,1,"=""865.589""","=""865.5878""","=""500""","=""1.07e+07""",B+,"=""86220.510""","=""97770.180""","=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p2.(3P).3p""","=""2P*""","=""1/2""",4,2,,"=""T7370""","=""L3513""",
N,1,"=""""","=""865.6112""","=""""","=""6.06e+05""",C,"=""99663.912""","=""111213.271""","=""2s2.2p2.(1D).3s""","=""2D""","=""3/2""","=""2s2.2p2.(3P).5p""","=""2P*""","=""3/2""",4,4,,"=""u18,LS""","=""""",
N,2,"=""""","=""866.045""","=""""","=""7.64e+06""",C+,"=""202714.12""","=""214257.69""","=""2s2.2p.4p""","=""3D""","=""1""","=""2s2.2p.5s""","=""3P*""","=""1""",3,3,,"=""T5520LS""","=""""",
N,1,"=""""","=""866.4386""","=""""","=""1.63e+05""",C,"=""93581.550""","=""105119.880""","=""2s2.2p2.(3P).3p""","=""2S*""","=""1/2""","=""2s2.2p2.(3P).3d""","=""2D""","=""3/2""",2,4,,"=""T7370""","=""""",
N,1,"=""""","=""866.6935""","=""""","=""6.04e+06""",C,"=""99663.912""","=""111198.848""","=""2s2.2p2.(1D).3s""","=""2D""","=""3/2""","=""2s2.2p2.(3P).5p""","=""2P*""","=""1/2""",4,2,,"=""u18,LS""","=""""",
N,2,"=""867.608""","=""867.609""","=""220""","=""2.55e+07""",C+,"=""202861.36""","=""214384.13""","=""2s2.2p.4p""","=""3D""","=""3""","=""2s2.2p.5s""","=""3P*""","=""2""",7,5,,"=""T5520LS""","=""L3513""",
N,1,"=""868.028""","=""868.0282""","=""700""","=""2.53e+07""",B+,"=""83364.620""","=""94881.820""","=""2s2.2p2.(3P).3s""","=""4P""","=""5/2""","=""2s2.2p2.(3P).3p""","=""4D*""","=""7/2""",6,8,,"=""T7370""","=""L3513""",
N,1,"=""868.340""","=""868.3403""","=""650""","=""1.88e+07""",B+,"=""83317.830""","=""94830.890""","=""2s2.2p2.(3P).3s""","=""4P""","=""3/2""","=""2s2.2p2.(3P).3p""","=""4D*""","=""5/2""",4,6,,"=""T7370""","=""L3513""",
N,1,"=""868.615""","=""868.6149""","=""500""","=""1.15e+07""",B+,"=""83284.070""","=""94793.490""","=""2s2.2p2.(3P).3s""","=""4P""","=""1/2""","=""2s2.2p2.(3P).3p""","=""4D*""","=""3/2""",2,4,,"=""T7370""","=""L3513""",
N,2,"=""868.743""","=""868.743""","=""110""","=""1.16e+06""",D,"=""166765.66""","=""178273.38""","=""2s.2p3""","=""1P*""","=""1""","=""2s2.2p.3p""","=""1S""","=""0""",3,1,,"=""T7333""","=""L3513""",
N,2,"=""""","=""869.490""","=""""","=""3.02e+07""",C+,"=""202714.12""","=""214211.96""","=""2s2.2p.4p""","=""3D""","=""1""","=""2s2.2p.5s""","=""3P*""","=""0""",3,1,,"=""T5520LS""","=""""",
N,2,"=""869.900""","=""869.899""","=""110w""","=""2.26e+07""",C+,"=""202765.26""","=""214257.69""","=""2s2.2p.4p""","=""3D""","=""2""","=""2s2.2p.5s""","=""3P*""","=""1""",5,3,,"=""T5520LS""","=""L3513""",
N,1,"=""870.325""","=""870.3247""","=""500""","=""2.16e+07""",B+,"=""83284.070""","=""94770.880""","=""2s2.2p2.(3P).3s""","=""4P""","=""1/2""","=""2s2.2p2.(3P).3p""","=""4D*""","=""1/2""",2,2,,"=""T7370""","=""L3513""",
N,1,"=""871.170""","=""871.1703""","=""570""","=""1.29e+07""",B+,"=""83317.830""","=""94793.490""","=""2s2.2p2.(3P).3s""","=""4P""","=""3/2""","=""2s2.2p2.(3P).3p""","=""4D*""","=""3/2""",4,4,,"=""T7370""","=""L3513""",
N,1,"=""871.883""","=""871.8837""","=""500""","=""6.54e+06""",B+,"=""83364.620""","=""94830.890""","=""2s2.2p2.(3P).3s""","=""4P""","=""5/2""","=""2s2.2p2.(3P).3p""","=""4D*""","=""5/2""",6,6,,"=""T7370""","=""L3513""",
N,1,"=""872.889""","=""872.8901""","=""250""","=""3.75e+06""",B+,"=""83317.830""","=""94770.880""","=""2s2.2p2.(3P).3s""","=""4P""","=""3/2""","=""2s2.2p2.(3P).3p""","=""4D*""","=""1/2""",4,2,,"=""T7370""","=""L3513""",
N,1,"=""874.736""","=""874.7369""","=""200""","=""9.65e+05""",B+,"=""83364.620""","=""94793.490""","=""2s2.2p2.(3P).3s""","=""4P""","=""5/2""","=""2s2.2p2.(3P).3p""","=""4D*""","=""3/2""",6,4,,"=""T7370""","=""L3513""",
