element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Hf,1,"=""600.4180""","=""0.0011""","=""600.41778""","=""0.00004""","=""300""","=""3.5e+04""",D+,"=""8983.7652""","=""25634.2234""","=""5d2.6s2""","=""a 3P""","=""2""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 5D*""","=""2""",5,5,,"=""T5346""","=""L16323""",
Hf,1,"=""602.1770""","=""0.0011""","=""602.17629""","=""0.00011""","=""200""","=""9.e+04""",D+,"=""14740.6924""","=""31342.5275""","=""5d3.(b 4F).6s""","=""a 5F""","=""2""","=""5d2.(a 3P).6s.(a 4P).6p""","=""y 5D*""","=""3""",5,7,,"=""T5346""","=""L16323""",
Hf,1,"=""609.8680""","=""0.0011""","=""609.86696""","=""0.00003""","=""1900""","=""1.06e+05""",C,"=""4567.6413""","=""20960.1223""","=""5d2.6s2""","=""a 3F""","=""4""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 5G*""","=""4""",9,9,,"=""T5346""","=""L21976,L16323""",
Hf,1,"=""620.9430""","=""0.0015""","=""620.94207""","=""0.00005""","=""350""","=""4.2e+04""",D+,"=""5638.6151""","=""21738.7225""","=""5d2.6s2""","=""a 1D""","=""2""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 5F*""","=""1""",5,3,,"=""T5346""","=""L16323""",
Hf,1,"=""627.2770""","=""0.0011""","=""627.27826""","=""0.00016""","=""75""","=""6.e+04""",E,"=""15673.341""","=""31610.8213""","=""5d3.(b 4F).6s""","=""a 5F""","=""3""","=""5d2.(a 3F).6s.(a 2F).6p""","=""y 1D*""","=""2""",7,5,,"=""T5346""","=""L16323""",
Hf,1,"=""629.6270""","=""0.0015""","=""629.62802""","=""0.00004""","=""41""","=""2.0e+03""",E,"=""6572.5498""","=""22450.5521""","=""5d2.6s2""","=""a 3P""","=""1""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 5F*""","=""2""",3,5,,"=""T5346""","=""L16323""",
Hf,1,"=""633.8096""","=""0.0011""","=""633.80994""","=""0.00004""","=""640""","=""1.5e+05""",D+,"=""10532.5690""","=""26305.8081""","=""5d2.6s2""","=""a 1G""","=""4""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 5D*""","=""3""",9,7,,"=""T5346""","=""L16323""",
Hf,1,"=""638.0196""","=""0.0011""","=""638.01884""","=""0.00016""","=""620""","=""3.0e+05""",C,"=""15673.341""","=""31342.5275""","=""5d3.(b 4F).6s""","=""a 5F""","=""3""","=""5d2.(a 3P).6s.(a 4P).6p""","=""y 5D*""","=""3""",7,7,,"=""T5346""","=""L16323""",
Hf,1,"=""638.3690""","=""0.0015""","=""638.36894""","=""0.00012""","=""150""","=""3.6e+04""",D,"=""14092.2938""","=""29752.8870""","=""5d3.(b 4F).6s""","=""a 5F""","=""1""","=""5d2.(a 3P).6s.(a 4P).6p""","=""y 5D*""","=""2""",3,5,,"=""T5346""","=""L16323""",
Hf,1,"=""638.6229""","=""0.0011""","=""638.62194""","=""0.00004""","=""2300""","=""1.66e+05""",C+,"=""2356.6756""","=""18011.0647""","=""5d2.6s2""","=""a 3F""","=""3""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 5G*""","=""2""",7,5,,"=""T5346""","=""L21976,L16323""",
Hf,1,"=""655.2910""","=""0.0015""","=""655.29196""","=""0.00013""","=""140""","=""6.e+04""",E,"=""14740.6924""","=""29996.8513""","=""5d3.(b 4F).6s""","=""a 5F""","=""2""","=""5d2.(a 3F).6s.(a 4F).6p""","=""y 3D*""","=""3""",5,7,,"=""T5346""","=""L16323""",
Hf,1,"=""659.1800""","=""0.0015""","=""659.18007""","=""0.00006""","=""200""","=""1.3e+04""",D,"=""6572.5498""","=""21738.7225""","=""5d2.6s2""","=""a 3P""","=""1""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 5F*""","=""1""",3,3,,"=""T5346""","=""L16323""",
Hf,1,"=""665.9420""","=""0.0015""","=""665.94124""","=""0.00013""","=""260""","=""1.6e+05""",D+,"=""14740.6924""","=""29752.8870""","=""5d3.(b 4F).6s""","=""a 5F""","=""2""","=""5d2.(a 3P).6s.(a 4P).6p""","=""y 5D*""","=""2""",5,5,,"=""T5346""","=""L16323""",
Hf,1,"=""681.8950""","=""0.0015""","=""681.89395""","=""0.00005""","=""11000""","=""1.56e+06""",B,"=""8983.7652""","=""23644.7563""","=""5d2.6s2""","=""a 3P""","=""2""","=""5d.6s2.(a 2D).6p""","=""z 1F*""","=""3""",5,7,,"=""T5346""","=""L16323""",
Hf,1,"=""685.8760""","=""0.0015""","=""685.87518""","=""0.00024""","=""1100""","=""9.0e+05""",C,"=""16766.637""","=""31342.5275""","=""5d3.(b 4F).6s""","=""a 5F""","=""4""","=""5d2.(a 3P).6s.(a 4P).6p""","=""y 5D*""","=""3""",9,7,,"=""T5346""","=""L16323""",
Hf,1,"=""697.9610""","=""0.0015""","=""697.96038""","=""0.00019""","=""510""","=""3.4e+05""",D+,"=""15673.341""","=""29996.8513""","=""5d3.(b 4F).6s""","=""a 5F""","=""3""","=""5d2.(a 3F).6s.(a 4F).6p""","=""y 3D*""","=""3""",7,7,,"=""T5346""","=""L16323""",
Hf,1,"=""701.4290""","=""0.0015""","=""701.42821""","=""0.00007""","=""100""","=""6.e+03""",E,"=""10532.5690""","=""24785.2649""","=""5d2.6s2""","=""a 1G""","=""4""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 5F*""","=""4""",9,9,,"=""T5346""","=""L16323""",
Hf,1,"=""703.5150""","=""0.0015""","=""703.51612""","=""0.00025""","=""350""","=""1.1e+05""",D+,"=""16766.637""","=""30977.0338""","=""5d3.(b 4F).6s""","=""a 5F""","=""4""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 3G*""","=""5""",9,11,,"=""T5346""","=""L16323""",
Hf,1,"=""705.2650""","=""0.0015""","=""705.26580""","=""0.00015""","=""240""","=""1.0e+05""",D+,"=""14092.2938""","=""28267.4366""","=""5d3.(b 4F).6s""","=""a 5F""","=""1""","=""5d2.(a 3F).6s.(a 4F).6p""","=""y 3D*""","=""2""",3,5,,"=""T5346""","=""L16323""",
Hf,1,"=""710.0546""","=""0.0011""","=""710.05441""","=""0.00020""","=""710""","=""3.8e+05""",C,"=""15673.341""","=""29752.8870""","=""5d3.(b 4F).6s""","=""a 5F""","=""3""","=""5d2.(a 3P).6s.(a 4P).6p""","=""y 5D*""","=""2""",7,5,,"=""T5346""","=""L16323""",
Hf,1,"=""711.5685""","=""0.0015""","=""711.56890""","=""0.00015""","=""190*""","=""1.5e+05""",E,"=""14740.6924""","=""28790.2720""","=""5d3.(b 4F).6s""","=""a 5F""","=""2""","=""5d2.(a 3F).6s.(a 4F).6p""","=""y 3D*""","=""1""",5,3,,"=""T5346""","=""L16323""",
Hf,1,"=""736.5350""","=""0.0015""","=""736.53572""","=""0.00022""","=""390""","=""1.0e+05""",D+,"=""15673.341""","=""29246.6760""","=""5d3.(b 4F).6s""","=""a 5F""","=""3""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 3G*""","=""4""",7,9,,"=""T5346""","=""L16323""",
Hf,1,"=""739.0729""","=""0.0011""","=""739.07261""","=""0.00016""","=""1500""","=""6.2e+05""",C,"=""14740.6924""","=""28267.4366""","=""5d3.(b 4F).6s""","=""a 5F""","=""2""","=""5d2.(a 3F).6s.(a 4F).6p""","=""y 3D*""","=""2""",5,5,,"=""T5346""","=""L16323""",
Hf,1,"=""742.3628""","=""0.0011""","=""742.36316""","=""0.00006""","=""450""","=""3.2e+04""",D+,"=""8983.7652""","=""22450.5521""","=""5d2.6s2""","=""a 3P""","=""2""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 5F*""","=""2""",5,5,,"=""T5346""","=""L16323""",
Hf,1,"=""743.7600""","=""0.0011""","=""743.76010""","=""0.00017""","=""1900""","=""9.3e+05""",C+,"=""14092.2938""","=""27533.7873""","=""5d3.(b 4F).6s""","=""a 5F""","=""1""","=""5d2.(a 3P).6s.(a 4P).6p""","=""y 5D*""","=""1""",3,3,,"=""T5346""","=""L16323""",
Hf,1,"=""755.6370""","=""0.0015""","=""755.6376""","=""0.0003""","=""690""","=""4.3e+05""",D+,"=""16766.637""","=""29996.8513""","=""5d3.(b 4F).6s""","=""a 5F""","=""4""","=""5d2.(a 3F).6s.(a 4F).6p""","=""y 3D*""","=""3""",9,7,,"=""T5346""","=""L16323""",
Hf,1,"=""762.4387""","=""0.0011""","=""762.43938""","=""0.00007""","=""16000""","=""4.43e+06""",B+,"=""10532.5690""","=""23644.7563""","=""5d2.6s2""","=""a 1G""","=""4""","=""5d.6s2.(a 2D).6p""","=""z 1F*""","=""3""",9,7,,"=""T5346""","=""L16323""",
Hf,1,"=""764.5655""","=""0.0011""","=""764.5661""","=""0.0004""","=""1300""","=""3.9e+05""",C,"=""17901.320""","=""30977.0338""","=""5d3.(b 4F).6s""","=""a 5F""","=""5""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 3G*""","=""5""",11,11,,"=""T5346""","=""L16323""",
Hf,1,"=""774.1590""","=""0.0015""","=""774.16042""","=""0.00018""","=""150""","=""2.9e+04""",D,"=""14740.6924""","=""27654.3580""","=""5d3.(b 4F).6s""","=""a 5F""","=""2""","=""5d2.(a 3F).6s.(a 4F).6p""","=""y 3F*""","=""3""",5,7,,"=""T5346""","=""L16323""",
Hf,1,"=""774.3570""","=""0.0015""","=""774.35721""","=""0.00024""","=""420""","=""1.7e+05""",D+,"=""15673.341""","=""28583.7248""","=""5d3.(b 4F).6s""","=""a 5F""","=""3""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 3G*""","=""3""",7,7,,"=""T5346""","=""L16323""",
Hf,1,"=""779.0900""","=""0.0015""","=""779.0903""","=""0.0004""","=""1500""","=""1.00e+06""",C,"=""17901.320""","=""30733.2723""","=""5d3.(b 4F).6s""","=""a 5F""","=""5""","=""5d2.(a 3F).6s.(a 4F).6p""","=""y 3F*""","=""4""",11,9,,"=""T5346""","=""L16323""",
Hf,1,"=""781.4570""","=""0.0015""","=""781.45666""","=""0.00018""","=""1200""","=""1.20e+06""",C+,"=""14740.6924""","=""27533.7873""","=""5d3.(b 4F).6s""","=""a 5F""","=""2""","=""5d2.(a 3P).6s.(a 4P).6p""","=""y 5D*""","=""1""",5,3,,"=""T5346""","=""L16323""",
Hf,1,"=""793.8060""","=""0.0015""","=""793.8045""","=""0.0003""","=""1700""","=""8.4e+05""",C,"=""15673.341""","=""28267.4366""","=""5d3.(b 4F).6s""","=""a 5F""","=""3""","=""5d2.(a 3F).6s.(a 4F).6p""","=""y 3D*""","=""2""",7,5,,"=""T5346""","=""L16323""",
Hf,1,"=""801.0580""","=""0.0015""","=""801.0592""","=""0.0003""","=""360""","=""9.e+04""",D+,"=""16766.637""","=""29246.6760""","=""5d3.(b 4F).6s""","=""a 5F""","=""4""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 3G*""","=""4""",9,9,,"=""T5346""","=""L16323""",
Hf,1,"=""805.6470""","=""0.0015""","=""805.64699""","=""0.00019""","=""1500""","=""4.4e+05""",D+,"=""14740.6924""","=""27149.6642""","=""5d3.(b 4F).6s""","=""a 5F""","=""2""","=""5d2.(a 3F).6s.(a 4F).6p""","=""y 3F*""","=""2""",5,5,,"=""T5346""","=""L16323""",
Hf,1,"=""808.0260""","=""0.0015""","=""808.02519""","=""0.00007""","=""1900""","=""7.8e+04""",C+,"=""5638.6151""","=""18011.0647""","=""5d2.6s2""","=""a 1D""","=""2""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 5G*""","=""2""",5,5,,"=""T5346""","=""L16323""",
Hf,1,"=""834.4250""","=""0.0015""","=""834.4244""","=""0.0003""","=""2000""","=""3.7e+05""",C,"=""15673.341""","=""27654.3580""","=""5d3.(b 4F).6s""","=""a 5F""","=""3""","=""5d2.(a 3F).6s.(a 4F).6p""","=""y 3F*""","=""3""",7,7,,"=""T5346""","=""L16323""",
Hf,1,"=""846.0000""","=""0.0015""","=""845.9997""","=""0.0004""","=""2800""","=""7.0e+05""",C,"=""16766.637""","=""28583.7248""","=""5d3.(b 4F).6s""","=""a 5F""","=""4""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 3G*""","=""3""",9,7,,"=""T5346""","=""L16323""",
Hf,1,"=""866.1680""","=""0.0015""","=""866.16834""","=""0.00023""","=""280""","=""4.6e+04""",D+,"=""14092.2938""","=""25634.2234""","=""5d3.(b 4F).6s""","=""a 5F""","=""1""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 5D*""","=""2""",3,5,,"=""T5346""","=""L16323""",
Hf,1,"=""871.1200""","=""0.0015""","=""871.1200""","=""0.0003""","=""4300""","=""1.2e+06""",C,"=""15673.341""","=""27149.6642""","=""5d3.(b 4F).6s""","=""a 5F""","=""3""","=""5d2.(a 3F).6s.(a 4F).6p""","=""y 3F*""","=""2""",7,5,,"=""T5346""","=""L16323""",
Hf,1,"=""917.7230""","=""0.0015""","=""917.7241""","=""0.0003""","=""1100""","=""5.0e+05""",C+,"=""14740.6924""","=""25634.2234""","=""5d3.(b 4F).6s""","=""a 5F""","=""2""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 5D*""","=""2""",5,5,,"=""T5346""","=""L16323""",
Hf,1,"=""918.2140""","=""0.0015""","=""918.2139""","=""0.0004""","=""2900""","=""1.6e+06""",C+,"=""16766.637""","=""27654.3580""","=""5d3.(b 4F).6s""","=""a 5F""","=""4""","=""5d2.(a 3F).6s.(a 4F).6p""","=""y 3F*""","=""3""",9,7,,"=""T5346""","=""L16323""",
Hf,1,"=""929.9950""","=""0.0015""","=""929.9961""","=""0.0004""","=""770""","=""2.3e+05""",C+,"=""16766.637""","=""27516.4201""","=""5d3.(b 4F).6s""","=""a 5F""","=""4""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 5D*""","=""4""",9,9,,"=""T5346""","=""L16323""",
Hf,1,"=""940.2570""","=""0.0015""","=""940.2575""","=""0.0004""","=""710""","=""4.1e+05""",C,"=""15673.341""","=""26305.8081""","=""5d3.(b 4F).6s""","=""a 5F""","=""3""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 5D*""","=""3""",7,7,,"=""T5346""","=""L16323""",
Hf,1,"=""958.1370""","=""0.0015""","=""958.1364""","=""0.0005""","=""170""","=""1.9e+05""",D+,"=""20908.462""","=""31342.5275""","=""5d3.(b 4P).6s""","=""a 5P""","=""2""","=""5d2.(a 3P).6s.(a 4P).6p""","=""y 5D*""","=""3""",5,7,,"=""T5346""","=""L16323""",
Hf,1,"=""958.7350""","=""0.0015""","=""958.73477""","=""0.00010""","=""85""","=""5.0e+03""",D+,"=""10532.5690""","=""20960.1223""","=""5d2.6s2""","=""a 1G""","=""4""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 5G*""","=""4""",9,9,,"=""T5346""","=""L16323""",
Hf,1,"=""1003.653""","=""0.005""","=""1003.6520""","=""0.0004""","=""4000""","=""2.2e+06""",C+,"=""15673.341""","=""25634.2234""","=""5d3.(b 4F).6s""","=""a 5F""","=""3""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 5D*""","=""2""",7,5,,"=""T5346""","=""L16323""",
