element,sp_num,obs_wl_air(nm),ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Li,3,"=""""","=""828.260025""","=""0.000004""","=""""","=""2.9629e+06""",AA,"=""(948158.480859)""","=""(960228.6662880)""","=""5g""","=""2G""","=""9/2""","=""6h""","=""2H*""","=""9/2""",10,10,,"=""T7771""","=""""",
Li,3,"=""""","=""828.267055""","=""0.000005""","=""""","=""3.0178e+06""",AA,"=""(948158.29169)""","=""(960228.37467)""","=""5f""","=""2F*""","=""7/2""","=""6d""","=""2D""","=""5/2""",8,6,,"=""T7771""","=""""",
Li,3,"=""""","=""828.267060""","=""0.000004""","=""""","=""9.2218e+05""",AA,"=""(948158.291096)""","=""(960228.374000)""","=""5g""","=""2G""","=""7/2""","=""6f""","=""2F*""","=""5/2""",8,6,,"=""T7771""","=""""",
Li,3,"=""""","=""828.267521""","=""0.000004""","=""""","=""8.9646e+05""",AA,"=""(948158.480859)""","=""(960228.557040)""","=""5g""","=""2G""","=""9/2""","=""6f""","=""2F*""","=""7/2""",10,8,,"=""T7771""","=""""",
Li,3,"=""""","=""828.270423""","=""0.000005""","=""""","=""7.0018e+06""",AA,"=""(948157.97656)""","=""(960228.010455)""","=""5d""","=""2D""","=""5/2""","=""6p""","=""2P*""","=""3/2""",6,4,,"=""T7771""","=""""",
Li,3,"=""""","=""828.270473""","=""0.000005""","=""""","=""3.1694e+06""",AA,"=""(948157.97542)""","=""(960228.00859)""","=""5f""","=""2F*""","=""5/2""","=""6d""","=""2D""","=""3/2""",6,4,,"=""T7771""","=""""",
Li,3,"=""""","=""828.297238""","=""0.000004""","=""""","=""1.4508e+07""",AA,"=""(948157.347169)""","=""(960226.990320)""","=""5p""","=""2P*""","=""3/2""","=""6s""","=""2S""","=""1/2""",4,2,,"=""T7771""","=""""",
Li,3,"=""""","=""828.302392""","=""0.000005""","=""""","=""7.7858e+06""",AA,"=""(948157.34398)""","=""(960226.912020)""","=""5d""","=""2D""","=""3/2""","=""6p""","=""2P*""","=""1/2""",4,2,,"=""T7771""","=""""",
Li,1,"=""""","=""846.548""","=""0.010""","=""""","=""4.04e+04""",B,"=""27206.12""","=""39015.56""","=""1s2.3s""","=""2S""","=""1/2""","=""1s2.5p""","=""2P*""","=""1/2""",2,2,,"=""T5118LS""","=""""",
Li,1,"=""""","=""846.548""","=""0.010""","=""""","=""4.04e+04""",B,"=""27206.12""","=""39015.56""","=""1s2.3s""","=""2S""","=""1/2""","=""1s2.5p""","=""2P*""","=""3/2""",2,4,,"=""T5118LS""","=""""",
Li,2,"=""""","=""906.99""","=""0.19""","=""""","=""7.6774e+06""",AAA,"=""[581595.90]""","=""[592618.4]""","=""1s.4s""","=""1S""","=""0""","=""1s.5p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""915.696""","=""0.018""","=""""","=""4.0723e+01""",AAA,"=""[581595.90]""","=""[592513.56]""","=""1s.4s""","=""1S""","=""0""","=""1s.5d""","=""1D""","=""2""",1,5,E2,"=""T7378""","=""""",
Li,1,"=""""","=""921.75""","=""0.09""","=""""","=""6.72e+05""",A,"=""30925.38""","=""41771.3""","=""1s2.3p""","=""2P*""","=""1/2""","=""1s2.8d""","=""2D""","=""3/2""",2,4,,"=""T5118LS""","=""""",
Li,1,"=""""","=""921.75""","=""0.09""","=""""","=""1.35e+05""",A,"=""30925.38""","=""41771.3""","=""1s2.3p""","=""2P*""","=""3/2""","=""1s2.8d""","=""2D""","=""3/2""",4,4,,"=""T5118LS""","=""""",
Li,1,"=""""","=""921.75""","=""0.09""","=""""","=""8.10e+05""",A,"=""30925.38""","=""41771.3""","=""1s2.3p""","=""2P*""","=""3/2""","=""1s2.8d""","=""2D""","=""5/2""",4,6,,"=""T5118LS""","=""""",
Li,1,"=""""","=""937.68""","=""0.09""","=""""","=""1.84e+05""",B,"=""30925.38""","=""41587.1""","=""1s2.3p""","=""2P*""","=""1/2""","=""1s2.8s""","=""2S""","=""1/2""",2,2,,"=""T5118LS""","=""""",
Li,1,"=""""","=""937.68""","=""0.09""","=""""","=""3.70e+05""",B,"=""30925.38""","=""41587.1""","=""1s2.3p""","=""2P*""","=""3/2""","=""1s2.8s""","=""2S""","=""1/2""",4,2,,"=""T5118LS""","=""""",
Li,2,"=""""","=""940.613""","=""0.016""","=""""","=""2.179e+03""",AA,"=""[581885.11]""","=""[592513.56]""","=""1s.4p""","=""3P*""","=""1""","=""1s.5d""","=""1D""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""940.677""","=""0.016""","=""""","=""8.639e+02""",AA,"=""[581885.83]""","=""[592513.56]""","=""1s.4p""","=""3P*""","=""2""","=""1s.5d""","=""1D""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""941.528""","=""0.020""","=""""","=""1.1796e+07""",AAA,"=""[581884.71]""","=""[592502.83]""","=""1s.4p""","=""3P*""","=""0""","=""1s.5d""","=""3D""","=""1""",1,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""941.529""","=""0.013""","=""""","=""1.5923e+07""",AAA,"=""[581885.11]""","=""[592503.22]""","=""1s.4p""","=""3P*""","=""1""","=""1s.5d""","=""3D""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""941.534""","=""0.013""","=""""","=""2.1233e+07""",AAA,"=""[581885.83]""","=""[592503.88]""","=""1s.4p""","=""3P*""","=""2""","=""1s.5d""","=""3D""","=""3""",5,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""941.563""","=""0.020""","=""""","=""8.8474e+06""",AAA,"=""[581885.11]""","=""[592502.83]""","=""1s.4p""","=""3P*""","=""1""","=""1s.5d""","=""3D""","=""1""",3,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""941.593""","=""0.013""","=""""","=""5.3075e+06""",AAA,"=""[581885.83]""","=""[592503.22]""","=""1s.4p""","=""3P*""","=""2""","=""1s.5d""","=""3D""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""941.627""","=""0.020""","=""""","=""5.8981e+05""",AAA,"=""[581885.83]""","=""[592502.83]""","=""1s.4p""","=""3P*""","=""2""","=""1s.5d""","=""3D""","=""1""",5,3,,"=""T8636c73""","=""""",
Li,1,"=""""","=""954.980""","=""0.013""","=""""","=""4.57e+03""",B,"=""31283.08""","=""41751.63""","=""1s2.3d""","=""2D""","=""3/2""","=""1s2.8p""","=""2P*""","=""3/2""",4,4,,"=""T5118LS""","=""""",
Li,1,"=""""","=""954.980""","=""0.013""","=""""","=""4.57e+04""",B,"=""31283.08""","=""41751.63""","=""1s2.3d""","=""2D""","=""3/2""","=""1s2.8p""","=""2P*""","=""1/2""",4,2,,"=""T5118LS""","=""""",
Li,1,"=""""","=""954.984""","=""0.013""","=""""","=""4.11e+04""",B,"=""31283.12""","=""41751.63""","=""1s2.3d""","=""2D""","=""5/2""","=""1s2.8p""","=""2P*""","=""3/2""",6,4,,"=""T5118LS""","=""""",
Li,2,"=""958.142""","=""958.141""","=""0.017""","=""""","=""5.1423e+06""",AAA,"=""[491373.71]""","=""[501807.72]""","=""1s.2s""","=""1S""","=""0""","=""1s.2p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""L4834""",
Li,1,"=""""","=""968.62""","=""0.09""","=""""","=""2.04e+05""",A,"=""30925.38""","=""41246.5""","=""1s2.3p""","=""2P*""","=""3/2""","=""1s2.7d""","=""2D""","=""3/2""",4,4,,"=""T5118LS""","=""""",
Li,1,"=""""","=""968.62""","=""0.09""","=""""","=""1.23e+06""",A,"=""30925.38""","=""41246.5""","=""1s2.3p""","=""2P*""","=""3/2""","=""1s2.7d""","=""2D""","=""5/2""",4,6,,"=""T5118LS""","=""""",
Li,1,"=""""","=""968.62""","=""0.09""","=""""","=""1.02e+06""",A,"=""30925.38""","=""41246.5""","=""1s2.3p""","=""2P*""","=""1/2""","=""1s2.7d""","=""2D""","=""3/2""",2,4,,"=""T5118LS""","=""""",
Li,1,"=""""","=""995.49""","=""0.10""","=""""","=""2.87e+05""",B,"=""30925.38""","=""40967.9""","=""1s2.3p""","=""2P*""","=""1/2""","=""1s2.7s""","=""2S""","=""1/2""",2,2,,"=""T5118LS""","=""""",
Li,1,"=""""","=""995.49""","=""0.10""","=""""","=""5.75e+05""",B,"=""30925.38""","=""40967.9""","=""1s2.3p""","=""2P*""","=""3/2""","=""1s2.7s""","=""2S""","=""1/2""",4,2,,"=""T5118LS""","=""""",
Li,2,"=""""","=""1000.89""","=""0.23""","=""""","=""2.5797e+06""",AAA,"=""[582630.08]""","=""[592618.4]""","=""1s.4d""","=""1D""","=""2""","=""1s.5p""","=""1P*""","=""1""",5,3,,"=""T8636c73""","=""""",
Li,1,"=""""","=""1006.341""","=""0.014""","=""""","=""7.10e+03""",A,"=""31283.08""","=""41217.35""","=""1s2.3d""","=""2D""","=""3/2""","=""1s2.7p""","=""2P*""","=""3/2""",4,4,,"=""T5118LS""","=""""",
Li,1,"=""""","=""1006.341""","=""0.014""","=""""","=""7.09e+04""",A,"=""31283.08""","=""41217.35""","=""1s2.3d""","=""2D""","=""3/2""","=""1s2.7p""","=""2P*""","=""1/2""",4,2,,"=""T5118LS""","=""""",
Li,1,"=""""","=""1006.345""","=""0.014""","=""""","=""6.36e+04""",A,"=""31283.12""","=""41217.35""","=""1s2.3d""","=""2D""","=""5/2""","=""1s2.7p""","=""2P*""","=""3/2""",6,4,,"=""T5118LS""","=""""",
Li,2,"=""""","=""1009.039""","=""0.014""","=""""","=""7.567e+06""",AA,"=""[582612.54]""","=""[592520.24]""","=""1s.4d""","=""3D""","=""2""","=""1s.5f""","=""1F*""","=""3""",5,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""1009.102""","=""0.023""","=""""","=""3.4747e+07""",AAA,"=""[582612.15]""","=""[592519.24]""","=""1s.4d""","=""3D""","=""1""","=""1s.5f""","=""3F*""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""1009.107""","=""0.014""","=""""","=""1.003e+06""",AA,"=""[582613.20]""","=""[592520.24]""","=""1s.4d""","=""3D""","=""3""","=""1s.5f""","=""1F*""","=""3""",7,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""1009.141""","=""0.014""","=""""","=""6.4334e+06""",AAA,"=""[582612.54]""","=""[592519.24]""","=""1s.4d""","=""3D""","=""2""","=""1s.5f""","=""3F*""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""1009.141""","=""0.014""","=""""","=""2.9203e+07""",AAA,"=""[582612.54]""","=""[592519.24]""","=""1s.4d""","=""3D""","=""2""","=""1s.5f""","=""3F*""","=""3""",5,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""1009.208""","=""0.014""","=""""","=""1.8385e+05""",AAA,"=""[582613.20]""","=""[592519.24]""","=""1s.4d""","=""3D""","=""3""","=""1s.5f""","=""3F*""","=""2""",7,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""1009.208""","=""0.014""","=""""","=""3.5936e+06""",AAA,"=""[582613.20]""","=""[592519.24]""","=""1s.4d""","=""3D""","=""3""","=""1s.5f""","=""3F*""","=""3""",7,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""1009.208""","=""0.014""","=""""","=""4.1365e+07""",AAA,"=""[582613.20]""","=""[592519.24]""","=""1s.4d""","=""3D""","=""3""","=""1s.5f""","=""3F*""","=""4""",7,9,,"=""T8636c73""","=""""",
Li,2,"=""""","=""1010.829""","=""0.018""","=""""","=""3.2804e+07""",AAA,"=""[582630.08]""","=""[592520.24]""","=""1s.4d""","=""1D""","=""2""","=""1s.5f""","=""1F*""","=""3""",5,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""1010.931""","=""0.018""","=""""","=""1.291e+03""",AA,"=""[582630.08]""","=""[592519.24]""","=""1s.4d""","=""1D""","=""2""","=""1s.5f""","=""3F*""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""1010.931""","=""0.018""","=""""","=""8.574e+06""",AA,"=""[582630.08]""","=""[592519.24]""","=""1s.4d""","=""1D""","=""2""","=""1s.5f""","=""3F*""","=""3""",5,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""1012.744""","=""0.019""","=""""","=""2.325e+05""",AA,"=""[582642.10]""","=""[592513.56]""","=""1s.4f""","=""3F*""","=""3""","=""1s.5d""","=""1D""","=""2""",7,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""1012.854""","=""0.019""","=""""","=""5.8502e+05""",AAA,"=""[582643.17]""","=""[592513.56]""","=""1s.4f""","=""1F*""","=""3""","=""1s.5d""","=""1D""","=""2""",7,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""1013.738""","=""0.015""","=""""","=""1.8846e+03""",AAA,"=""[582642.10]""","=""[592503.88]""","=""1s.4f""","=""3F*""","=""2""","=""1s.5d""","=""3D""","=""3""",5,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""1013.738""","=""0.015""","=""""","=""4.6475e+04""",AAA,"=""[582642.10]""","=""[592503.88]""","=""1s.4f""","=""3F*""","=""3""","=""1s.5d""","=""3D""","=""3""",7,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""1013.738""","=""0.015""","=""""","=""7.6329e+05""",AAA,"=""[582642.10]""","=""[592503.88]""","=""1s.4f""","=""3F*""","=""4""","=""1s.5d""","=""3D""","=""3""",9,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""1013.806""","=""0.015""","=""""","=""9.2333e+04""",AAA,"=""[582642.10]""","=""[592503.22]""","=""1s.4f""","=""3F*""","=""2""","=""1s.5d""","=""3D""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""1013.806""","=""0.015""","=""""","=""5.2951e+05""",AAA,"=""[582642.10]""","=""[592503.22]""","=""1s.4f""","=""3F*""","=""3""","=""1s.5d""","=""3D""","=""2""",7,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""1013.846""","=""0.023""","=""""","=""8.3113e+05""",AAA,"=""[582642.10]""","=""[592502.83]""","=""1s.4f""","=""3F*""","=""2""","=""1s.5d""","=""3D""","=""1""",5,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""1013.848""","=""0.015""","=""""","=""1.948e+04""",AA,"=""[582643.17]""","=""[592503.88]""","=""1s.4f""","=""1F*""","=""3""","=""1s.5d""","=""3D""","=""3""",7,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""1013.916""","=""0.015""","=""""","=""2.093e+05""",AA,"=""[582643.17]""","=""[592503.22]""","=""1s.4f""","=""1F*""","=""3""","=""1s.5d""","=""3D""","=""2""",7,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""1022.0""","=""0.3""","=""""","=""2.8950e+01""",AAA,"=""[582836.5]""","=""[592618.4]""","=""1s.4p""","=""1P*""","=""1""","=""1s.5p""","=""1P*""","=""1""",3,3,E2,"=""T7378""","=""""",
