element,sp_num,obs_wl_air(nm),ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Li,2,"=""319.943""","=""319.9435""","=""0.0014""","=""2""","=""1.483e+07""",AA,"=""[561272.75]""","=""[592519.24]""","=""1s.3d""","=""1D""","=""2""","=""1s.5f""","=""3F*""","=""3""",5,7,,"=""T8636c73""","=""L3501""",
Li,2,"=""""","=""319.9435""","=""0.0014""","=""""","=""4.086e+03""",AA,"=""[561272.75]""","=""[592519.24]""","=""1s.3d""","=""1D""","=""2""","=""1s.5f""","=""3F*""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,1,"=""323.266""","=""323.2657""","=""0.0015""","=""17*""","=""1.002e+06""",AA,"=""0.00""","=""30925.38""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.3p""","=""2P*""","=""3/2""",2,4,,"=""T7401LS""","=""L7397""",
Li,1,"=""323.266""","=""323.2657""","=""0.0015""","=""17*""","=""1.002e+06""",AA,"=""0.00""","=""30925.38""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.3p""","=""2P*""","=""1/2""",2,2,,"=""T7401LS""","=""L7397""",
Li,2,"=""""","=""323.6197""","=""0.0015""","=""""","=""5.9180e+05""",AAA,"=""[561242.28]""","=""[592133.83]""","=""1s.3d""","=""3D""","=""2""","=""1s.5p""","=""3P*""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""323.6262""","=""0.0015""","=""""","=""3.3152e+06""",AAA,"=""[561242.90]""","=""[592133.83]""","=""1s.3d""","=""3D""","=""3""","=""1s.5p""","=""3P*""","=""2""",7,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""323.6267""","=""0.0015""","=""""","=""2.9592e+06""",AAA,"=""[561242.28]""","=""[592133.16]""","=""1s.3d""","=""3D""","=""2""","=""1s.5p""","=""3P*""","=""1""",5,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""323.6318""","=""0.0023""","=""""","=""3.9467e+04""",AAA,"=""[561243.43]""","=""[592133.83]""","=""1s.3d""","=""3D""","=""1""","=""1s.5p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""323.6388""","=""0.0023""","=""""","=""9.8667e+05""",AAA,"=""[561243.43]""","=""[592133.16]""","=""1s.3d""","=""3D""","=""1""","=""1s.5p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""323.6428""","=""0.0023""","=""""","=""3.9467e+06""",AAA,"=""[561243.43]""","=""[592132.78]""","=""1s.3d""","=""3D""","=""1""","=""1s.5p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""""",
Li,2,"=""""","=""323.883""","=""0.024""","=""""","=""9.0459e+01""",AAA,"=""[561751.95]""","=""[592618.4]""","=""1s.3p""","=""1P*""","=""1""","=""1s.5p""","=""1P*""","=""1""",3,3,E2,"=""T7378""","=""""",
Li,2,"=""324.987""","=""324.9868""","=""0.0022""","=""""","=""5.3551e+07""",AAA,"=""[561751.95]""","=""[592513.56]""","=""1s.3p""","=""1P*""","=""1""","=""1s.5d""","=""1D""","=""2""",3,5,,"=""T8636c73""","=""L3501""",
Li,2,"=""""","=""325.4701""","=""0.0019""","=""""","=""4.6387e+01""",AAA,"=""[561272.75]""","=""[591988.68]""","=""1s.3d""","=""1D""","=""2""","=""1s.5s""","=""1S""","=""0""",5,1,E2,"=""T7378""","=""""",
Li,2,"=""330.628""","=""330.6284""","=""0.0023""","=""""","=""2.5203e+07""",AAA,"=""[561751.95]""","=""[591988.68]""","=""1s.3p""","=""1P*""","=""1""","=""1s.5s""","=""1S""","=""0""",3,1,,"=""T8636c73""","=""L3501""",
Li,1,"=""""","=""367.169""","=""0.014""","=""""","=""1.399e+06""",AA,"=""14903.66""","=""42131.3""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.9d""","=""2D""","=""3/2""",2,4,,"=""T6835LS""","=""""",
Li,1,"=""""","=""367.174""","=""0.014""","=""""","=""2.797e+05""",AA,"=""14904.00""","=""42131.3""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.9d""","=""2D""","=""3/2""",4,4,,"=""T6835LS""","=""""",
Li,1,"=""""","=""367.174""","=""0.014""","=""""","=""1.678e+06""",AA,"=""14904.00""","=""42131.3""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.9d""","=""2D""","=""5/2""",4,6,,"=""T6835LS""","=""""",
Li,2,"=""368.432""","=""368.4602""","=""0.0019""","=""""","=""3.0587e+07""",AAA,"=""[554753.58]""","=""[581885.83]""","=""1s.3s""","=""3S""","=""1""","=""1s.4p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""L3501""",
Li,2,"=""""","=""368.4700""","=""0.0019""","=""""","=""3.0580e+07""",AAA,"=""[554753.58]""","=""[581885.11]""","=""1s.3s""","=""3S""","=""1""","=""1s.4p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""368.4754""","=""0.0019""","=""""","=""3.0580e+07""",AAA,"=""[554753.58]""","=""[581884.71]""","=""1s.3s""","=""3S""","=""1""","=""1s.4p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""""",
Li,1,"=""371.87""","=""372.089""","=""0.014""","=""3*""","=""2.011e+06""",AA,"=""14903.66""","=""41771.3""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.8d""","=""2D""","=""3/2""",2,4,,"=""T6835LS""","=""L7397""",
Li,1,"=""371.87""","=""372.094""","=""0.014""","=""3*""","=""2.413e+06""",AA,"=""14904.00""","=""41771.3""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.8d""","=""2D""","=""5/2""",4,6,,"=""T6835LS""","=""L7397""",
Li,1,"=""371.87""","=""372.094""","=""0.014""","=""3*""","=""4.023e+05""",AA,"=""14904.00""","=""41771.3""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.8d""","=""2D""","=""3/2""",4,4,,"=""T6835LS""","=""L7397""",
Li,1,"=""""","=""374.658""","=""0.014""","=""""","=""3.37e+05""",A,"=""14903.66""","=""41587.1""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.8s""","=""2S""","=""1/2""",2,2,,"=""T5118LS""","=""""",
Li,1,"=""""","=""374.663""","=""0.014""","=""""","=""6.76e+05""",A,"=""14904.00""","=""41587.1""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.8s""","=""2S""","=""1/2""",4,2,,"=""T5118LS""","=""""",
Li,1,"=""379.472""","=""379.502""","=""0.014""","=""6*""","=""3.041e+06""",AA,"=""14903.66""","=""41246.5""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.7d""","=""2D""","=""3/2""",2,4,,"=""T6835LS""","=""L7397""",
Li,1,"=""379.472""","=""379.507""","=""0.014""","=""6*""","=""3.649e+06""",AA,"=""14904.00""","=""41246.5""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.7d""","=""2D""","=""5/2""",4,6,,"=""T6835LS""","=""L7397""",
Li,1,"=""379.472""","=""379.507""","=""0.014""","=""6*""","=""6.082e+05""",AA,"=""14904.00""","=""41246.5""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.7d""","=""2D""","=""3/2""",4,4,,"=""T6835LS""","=""L7397""",
Li,1,"=""""","=""383.559""","=""0.015""","=""""","=""5.18e+05""",A,"=""14903.66""","=""40967.9""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.7s""","=""2S""","=""1/2""",2,2,,"=""T5118LS""","=""""",
Li,1,"=""""","=""383.564""","=""0.015""","=""""","=""1.04e+06""",A,"=""14904.00""","=""40967.9""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.7s""","=""2S""","=""1/2""",4,2,,"=""T5118LS""","=""""",
Li,2,"=""""","=""387.8838""","=""0.0021""","=""""","=""3.812e+01""",AA,"=""[476034.11]""","=""[501807.72]""","=""1s.2s""","=""3S""","=""1""","=""1s.2p""","=""1P*""","=""1""",3,3,,"=""T8636c73""","=""""",
Li,1,"=""391.530""","=""391.5292""","=""0.0022""","=""20""","=""4.964e+06""",AA,"=""14903.66""","=""40437.31""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.6d""","=""2D""","=""3/2""",2,4,,"=""T6835LS""","=""L7397""",
Li,1,"=""391.535""","=""391.5342""","=""0.0022""","=""20*""","=""5.959e+06""",AA,"=""14904.00""","=""40437.32""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.6d""","=""2D""","=""5/2""",4,6,,"=""T6835LS""","=""L7397""",
Li,1,"=""391.535""","=""391.5344""","=""0.0022""","=""20*""","=""9.924e+05""",AA,"=""14904.00""","=""40437.31""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.6d""","=""2D""","=""3/2""",4,4,,"=""T6835LS""","=""L7397""",
Li,1,"=""398.548""","=""398.5481""","=""0.0022""","=""10""","=""8.62e+05""",A,"=""14903.66""","=""39987.64""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.6s""","=""2S""","=""1/2""",2,2,,"=""T5118LS""","=""L7397""",
Li,1,"=""398.554""","=""398.5535""","=""0.0022""","=""10""","=""1.73e+06""",A,"=""14904.00""","=""39987.64""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.6s""","=""2S""","=""1/2""",4,2,,"=""T5118LS""","=""L7397""",
Li,1,"=""413.256""","=""413.2557""","=""0.0024""","=""40""","=""9.04e+06""",A,"=""14903.66""","=""39094.93""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.5d""","=""2D""","=""3/2""",2,4,,"=""T5118LS""","=""L7397""",
Li,1,"=""413.262""","=""413.2613""","=""0.0024""","=""40*""","=""1.09e+07""",A,"=""14904.00""","=""39094.94""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.5d""","=""2D""","=""5/2""",4,6,,"=""T5118LS""","=""L7397""",
Li,1,"=""413.262""","=""413.2615""","=""0.0024""","=""40*""","=""1.81e+06""",A,"=""14904.00""","=""39094.93""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.5d""","=""2D""","=""3/2""",4,4,,"=""T5118LS""","=""L7397""",
Li,2,"=""415.645""","=""415.519""","=""0.021""","=""""","=""3.4105e+07""",AAA,"=""[558777.01]""","=""[582836.5]""","=""1s.3s""","=""1S""","=""0""","=""1s.4p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""L3501""",
Li,2,"=""""","=""419.115""","=""0.003""","=""""","=""3.0372e+02""",AAA,"=""[558777.01]""","=""[582630.08]""","=""1s.3s""","=""1S""","=""0""","=""1s.4d""","=""1D""","=""2""",1,5,E2,"=""T7378""","=""""",
Li,1,"=""427.307""","=""427.306""","=""0.003""","=""20""","=""1.58e+06""",A,"=""14903.66""","=""38299.50""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.5s""","=""2S""","=""1/2""",2,2,,"=""T5118LS""","=""L7397""",
Li,1,"=""427.313""","=""427.312""","=""0.003""","=""20""","=""3.17e+06""",A,"=""14904.00""","=""38299.50""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.5s""","=""2S""","=""1/2""",4,2,,"=""T5118LS""","=""L7397""",
Li,2,"=""""","=""432.21""","=""0.03""","=""""","=""1.402e+04""",AA,"=""[559499.5]""","=""[582630.08]""","=""1s.3p""","=""3P*""","=""1""","=""1s.4d""","=""1D""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""432.226""","=""0.015""","=""""","=""5.435e+03""",AA,"=""[559500.55]""","=""[582630.08]""","=""1s.3p""","=""3P*""","=""2""","=""1s.4d""","=""1D""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""432.53""","=""0.03""","=""""","=""8.0701e+07""",AAA,"=""[559499.5]""","=""[582612.54]""","=""1s.3p""","=""3P*""","=""1""","=""1s.4d""","=""3D""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""432.542""","=""432.54""","=""0.03""","=""5*""","=""4.4842e+07""",AAA,"=""[559499.5]""","=""[582612.15]""","=""1s.3p""","=""3P*""","=""1""","=""1s.4d""","=""3D""","=""1""",3,3,,"=""T8636c73""","=""L3501""",
Li,2,"=""432.542""","=""432.542""","=""0.015""","=""5*""","=""1.0762e+08""",AAA,"=""[559500.55]""","=""[582613.20]""","=""1s.3p""","=""3P*""","=""2""","=""1s.4d""","=""3D""","=""3""",5,7,,"=""T8636c73""","=""L3501""",
Li,2,"=""432.547""","=""432.554""","=""0.015""","=""5""","=""2.6901e+07""",AAA,"=""[559500.55]""","=""[582612.54]""","=""1s.3p""","=""3P*""","=""2""","=""1s.4d""","=""3D""","=""2""",5,5,,"=""T8636c73""","=""L3501""",
Li,2,"=""432.554""","=""432.562""","=""0.015""","=""1""","=""2.9896e+06""",AAA,"=""[559500.55]""","=""[582612.15]""","=""1s.3p""","=""3P*""","=""2""","=""1s.4d""","=""3D""","=""1""",5,3,,"=""T8636c73""","=""L3501""",
Li,2,"=""""","=""432.578""","=""0.007""","=""""","=""5.9789e+07""",AAA,"=""[559501.45]""","=""[582612.15]""","=""1s.3p""","=""3P*""","=""0""","=""1s.4d""","=""3D""","=""1""",1,3,,"=""T8636c73""","=""""",
Li,3,"=""""","=""449.8225057""","=""0.0000023""","=""""","=""1.0035e+08""",AA,"=""(925932.587659)""","=""(948157.34398)""","=""4p""","=""2P*""","=""1/2""","=""5d""","=""2D""","=""3/2""",2,4,,"=""T7771""","=""""",
Li,3,"=""""","=""449.8277799""","=""0.0000023""","=""""","=""5.9737e+07""",AA,"=""(925932.85143)""","=""(948157.347169)""","=""4s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
Li,3,"=""""","=""449.8581249""","=""0.0000023""","=""""","=""1.7435e+07""",AA,"=""(925932.587659)""","=""(948155.58428)""","=""4p""","=""2P*""","=""1/2""","=""5s""","=""2S""","=""1/2""",2,2,,"=""T7771""","=""""",
Li,3,"=""""","=""449.8662020""","=""0.0000023""","=""""","=""5.9771e+07""",AA,"=""(925932.85143)""","=""(948155.449056)""","=""4s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
Li,3,"=""""","=""449.8846443""","=""0.0000025""","=""""","=""1.9554e+08""",AA,"=""(925936.28876)""","=""(948157.97542)""","=""4d""","=""2D""","=""3/2""","=""5f""","=""2F*""","=""5/2""",4,6,,"=""T7771""","=""""",
Li,3,"=""""","=""449.8847466""","=""0.0000023""","=""""","=""1.2044e+08""",AA,"=""(925936.294951)""","=""(948157.97656)""","=""4p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""5/2""",4,6,,"=""T7771""","=""""",
Li,3,"=""""","=""449.8973640""","=""0.0000025""","=""""","=""1.5278e+06""",AA,"=""(925936.28876)""","=""(948157.347169)""","=""4d""","=""2D""","=""3/2""","=""5p""","=""2P*""","=""3/2""",4,4,,"=""T7771""","=""""",
Li,3,"=""""","=""449.8975539""","=""0.0000023""","=""""","=""2.0075e+07""",AA,"=""(925936.294951)""","=""(948157.34398)""","=""4p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""3/2""",4,4,,"=""T7771""","=""""",
Li,3,"=""""","=""449.9032229""","=""0.0000023""","=""""","=""3.3254e+08""",AA,"=""(925937.52206)""","=""(948158.291096)""","=""4f""","=""2F*""","=""5/2""","=""5g""","=""2G""","=""7/2""",6,8,,"=""T7771""","=""""",
Li,3,"=""""","=""449.9032561""","=""0.0000025""","=""""","=""2.0951e+08""",AA,"=""(925937.52429)""","=""(948158.29169)""","=""4d""","=""2D""","=""5/2""","=""5f""","=""2F*""","=""7/2""",6,8,,"=""T7771""","=""""",
Li,3,"=""""","=""449.9095915""","=""0.0000024""","=""""","=""1.9486e+05""",AA,"=""(925937.52206)""","=""(948157.97656)""","=""4f""","=""2F*""","=""5/2""","=""5d""","=""2D""","=""5/2""",6,6,,"=""T7771""","=""""",
Li,3,"=""""","=""449.909660""","=""0.000003""","=""""","=""1.3967e+07""",AA,"=""(925937.52429)""","=""(948157.97542)""","=""4d""","=""2D""","=""5/2""","=""5f""","=""2F*""","=""5/2""",6,6,,"=""T7771""","=""""",
Li,3,"=""""","=""449.9118883""","=""0.0000023""","=""""","=""3.4486e+08""",AA,"=""(925938.13979)""","=""(948158.480859)""","=""4f""","=""2F*""","=""7/2""","=""5g""","=""2G""","=""9/2""",8,10,,"=""T7771""","=""""",
Li,3,"=""""","=""449.9157307""","=""0.0000023""","=""""","=""1.2316e+07""",AA,"=""(925938.13979)""","=""(948158.291096)""","=""4f""","=""2F*""","=""7/2""","=""5g""","=""2G""","=""7/2""",8,8,,"=""T7771""","=""""",
Li,3,"=""""","=""449.9220996""","=""0.0000024""","=""""","=""3.8980e+06""",AA,"=""(925938.13979)""","=""(948157.97656)""","=""4f""","=""2F*""","=""7/2""","=""5d""","=""2D""","=""5/2""",8,6,,"=""T7771""","=""""",
Li,3,"=""""","=""449.9223809""","=""0.0000025""","=""""","=""1.3755e+07""",AA,"=""(925937.52429)""","=""(948157.347169)""","=""4d""","=""2D""","=""5/2""","=""5p""","=""2P*""","=""3/2""",6,4,,"=""T7771""","=""""",
Li,3,"=""""","=""449.9224003""","=""0.0000024""","=""""","=""4.0940e+06""",AA,"=""(925937.52206)""","=""(948157.34398)""","=""4f""","=""2F*""","=""5/2""","=""5d""","=""2D""","=""3/2""",6,4,,"=""T7771""","=""""",
Li,3,"=""""","=""449.9331850""","=""0.0000023""","=""""","=""3.4899e+07""",AA,"=""(925936.294951)""","=""(948155.58428)""","=""4p""","=""2P*""","=""3/2""","=""5s""","=""2S""","=""1/2""",4,2,,"=""T7771""","=""""",
Li,3,"=""""","=""449.9357979""","=""0.0000025""","=""""","=""1.5297e+07""",AA,"=""(925936.28876)""","=""(948155.449056)""","=""4d""","=""2D""","=""3/2""","=""5p""","=""2P*""","=""1/2""",4,2,,"=""T7771""","=""""",
Li,1,"=""460.283""","=""460.282""","=""0.003""","=""13""","=""1.935e+07""",AA,"=""14903.66""","=""36623.38""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.4d""","=""2D""","=""3/2""",2,4,,"=""T6620LS""","=""L7397""",
Li,1,"=""460.289""","=""460.289""","=""0.003""","=""13*""","=""2.322e+07""",AA,"=""14904.00""","=""36623.40""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.4d""","=""2D""","=""5/2""",4,6,,"=""T6620LS""","=""L7397""",
Li,1,"=""460.289""","=""460.289""","=""0.003""","=""13*""","=""3.871e+06""",AA,"=""14904.00""","=""36623.38""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.4d""","=""2D""","=""3/2""",4,4,,"=""T6620LS""","=""L7397""",
Li,2,"=""""","=""463.61""","=""0.03""","=""""","=""4.6514e+06""",AAA,"=""[561272.75]""","=""[582836.5]""","=""1s.3d""","=""1D""","=""2""","=""1s.4p""","=""1P*""","=""1""",5,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""467.140""","=""0.003""","=""""","=""5.453e+07""",AA,"=""[561242.28]""","=""[582643.17]""","=""1s.3d""","=""3D""","=""2""","=""1s.4f""","=""1F*""","=""3""",5,7,,"=""T8636c73""","=""""",
Li,2,"=""467.151""","=""467.163""","=""0.003""","=""*""","=""1.4221e+08""",AAA,"=""[561242.28]""","=""[582642.10]""","=""1s.3d""","=""3D""","=""2""","=""1s.4f""","=""3F*""","=""3""",5,7,,"=""T8636c73""","=""L3501""",
Li,2,"=""467.151""","=""467.163""","=""0.003""","=""*""","=""3.4415e+07""",AAA,"=""[561242.28]""","=""[582642.10]""","=""1s.3d""","=""3D""","=""2""","=""1s.4f""","=""3F*""","=""2""",5,5,,"=""T8636c73""","=""L3501""",
Li,2,"=""""","=""467.153""","=""0.003""","=""""","=""7.265e+06""",AA,"=""[561242.90]""","=""[582643.17]""","=""1s.3d""","=""3D""","=""3""","=""1s.4f""","=""1F*""","=""3""",7,7,,"=""T8636c73""","=""""",
Li,2,"=""467.165""","=""467.176""","=""0.003""","=""6*""","=""2.2133e+08""",AAA,"=""[561242.90]""","=""[582642.10]""","=""1s.3d""","=""3D""","=""3""","=""1s.4f""","=""3F*""","=""4""",7,9,,"=""T8636c73""","=""L3501""",
Li,2,"=""467.165""","=""467.176""","=""0.003""","=""6*""","=""9.8366e+05""",AAA,"=""[561242.90]""","=""[582642.10]""","=""1s.3d""","=""3D""","=""3""","=""1s.4f""","=""3F*""","=""2""",7,5,,"=""T8636c73""","=""L3501""",
Li,2,"=""467.165""","=""467.176""","=""0.003""","=""6*""","=""1.7326e+07""",AAA,"=""[561242.90]""","=""[582642.10]""","=""1s.3d""","=""3D""","=""3""","=""1s.4f""","=""3F*""","=""3""",7,7,,"=""T8636c73""","=""L3501""",
Li,2,"=""467.170""","=""467.188""","=""0.005""","=""2""","=""1.8592e+08""",AAA,"=""[561243.43]""","=""[582642.10]""","=""1s.3d""","=""3D""","=""1""","=""1s.4f""","=""3F*""","=""2""",3,5,,"=""T8636c73""","=""L3501""",
Li,2,"=""467.806""","=""467.806""","=""0.003""","=""3""","=""1.5931e+08""",AAA,"=""[561272.75]""","=""[582643.17]""","=""1s.3d""","=""1D""","=""2""","=""1s.4f""","=""1F*""","=""3""",5,7,,"=""T8636c73""","=""L3501""",
Li,2,"=""""","=""467.829""","=""0.003""","=""""","=""1.235e+04""",AA,"=""[561272.75]""","=""[582642.10]""","=""1s.3d""","=""1D""","=""2""","=""1s.4f""","=""3F*""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,2,"=""467.829""","=""467.829""","=""0.003""","=""1""","=""6.172e+07""",AA,"=""[561272.75]""","=""[582642.10]""","=""1s.3d""","=""1D""","=""2""","=""1s.4f""","=""3F*""","=""3""",5,7,,"=""T8636c73""","=""L3501""",
Li,2,"=""""","=""474.15""","=""0.03""","=""""","=""1.6090e+02""",AAA,"=""[561751.95]""","=""[582836.5]""","=""1s.3p""","=""1P*""","=""1""","=""1s.4p""","=""1P*""","=""1""",3,3,E2,"=""T7378""","=""""",
Li,2,"=""478.836""","=""478.836""","=""0.005""","=""""","=""1.1368e+08""",AAA,"=""[561751.95]""","=""[582630.08]""","=""1s.3p""","=""1P*""","=""1""","=""1s.4d""","=""1D""","=""2""",3,5,,"=""T8636c73""","=""L3501""",
Li,2,"=""""","=""479.239""","=""0.004""","=""""","=""2.116e+04""",AA,"=""[561751.95]""","=""[582612.54]""","=""1s.3p""","=""1P*""","=""1""","=""1s.4d""","=""3D""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""484.278""","=""0.003""","=""""","=""1.3974e+06""",AAA,"=""[561242.28]""","=""[581885.83]""","=""1s.3d""","=""3D""","=""2""","=""1s.4p""","=""3P*""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""484.292""","=""0.003""","=""""","=""7.8286e+06""",AAA,"=""[561242.90]""","=""[581885.83]""","=""1s.3d""","=""3D""","=""3""","=""1s.4p""","=""3P*""","=""2""",7,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""484.294""","=""0.003""","=""""","=""6.9871e+06""",AAA,"=""[561242.28]""","=""[581885.11]""","=""1s.3d""","=""3D""","=""2""","=""1s.4p""","=""3P*""","=""1""",5,3,,"=""T8636c73""","=""""",
Li,2,"=""484.30""","=""484.304""","=""0.005""","=""""","=""9.3199e+04""",AAA,"=""[561243.43]""","=""[581885.83]""","=""1s.3d""","=""3D""","=""1""","=""1s.4p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""L1560""",
Li,2,"=""""","=""484.321""","=""0.005""","=""""","=""2.3299e+06""",AAA,"=""[561243.43]""","=""[581885.11]""","=""1s.3d""","=""3D""","=""1""","=""1s.4p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""484.331""","=""0.005""","=""""","=""9.3195e+06""",AAA,"=""[561243.43]""","=""[581884.71]""","=""1s.3d""","=""3D""","=""1""","=""1s.4p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""""",
Li,2,"=""488.132""","=""488.12""","=""0.04""","=""4""","=""2.3783e+07""",AAA,"=""[559499.5]""","=""[579980.46]""","=""1s.3p""","=""3P*""","=""1""","=""1s.4s""","=""3S""","=""1""",3,3,,"=""T8636c73""","=""L3501""",
Li,2,"=""488.139""","=""488.147""","=""0.019""","=""4""","=""3.9642e+07""",AAA,"=""[559500.55]""","=""[579980.46]""","=""1s.3p""","=""3P*""","=""2""","=""1s.4s""","=""3S""","=""1""",5,3,,"=""T8636c73""","=""L3501""",
Li,2,"=""488.149""","=""488.169""","=""0.008""","=""1""","=""7.9292e+06""",AAA,"=""[559501.45]""","=""[579980.46]""","=""1s.3p""","=""3P*""","=""0""","=""1s.4s""","=""3S""","=""1""",1,3,,"=""T8636c73""","=""L3501""",
Li,2,"=""""","=""491.912""","=""0.004""","=""""","=""7.7891e+01""",AAA,"=""[561272.75]""","=""[581595.90]""","=""1s.3d""","=""1D""","=""2""","=""1s.4s""","=""1S""","=""0""",5,1,E2,"=""T7378""","=""""",
Li,1,"=""497.166""","=""497.166""","=""0.003""","=""8""","=""3.460e+06""",AA,"=""14903.66""","=""35012.06""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.4s""","=""2S""","=""1/2""",2,2,,"=""T7401LS""","=""L7397""",
Li,1,"=""497.175""","=""497.174""","=""0.003""","=""8""","=""6.919e+06""",AA,"=""14904.00""","=""35012.06""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.4s""","=""2S""","=""1/2""",4,2,,"=""T7401LS""","=""L7397""",
Li,2,"=""503.792""","=""503.791""","=""0.005""","=""""","=""5.3935e+07""",AAA,"=""[561751.95]""","=""[581595.90]""","=""1s.3p""","=""1P*""","=""1""","=""1s.4s""","=""1S""","=""0""",3,1,,"=""T8636c73""","=""L3501""",
Li,2,"=""""","=""510.8""","=""0.8""","=""""","=""3.4292e+06""",AAA,"=""[581595.90]""","=""[601169]""","=""1s.4s""","=""1S""","=""0""","=""1s.7p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""519.917""","=""0.006""","=""""","=""4.6828e+06""",AAA,"=""[581884.71]""","=""[601113.19]""","=""1s.4p""","=""3P*""","=""0""","=""1s.7d""","=""3D""","=""1""",1,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""519.917""","=""0.004""","=""""","=""6.3210e+06""",AAA,"=""[581885.11]""","=""[601113.58]""","=""1s.4p""","=""3P*""","=""1""","=""1s.7d""","=""3D""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""519.919""","=""0.004""","=""""","=""8.4291e+06""",AAA,"=""[581885.83]""","=""[601114.24]""","=""1s.4p""","=""3P*""","=""2""","=""1s.7d""","=""3D""","=""3""",5,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""519.928""","=""0.006""","=""""","=""3.5121e+06""",AAA,"=""[581885.11]""","=""[601113.19]""","=""1s.4p""","=""3P*""","=""1""","=""1s.7d""","=""3D""","=""1""",3,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""519.937""","=""0.004""","=""""","=""2.1070e+06""",AAA,"=""[581885.83]""","=""[601113.58]""","=""1s.4p""","=""3P*""","=""2""","=""1s.7d""","=""3D""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""519.947""","=""0.006""","=""""","=""2.3414e+05""",AAA,"=""[581885.83]""","=""[601113.19]""","=""1s.4p""","=""3P*""","=""2""","=""1s.7d""","=""3D""","=""1""",5,3,,"=""T8636c73""","=""""",
