element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
C,2,"=""""","=""""","=""200.02""","=""0.03""","=""""","=""2.4e+07""",C,"=""186466.03""","=""236444.1""","=""2s.2p.(3P*).3p""","=""4P""","=""5/2""","=""2s.2p.(3P*).6d""","=""4D*""","=""7/2""",6,8,,"=""T10528""","=""""",
C,3,"=""""","=""""","=""200.0901""","=""""","=""""","=""3.30e-03""",E,"=""52390.75""","=""102352.04""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2s.2p""","=""1P*""","=""1""",3,3,M1,"=""T4492,T3474""","=""""",
C,3,"=""""","=""""","=""200.0901""","=""""","=""""","=""6.01e-05""",D,"=""52390.75""","=""102352.04""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2s.2p""","=""1P*""","=""1""",3,3,E2,"=""T4586""","=""""",
C,3,"=""""","=""""","=""200.3161""","=""""","=""""","=""1.87e-03""",B,"=""52447.11""","=""102352.04""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.2p""","=""1P*""","=""1""",5,3,M1,"=""T4492,T3474""","=""""",
C,3,"=""""","=""""","=""200.3161""","=""""","=""""","=""4.91e-05""",D,"=""52447.11""","=""102352.04""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.2p""","=""1P*""","=""1""",5,3,E2,"=""T4586""","=""""",
C,3,"=""""","=""""","=""200.9335""","=""""","=""""","=""7.69e+07""",B,"=""259705.55""","=""309457.17""","=""1s2.2s.3p""","=""3P*""","=""0""","=""1s2.2s.4s""","=""3S""","=""1""",1,3,,"=""T5633LS""","=""""",
C,3,"=""""","=""""","=""200.9564""","=""""","=""""","=""2.30e+08""",B,"=""259711.22""","=""309457.17""","=""1s2.2s.3p""","=""3P*""","=""1""","=""1s2.2s.4s""","=""3S""","=""1""",3,3,,"=""T5633LS""","=""""",
C,3,"=""""","=""""","=""201.0093""","=""""","=""""","=""3.84e+08""",B,"=""259724.30""","=""309457.17""","=""1s2.2s.3p""","=""3P*""","=""2""","=""1s2.2s.4s""","=""3S""","=""1""",5,3,,"=""T5633LS""","=""""",
C,2,"=""201.794""","=""0.004""","=""201.7926""","=""0.0003""","=""76ql""","=""1.32e+07""",B,"=""131724.382""","=""181264.23""","=""2s2.3p""","=""2P*""","=""1/2""","=""2s2.6s""","=""2S""","=""1/2""",2,2,,"=""T5109LS""","=""L1176""",
C,2,"=""201.838""","=""0.004""","=""201.8380""","=""0.0003""","=""99ql""","=""2.63e+07""",B,"=""131735.528""","=""181264.23""","=""2s2.3p""","=""2P*""","=""3/2""","=""2s2.6s""","=""2S""","=""1/2""",4,2,,"=""T5109LS""","=""L1176""",
C,2,"=""""","=""""","=""202.31297""","=""0.00012""","=""""","=""6.42e+05""",B,"=""166967.16""","=""216379.60""","=""2s.2p.(3P*).3s""","=""4P*""","=""1/2""","=""2s.2p.(3P*).4p""","=""4P""","=""3/2""",2,4,,"=""T5109LS""","=""""",
C,2,"=""""","=""""","=""202.32366""","=""0.00016""","=""""","=""4.64e+05""",B,"=""166990.74""","=""216400.57""","=""2s.2p.(3P*).3s""","=""4P*""","=""3/2""","=""2s.2p.(3P*).4p""","=""4P""","=""5/2""",4,6,,"=""T5109LS""","=""""",
C,2,"=""""","=""""","=""202.38212""","=""0.00020""","=""""","=""2.6e+05""",C,"=""166967.16""","=""216362.72""","=""2s.2p.(3P*).3s""","=""4P*""","=""1/2""","=""2s.2p.(3P*).4p""","=""4P""","=""1/2""",2,2,,"=""T5109LS""","=""""",
C,2,"=""""","=""""","=""202.40958""","=""0.00012""","=""""","=""2.1e+05""",C+,"=""166990.74""","=""216379.60""","=""2s.2p.(3P*).3s""","=""4P*""","=""3/2""","=""2s.2p.(3P*).4p""","=""4P""","=""3/2""",4,4,,"=""T5109LS""","=""""",
C,2,"=""""","=""""","=""202.47879""","=""0.00021""","=""""","=""1.28e+06""",B,"=""166990.74""","=""216362.72""","=""2s.2p.(3P*).3s""","=""4P*""","=""3/2""","=""2s.2p.(3P*).4p""","=""4P""","=""1/2""",4,2,,"=""T5109LS""","=""""",
C,2,"=""""","=""""","=""202.50808""","=""0.00016""","=""""","=""1.08e+06""",B,"=""167035.73""","=""216400.57""","=""2s.2p.(3P*).3s""","=""4P*""","=""5/2""","=""2s.2p.(3P*).4p""","=""4P""","=""5/2""",6,6,,"=""T5109LS""","=""""",
C,2,"=""""","=""""","=""202.59416""","=""0.00012""","=""""","=""6.94e+05""",B,"=""167035.73""","=""216379.60""","=""2s.2p.(3P*).3s""","=""4P*""","=""5/2""","=""2s.2p.(3P*).4p""","=""4P""","=""3/2""",6,4,,"=""T5109LS""","=""""",
C,2,"=""""","=""""","=""203.774""","=""0.003""","=""""","=""1.9e+06""",E,"=""181696.69""","=""230754.8""","=""2s.2p.(3P*).3p""","=""4D""","=""1/2""","=""2s.2p.(3P*).5d""","=""4D*""","=""3/2""",2,4,,"=""T10528""","=""""",
C,2,"=""""","=""""","=""203.8096""","=""0.0006""","=""""","=""2.37e+06""",B,"=""184691.00""","=""233740.64""","=""2s.2p.(3P*).3p""","=""4S""","=""3/2""","=""2s.2p.(3P*).6s""","=""4P*""","=""5/2""",4,6,,"=""T5109LS""","=""""",
C,2,"=""""","=""""","=""203.834""","=""0.003""","=""""","=""5.e+06""",E,"=""181711.05""","=""230754.8""","=""2s.2p.(3P*).3p""","=""4D""","=""3/2""","=""2s.2p.(3P*).5d""","=""4D*""","=""3/2""",4,4,,"=""T10528""","=""""",
C,2,"=""""","=""""","=""203.9052""","=""0.0025""","=""""","=""8.e+06""",E,"=""181736.06""","=""230762.7""","=""2s.2p.(3P*).3p""","=""4D""","=""5/2""","=""2s.2p.(3P*).5d""","=""4D*""","=""5/2""",6,6,,"=""T10528""","=""""",
C,2,"=""""","=""""","=""203.938""","=""0.003""","=""""","=""4.e+06""",E,"=""181736.06""","=""230754.8""","=""2s.2p.(3P*).3p""","=""4D""","=""5/2""","=""2s.2p.(3P*).5d""","=""4D*""","=""3/2""",6,4,,"=""T10528""","=""""",
C,2,"=""""","=""""","=""204.0065""","=""0.0017""","=""""","=""2.37e+06""",B,"=""184691.00""","=""233693.3""","=""2s.2p.(3P*).3p""","=""4S""","=""3/2""","=""2s.2p.(3P*).6s""","=""4P*""","=""3/2""",4,4,,"=""T5109LS""","=""""",
C,2,"=""""","=""""","=""204.007""","=""0.005""","=""""","=""1.1e+07""",C,"=""181772.40""","=""230774.7""","=""2s.2p.(3P*).3p""","=""4D""","=""7/2""","=""2s.2p.(3P*).5d""","=""4D*""","=""7/2""",8,8,,"=""T10528""","=""""",
C,2,"=""""","=""""","=""204.0565""","=""0.0025""","=""""","=""2.3e+06""",E,"=""181772.40""","=""230762.7""","=""2s.2p.(3P*).3p""","=""4D""","=""7/2""","=""2s.2p.(3P*).5d""","=""4D*""","=""5/2""",8,6,,"=""T10528""","=""""",
C,2,"=""""","=""""","=""204.100""","=""0.003""","=""""","=""2.36e+06""",B,"=""184691.00""","=""233670.9""","=""2s.2p.(3P*).3p""","=""4S""","=""3/2""","=""2s.2p.(3P*).6s""","=""4P*""","=""1/2""",4,2,,"=""T5109LS""","=""""",
C,2,"=""""","=""""","=""204.84971""","=""0.00013""","=""""","=""1.10e+06""",B,"=""166967.16""","=""215767.79""","=""2s.2p.(3P*).3s""","=""4P*""","=""1/2""","=""2s.2p.(3P*).4p""","=""4S""","=""3/2""",2,4,,"=""T5109LS""","=""""",
C,2,"=""""","=""""","=""204.94875""","=""0.00010""","=""""","=""2.19e+06""",B,"=""166990.74""","=""215767.79""","=""2s.2p.(3P*).3s""","=""4P*""","=""3/2""","=""2s.2p.(3P*).4p""","=""4S""","=""3/2""",4,4,,"=""T5109LS""","=""""",
C,2,"=""""","=""""","=""205.13799""","=""0.00013""","=""""","=""3.28e+06""",B,"=""167035.73""","=""215767.79""","=""2s.2p.(3P*).3s""","=""4P*""","=""5/2""","=""2s.2p.(3P*).4p""","=""4S""","=""3/2""",6,4,,"=""T5109LS""","=""""",
C,3,"=""""","=""""","=""205.1609""","=""""","=""""","=""1.22e+08""",B,"=""310006.32""","=""358732.93""","=""1s2.2p.(2P*).3s""","=""1P*""","=""1""","=""1s2.2s.6d""","=""1D""","=""2""",3,5,,"=""T5633""","=""""",
C,2,"=""205.179""","=""0.006""","=""205.179""","=""0.013""","=""87h*""","=""3.61e+07""",B,"=""181696.69""","=""230419""","=""2s.2p.(3P*).3p""","=""4D""","=""1/2""","=""2s.2p.(3P*).5d""","=""4F*""","=""3/2""",2,4,,"=""T5109LS""","=""L1176""",
C,2,"=""205.179""","=""0.006""","=""205.179""","=""0.008""","=""87h*""","=""4.42e+07""",B,"=""181736.06""","=""230458.4""","=""2s.2p.(3P*).3p""","=""4D""","=""5/2""","=""2s.2p.(3P*).5d""","=""4F*""","=""7/2""",6,8,,"=""T5109LS""","=""L1176""",
C,2,"=""205.179""","=""0.006""","=""205.181""","=""0.013""","=""87h*""","=""3.87e+07""",B,"=""181711.05""","=""230433""","=""2s.2p.(3P*).3p""","=""4D""","=""3/2""","=""2s.2p.(3P*).5d""","=""4F*""","=""5/2""",4,6,,"=""T5109LS""","=""L1176""",
