element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Xe,2,"=""547.261""","=""""","=""547.261+""","=""500""","=""9.9e+06""",,"=""95437.67""","=""113705.40""","=""5s2.5p4.(3P<2>).5d""","=""2[3]""","=""7/2""","=""5s2.5p4.(3P<2>).6p""","=""2[3]*""","=""7/2""",8,8,,"=""T8043""","=""L6925""",
Xe,2,"=""553.107""","=""""","=""553.106+""","=""400""","=""8.8e+06""",,"=""95437.67""","=""113512.36""","=""5s2.5p4.(3P<2>).5d""","=""2[3]""","=""7/2""","=""5s2.5p4.(3P<2>).6p""","=""2[3]*""","=""5/2""",8,6,,"=""T8043""","=""L6925""",
Xe,1,"=""553.278""","=""0.001""","=""553.278+""","=""2h""","=""1.80e+05""",B+,"=""78403.061""","=""96472.13""","=""5p5.(2P*<3/2>).6p""","=""2[5/2]""","=""3""","=""5p5.(2P*<3/2>).13s""","=""2[3/2]*""","=""2""",7,5,,"=""T5818""","=""L4739""",
Xe,1,"=""555.728""","=""0.001""","=""555.728+""","=""2""","=""6.0e+04""",C+,"=""78119.798""","=""96109.22""","=""5p5.(2P*<3/2>).6p""","=""2[5/2]""","=""2""","=""5p5.(2P*<3/2>).12s""","=""2[3/2]*""","=""2""",5,5,,"=""T5818""","=""L4739""",
Xe,1,"=""564.619""","=""0.001""","=""564.619+""","=""5""","=""2.70e+05""",B+,"=""78403.061""","=""96109.22""","=""5p5.(2P*<3/2>).6p""","=""2[5/2]""","=""3""","=""5p5.(2P*<3/2>).12s""","=""2[3/2]*""","=""2""",7,5,,"=""T5818""","=""L4739""",
Xe,1,"=""570.687""","=""0.001""","=""570.6851+""","=""3""","=""7.0e+04""",C+,"=""77269.145""","=""94787.084""","=""5p5.(2P*<3/2>).6p""","=""2[1/2]""","=""1""","=""5p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""1""",3,3,,"=""T5818""","=""L4739""",
Xe,1,"=""571.5716""","=""0.0002""","=""571.5712+""","=""70""","=""3.5e+05""",C+,"=""77269.145""","=""94759.927""","=""5p5.(2P*<3/2>).6p""","=""2[1/2]""","=""1""","=""5p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""2""",3,5,,"=""T5818""","=""L7292""",
Xe,2,"=""571.961""","=""""","=""571.960+""","=""200""","=""6.1e+06""",,"=""96033.48""","=""113512.36""","=""5s2.5p4.(3P<2>).5d""","=""2[2]""","=""3/2""","=""5s2.5p4.(3P<2>).6p""","=""2[3]*""","=""5/2""",4,6,,"=""T8043""","=""L6925""",
Xe,1,"=""572.214""","=""0.001""","=""572.213+""","=""15h""","=""3.60e+05""",B+,"=""78119.798""","=""95590.97""","=""5p5.(2P*<3/2>).6p""","=""2[5/2]""","=""2""","=""5p5.(2P*<3/2>).11s""","=""2[3/2]*""","=""1""",5,3,,"=""T5818""","=""L4739""",
Xe,1,"=""572.610""","=""0.001""","=""572.6063+""","=""4""","=""9.0e+04""",C+,"=""78119.798""","=""95578.961""","=""5p5.(2P*<3/2>).6p""","=""2[5/2]""","=""2""","=""5p5.(2P*<3/2>).11s""","=""2[3/2]*""","=""2""",5,5,,"=""T5818""","=""L4739""",
Xe,1,"=""579.226""","=""0.001""","=""579.225+""","=""1h""","=""9.0e+04""",C,"=""79212.465""","=""96472.13""","=""5p5.(2P*<3/2>).6p""","=""2[3/2]""","=""2""","=""5p5.(2P*<3/2>).13s""","=""2[3/2]*""","=""2""",5,5,,"=""T5818""","=""L4739""",
Xe,1,"=""582.052""","=""0.001""","=""582.0498+""","=""25""","=""4.00e+05""",B+,"=""78403.061""","=""95578.961""","=""5p5.(2P*<3/2>).6p""","=""2[5/2]""","=""3""","=""5p5.(2P*<3/2>).11s""","=""2[3/2]*""","=""2""",7,5,,"=""T5818""","=""L4739""",
Xe,1,"=""591.665""","=""0.001""","=""591.666+""","=""4""","=""1.30e+05""",B,"=""79212.465""","=""96109.22""","=""5p5.(2P*<3/2>).6p""","=""2[3/2]""","=""2""","=""5p5.(2P*<3/2>).12s""","=""2[3/2]*""","=""2""",5,5,,"=""T5818""","=""L4739""",
Xe,2,"=""597.646""","=""""","=""597.642+""","=""1000""","=""2.8e+07""",,"=""95064.38""","=""111792.17""","=""5s2.5p4.(3P<2>).6s""","=""2[2]""","=""3/2""","=""5s2.5p4.(3P<2>).6p""","=""2[2]*""","=""3/2""",4,4,,"=""T8043""","=""L6925""",
Xe,1,"=""599.8115""","=""0.0002""","=""599.8116+""","=""30""","=""5.80e+05""",B+,"=""78119.798""","=""94787.084""","=""5p5.(2P*<3/2>).6p""","=""2[5/2]""","=""2""","=""5p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""1""",5,3,,"=""T5818""","=""L7292""",
Xe,1,"=""600.7909""","=""0.0002""","=""600.7905+""","=""15""","=""1.60e+05""",B+,"=""78119.798""","=""94759.927""","=""5p5.(2P*<3/2>).6p""","=""2[5/2]""","=""2""","=""5p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""2""",5,5,,"=""T5818""","=""L7292""",
Xe,1,"=""600.978""","=""0.001""","=""600.978+""","=""8""","=""2.10e+05""",B,"=""78956.031""","=""95590.97""","=""5p5.(2P*<3/2>).6p""","=""2[3/2]""","=""1""","=""5p5.(2P*<3/2>).11s""","=""2[3/2]*""","=""1""",3,3,,"=""T5818""","=""L4739""",
Xe,1,"=""601.410""","=""0.001""","=""601.4121+""","=""1h""","=""1.3e+04""",C,"=""78956.031""","=""95578.961""","=""5p5.(2P*<3/2>).6p""","=""2[3/2]""","=""1""","=""5p5.(2P*<3/2>).11s""","=""2[3/2]*""","=""2""",3,5,,"=""T5818""","=""L4739""",
Xe,2,"=""603.620""","=""""","=""603.619+""","=""500""","=""7.5e+06""",,"=""95396.74""","=""111958.89""","=""5s2.5p4.(3P<2>).5d""","=""2[2]""","=""5/2""","=""5s2.5p4.(3P<2>).6p""","=""2[2]*""","=""5/2""",6,6,,"=""T8043""","=""L6925""",
Xe,2,"=""605.115""","=""""","=""605.115+""","=""1000""","=""1.7e+07""",,"=""95437.67""","=""111958.89""","=""5s2.5p4.(3P<2>).5d""","=""2[3]""","=""7/2""","=""5s2.5p4.(3P<2>).6p""","=""2[2]*""","=""5/2""",8,6,,"=""T8043""","=""L6925""",
Xe,2,"=""609.759""","=""""","=""609.757+""","=""1000""","=""2.6e+07""",,"=""95396.74""","=""111792.17""","=""5s2.5p4.(3P<2>).5d""","=""2[2]""","=""5/2""","=""5s2.5p4.(3P<2>).6p""","=""2[2]*""","=""3/2""",6,4,,"=""T8043""","=""L6925""",
Xe,1,"=""610.388""","=""0.001""","=""610.387+""","=""3""","=""1.20e+05""",B,"=""79212.465""","=""95590.97""","=""5p5.(2P*<3/2>).6p""","=""2[3/2]""","=""2""","=""5p5.(2P*<3/2>).11s""","=""2[3/2]*""","=""1""",5,3,,"=""T5818""","=""L4739""",
Xe,1,"=""610.837""","=""0.001""","=""610.8352+""","=""8""","=""1.80e+05""",C+,"=""79212.465""","=""95578.961""","=""5p5.(2P*<3/2>).6p""","=""2[3/2]""","=""2""","=""5p5.(2P*<3/2>).11s""","=""2[3/2]*""","=""2""",5,5,,"=""T5818""","=""L4739""",
Xe,1,"=""611.1951""","=""0.0002""","=""611.1949+""","=""40""","=""7.0e+05""",C,"=""78403.061""","=""94759.927""","=""5p5.(2P*<3/2>).6p""","=""2[5/2]""","=""3""","=""5p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""2""",7,5,,"=""T5818""","=""L7292""",
Xe,1,"=""618.910""","=""0.001""","=""618.9102+""","=""20""","=""1.30e+05""",B,"=""77269.145""","=""93422.108""","=""5p5.(2P*<3/2>).6p""","=""2[1/2]""","=""1""","=""5p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""1""",3,3,,"=""T5818""","=""L4739""",
Xe,1,"=""619.8260""","=""0.0002""","=""619.8256+""","=""100""","=""6.60e+05""",B+,"=""77269.145""","=""93398.253""","=""5p5.(2P*<3/2>).6p""","=""2[1/2]""","=""1""","=""5p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""2""",3,5,,"=""T5818""","=""L7292""",
Xe,2,"=""627.082""","=""""","=""627.086+""","=""400""","=""1.8e+07""",,"=""112924.84""","=""128867.20""","=""5s2.5p4.(1D<2>).6s""","=""2[2]""","=""3/2""","=""5s2.5p4.(1D<2>).6p""","=""2[3]*""","=""5/2""",4,6,,"=""T8043""","=""L6925""",
Xe,2,"=""627.754""","=""""","=""627.754+""","=""300""","=""3.6e+06""",,"=""96033.48""","=""111958.89""","=""5s2.5p4.(3P<2>).5d""","=""2[2]""","=""3/2""","=""5s2.5p4.(3P<2>).6p""","=""2[2]*""","=""5/2""",4,6,,"=""T8043""","=""L6925""",
Xe,1,"=""631.497""","=""0.001""","=""631.4953+""","=""15""","=""3.10e+05""",B+,"=""78956.031""","=""94787.084""","=""5p5.(2P*<3/2>).6p""","=""2[3/2]""","=""1""","=""5p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""1""",3,3,,"=""T5818""","=""L4739""",
Xe,1,"=""632.581""","=""0.001""","=""632.5804+""","=""2""","=""2.1e+04""",C,"=""78956.031""","=""94759.927""","=""5p5.(2P*<3/2>).6p""","=""2[3/2]""","=""1""","=""5p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""2""",3,5,,"=""T5818""","=""L4739""",
Xe,1,"=""""","=""""","=""641.8929+""","=""""","=""2.3e+05""",C+,"=""79212.465""","=""94787.084""","=""5p5.(2P*<3/2>).6p""","=""2[3/2]""","=""2""","=""5p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""1""",5,3,,"=""T5818""","=""""",
Xe,1,"=""643.0155""","=""0.0002""","=""643.0141+""","=""20""","=""3.00e+05""",B+,"=""79212.465""","=""94759.927""","=""5p5.(2P*<3/2>).6p""","=""2[3/2]""","=""2""","=""5p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""2""",5,5,,"=""T5818""","=""L7292""",
Xe,1,"=""646.150""","=""0.001""","=""646.150+""","=""3""","=""1.20e+05""",C+,"=""80118.962""","=""95590.97""","=""5p5.(2P*<3/2>).6p""","=""2[1/2]""","=""0""","=""5p5.(2P*<3/2>).11s""","=""2[3/2]*""","=""1""",1,3,,"=""T5818""","=""L4739""",
Xe,1,"=""648.7765""","=""0.0002""","=""648.7765+""","=""120""","=""9.40e+05""",B,"=""77269.145""","=""92678.516""","=""5p5.(2P*<3/2>).6p""","=""2[1/2]""","=""1""","=""5p5.(2P*<3/2>).7d""","=""2[5/2]*""","=""2""",3,5,,"=""T5099""","=""L7292""",
Xe,1,"=""653.3159""","=""0.0002""","=""653.3156+""","=""100""","=""1.03e+06""",B+,"=""78119.798""","=""93422.108""","=""5p5.(2P*<3/2>).6p""","=""2[5/2]""","=""2""","=""5p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""1""",5,3,,"=""T5818""","=""L7292""",
Xe,1,"=""654.3360""","=""0.0002""","=""654.3357+""","=""40""","=""2.70e+05""",B+,"=""78119.798""","=""93398.253""","=""5p5.(2P*<3/2>).6p""","=""2[5/2]""","=""2""","=""5p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""2""",5,5,,"=""T5818""","=""L7292""",
Xe,1,"=""666.6965""","=""0.0002""","=""666.6963+""","=""60""","=""1.10e+06""",B+,"=""78403.061""","=""93398.253""","=""5p5.(2P*<3/2>).6p""","=""2[5/2]""","=""3""","=""5p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""2""",7,5,,"=""T5818""","=""L7292""",
Xe,2,"=""680.574""","=""""","=""680.572+""","=""1000""","=""6.1e+06""",,"=""108423.07""","=""123112.54""","=""5s2.5p4.(3P<1>).5d""","=""2[3]""","=""7/2""","=""5s2.5p4.(3P<1>).6p""","=""2[2]*""","=""5/2""",8,6,,"=""T8043""","=""L6925""",
Xe,1,"=""681.564""","=""0.001""","=""681.5624+""","=""12""","=""2.10e+05""",B+,"=""80118.962""","=""94787.084""","=""5p5.(2P*<3/2>).6p""","=""2[1/2]""","=""0""","=""5p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""1""",1,3,,"=""T5818""","=""L4739""",
Xe,1,"=""686.6838""","=""0.0002""","=""686.6842+""","=""50""","=""9.20e+05""",B,"=""78119.798""","=""92678.516""","=""5p5.(2P*<3/2>).6p""","=""2[5/2]""","=""2""","=""5p5.(2P*<3/2>).7d""","=""2[5/2]*""","=""2""",5,5,,"=""T5099""","=""L7292""",
Xe,1,"=""688.2155""","=""0.0002""","=""688.2154+""","=""300""","=""5.83e+06""",B,"=""78119.798""","=""92646.125""","=""5p5.(2P*<3/2>).6p""","=""2[5/2]""","=""2""","=""5p5.(2P*<3/2>).7d""","=""2[7/2]*""","=""3""",5,7,,"=""T5099""","=""L7292""",
Xe,1,"=""691.082""","=""0.001""","=""691.0818+""","=""30""","=""7.40e+05""",B+,"=""78956.031""","=""93422.108""","=""5p5.(2P*<3/2>).6p""","=""2[3/2]""","=""1""","=""5p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""1""",3,3,,"=""T5818""","=""L4739""",
Xe,1,"=""692.222""","=""0.001""","=""692.2233+""","=""8""","=""3.0e+04""",D+,"=""78956.031""","=""93398.253""","=""5p5.(2P*<3/2>).6p""","=""2[3/2]""","=""1""","=""5p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""2""",3,5,,"=""T5818""","=""L4739""",
Xe,1,"=""697.6182""","=""0.0002""","=""697.6182+""","=""100""","=""1.91e+06""",B,"=""78403.061""","=""92733.597""","=""5p5.(2P*<3/2>).6p""","=""2[5/2]""","=""3""","=""5p5.(2P*<3/2>).7d""","=""2[5/2]*""","=""3""",7,7,,"=""T5099""","=""L7292""",
