element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Pt,2,"=""208.90659""","=""0.00020""","=""208.90655""","=""0.00003""","=""600""","=""9.7e+06""",C+,"=""23461.548""","=""71314.622""","=""5d8.6s""","=""2F""","=""5/2""","=""5d8.(3F).6p""","=""(3,3/2)*""","=""7/2""",6,8,,"=""T8261""","=""L10146""",
Pt,2,"=""209.74479""","=""0.00003""","=""209.744762""","=""0.000018""","=""24000""","=""4.5e+07""",C+,"=""9356.3167""","=""57018.176""","=""5d8.6s""","=""4F""","=""7/2""","=""5d8.(3P).6p""","=""(2,1/2)*""","=""5/2""",8,6,,"=""T8261""","=""L9083,L11529""",
Pt,2,"=""210.1600""","=""0.0004""","=""210.15990""","=""0.00004""","=""6300p""","=""8.4e+07""",C+,"=""16820.9342""","=""64388.657""","=""5d8.6s""","=""4F""","=""5/2""","=""5d8.(3F).6p""","=""(2,1/2)*""","=""3/2""",6,4,,"=""T8261""","=""L10146""",
Pt,1,"=""210.334446""","=""0.000006""","=""210.334439""","=""0.000005""","=""36000""","=""1.19e+08""",B+,"=""823.6608""","=""48351.9153""","=""5d8.6s2""","=""3F""","=""4""","=""5d8.6s.(4F).6p""","=""3F*""","=""4""",9,9,,"=""T3313""","=""L9083,L11529""",
Pt,2,"=""210.3780""","=""0.0004""","=""210.37806""","=""0.00007""","=""3900*""","=""1.22e+08""",C+,"=""21717.305""","=""69235.707""","=""5d8.6s""","=""4P""","=""1/2""","=""5d8.(3P).6p""","=""(1,1/2)*""","=""1/2""",2,2,,"=""T8261""","=""L11529""",
Pt,2,"=""210.50776""","=""0.00020""","=""210.50756""","=""0.00006""","=""560""","=""3.5e+07""",C+,"=""23875.570""","=""71364.741""","=""5d8.6s""","=""4P""","=""3/2""","=""5d8.(3F).6p""","=""(3,3/2)*""","=""3/2""",4,4,,"=""T8261""","=""L11529""",
Pt,2,"=""211.55832""","=""0.00020""","=""211.55823""","=""0.00004""","=""7200""","=""1.06e+08""",B,"=""18097.764""","=""65351.117""","=""5d8.6s""","=""2F""","=""7/2""","=""5d8.(3P).6p""","=""(2,3/2)*""","=""5/2""",8,6,,"=""T8261""","=""L10146""",
Pt,2,"=""212.74232""","=""0.00020""","=""212.742213""","=""0.000023""","=""10000""","=""1.15e+08""",C+,"=""15791.309""","=""62781.7116""","=""5d9""","=""2D""","=""3/2""","=""5d8.(3P).6p""","=""(2,3/2)*""","=""1/2""",4,2,,"=""T8261""","=""L10146""",
Pt,1,"=""212.858684""","=""0.000008""","=""212.858692""","=""0.000008""","=""13000p""","=""1.69e+08""",B,"=""775.8761""","=""47740.5680""","=""5d9.6s""","=""a 1D""","=""2""","=""5d9.6p""","=""1P*""","=""1""",5,3,,"=""T4200n,T3313""","=""L9083,L11529""",
Pt,1,"=""212.863343""","=""0.000005""","=""212.863343""","=""0.000005""","=""42000""","=""8.82e+07""",B+,"=""0.0000""","=""46963.6658""","=""5d9.6s""","=""3D""","=""3""","=""5d8.6s.(4P).6p""","=""a 5D*""","=""4""",7,9,,"=""T3313n""","=""L9083,L11529""",
