element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Cs,3,"=""189.5545""","=""0.0003""","=""189.55445""","=""0.00004""","=""9""","=""7.14e+06""",,"=""175048.447""","=""227803.736""","=""5s2.5p4.(3P<2>).4f""","=""2[5]*""","=""11/2""","=""5s2.5p4.(3P<2>).5g""","=""2[6]""","=""11/2""",12,12,,"=""T8611""","=""L14869""",
Cs,3,"=""189.5683""","=""0.0002""","=""189.56848""","=""0.00004""","=""6600""","=""4.94e+08""",,"=""175048.447""","=""227799.834""","=""5s2.5p4.(3P<2>).4f""","=""2[5]*""","=""11/2""","=""5s2.5p4.(3P<2>).5g""","=""2[6]""","=""13/2""",12,14,,"=""T8611""","=""L14869""",
Cs,3,"=""189.78098""","=""0.00019""","=""189.78106""","=""0.00004""","=""2400""","=""2.64e+07""",,"=""138464.327""","=""191156.624""","=""5s2.5p4.(3P<2>).5d""","=""2[3]""","=""5/2""","=""5s2.5p4.(3P<1>).4f""","=""2[4]*""","=""7/2""",6,8,,"=""T8611""","=""L14869""",
Cs,3,"=""189.8895""","=""0.0002""","=""189.88958""","=""0.00006""","=""1800h""","=""1.23e+07""",,"=""136693.500""","=""189355.684""","=""5s2.5p4.(3P<1>).5d""","=""2[1]""","=""3/2""","=""5s2.5p4.(1D<2>).4f""","=""2[2]*""","=""5/2""",4,6,,"=""T8611""","=""L14869""",
Cs,3,"=""190.2517""","=""0.0002""","=""190.25190""","=""0.00004""","=""180p""","=""4.89e+07""",,"=""175048.447""","=""227610.341""","=""5s2.5p4.(3P<2>).4f""","=""2[5]*""","=""11/2""","=""5s2.5p4.(3P<2>).5g""","=""2[5]""","=""11/2""",12,12,,"=""T8611""","=""L14869""",
Cs,3,"=""190.30552""","=""0.00019""","=""190.30566""","=""0.00005""","=""3000""","=""3.27e+07""",,"=""131782.478""","=""184329.523""","=""5s2.5p4.(3P<2>).5d""","=""2[1]""","=""3/2""","=""5s2.5p4.(3P<0>).4f""","=""2[3]*""","=""5/2""",4,6,,"=""T8611""","=""L14869""",
Cs,3,"=""190.44836""","=""0.00018""","=""190.44860""","=""0.00015""","=""450""","=""2.81e+07""",,"=""140794.613""","=""193302.220""","=""5s2.5p4.(3P<1>).5d""","=""2[2]""","=""3/2""","=""5s2.5p4.(1D<2>).4f""","=""2[1]*""","=""1/2""",4,2,,"=""T8611""","=""L14869""",
Cs,3,"=""190.6183""","=""0.0003""","=""190.61836""","=""0.00003""","=""1800""","=""8.30e+06""",,"=""121065.660""","=""173526.505""","=""5s2.5p4.(3P<2>).5d""","=""2[2]""","=""3/2""","=""5s2.5p4.(3P<0>).6p""","=""2[1]*""","=""3/2""",4,4,,"=""T8611""","=""L14869""",
Cs,3,"=""191.0344""","=""0.0002""","=""191.03448""","=""0.00004""","=""3000""","=""9.03e+07""",,"=""150093.899""","=""202440.470""","=""5s2.5p4.(1D<2>).5d""","=""2[3]""","=""5/2""","=""5s2.5p4.(1D<2>).4f""","=""2[3]*""","=""5/2""",6,6,,"=""T8611""","=""L14869""",
Cs,3,"=""191.54952""","=""0.00020""","=""191.54973""","=""0.00003""","=""15000""","=""8.88e+07""",,"=""128532.528""","=""180738.292""","=""5s2.5p4.(3P<2>).5d""","=""2[4]""","=""7/2""","=""5s2.5p4.(3P<2>).4f""","=""2[4]*""","=""7/2""",8,8,,"=""T8611""","=""L14869""",
