element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Fe,2,"=""459.60084""","=""0.00012""","=""459.60089""","=""0.00004""","=""180""","=""5.8e+05""",D+,"=""50212.836""","=""71964.750""","=""3d6.(3P1).4s""","=""c 4P""","=""5/2""","=""3d6.(3D).4p""","=""w 4P*""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c139""",
Fe,1,"=""459.60602""","=""0.00006""","=""459.60598""","=""0.00003""","=""680""","=""1.50e+06""",C+,"=""29056.324""","=""50807.997""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5P*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""f 7D""","=""4""",7,9,,"=""T5720""","=""L11631""",
Fe,1,"=""459.64152""","=""0.00017""","=""459.64153""","=""0.00003""","=""117""","=""2.3e+05""",E,"=""29469.024""","=""51219.015""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5P*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""e 5G""","=""3""",5,7,,"=""T2578n""","=""L11631""",
Fe,2,"=""459.84853""","=""0.00017""","=""459.848536""","=""0.000021""","=""120""","=""1.1e+06""",D+,"=""62945.045""","=""84685.245""","=""3d6.(3F2).4p""","=""x 4D*""","=""7/2""","=""3d6.(5D).4d""","=""f 4D""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c139""",
Fe,1,"=""460.09337""","=""0.00017""","=""460.09314""","=""0.00003""","=""372""","=""7.79e+04""",C,"=""26105.908""","=""47834.550""","=""3d7.(2H).4s""","=""b 3H""","=""6""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 3G*""","=""5""",13,11,,"=""T5720""","=""L11631""",
Fe,1,"=""460.20007""","=""0.00006""","=""460.20006""","=""0.00003""","=""760""","=""7.36e+04""",A,"=""12968.554""","=""34692.148""","=""3d7.(4F).4s""","=""a 3F""","=""2""","=""3d7.(4F).4p""","=""y 5F*""","=""1""",5,3,,"=""T3831""","=""L11631""",
Fe,1,"=""460.29407""","=""0.00006""","=""460.29405""","=""0.00003""","=""12900""","=""1.72e+05""",A,"=""11976.239""","=""33695.397""","=""3d7.(4F).4s""","=""a 3F""","=""4""","=""3d7.(4F).4p""","=""y 5F*""","=""5""",9,11,,"=""T3831""","=""L11631""",
Fe,1,"=""460.33421""","=""0.00017""","=""460.33430""","=""0.00003""","=""95""","=""5.3e+04""",E,"=""22946.816""","=""44664.075""","=""3d7.(4P).4s""","=""b 3P""","=""1""","=""3d6.(3F2).4s.4p.(3P*)""","=""v 5D*""","=""2""",3,5,,"=""T2578n""","=""L11631""",
Fe,1,"=""460.39486""","=""0.00017""","=""460.39483""","=""0.00005""","=""100""","=""5.8e+04""",E,"=""24118.819""","=""45833.223""","=""3d6.4s2""","=""b 3G""","=""4""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 5G*""","=""4""",9,9,,"=""T2578n""","=""L11631""",
Fe,3,"=""460.713""","=""0.020""","=""460.7049""","=""0.0023""","=""""","=""4.1e-02""",C+,"=""0.00""","=""21699.79""","=""3d6""","=""5D""","=""4""","=""3d6""","=""a 3F""","=""3""",9,7,M1,"=""u45""","=""L3453""",
Fe,1,"=""461.11846""","=""0.00006""","=""461.11838""","=""0.00003""","=""145""","=""6.64e+04""",D+,"=""22996.674""","=""44677.006""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7F*""","=""4""","=""3d6.(5D).4s (6D).5s""","=""e 5D""","=""4""",9,9,,"=""T5783""","=""L11631""",
Fe,1,"=""461.32024""","=""0.00006""","=""461.32025""","=""0.00003""","=""1450""","=""2.5e+06""",D,"=""26550.479""","=""48221.324""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""0""","=""3d7.(4F).5s""","=""e 5F""","=""1""",1,3,,"=""T2578n""","=""L11631""",
Fe,1,"=""461.42051""","=""0.00017""","=""461.42052""","=""0.00003""","=""145""","=""2.8e+05""",E,"=""26623.735""","=""48289.871""","=""3d7.(2D2).4s""","=""a 3D""","=""2""","=""3d5.(6S).4s2.4p""","=""v 5P*""","=""1""",5,3,,"=""T2578n""","=""L11631""",
Fe,1,"=""461.87574""","=""0.00006""","=""461.87572""","=""0.00003""","=""1660""","=""1.36e+05""",B,"=""23783.619""","=""45428.402""","=""3d6.4s2""","=""b 3G""","=""5""","=""3d6.(3H).4s.4p.(3P*)""","=""y 3G*""","=""4""",11,9,,"=""T5720""","=""L11631""",
Fe,1,"=""461.92877""","=""0.00006""","=""461.92880""","=""0.00003""","=""2450""","=""5.2e+06""",D,"=""29056.324""","=""50698.620""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5P*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""f 5D""","=""2""",7,5,,"=""T2578n""","=""L11631""",
Fe,2,"=""462.0513""","=""0.0015""","=""462.051281""","=""0.000013""","=""60""","=""2.5e+04""",C+,"=""22810.3459""","=""44446.9051""","=""3d6.(3F2).4s""","=""b 4F""","=""7/2""","=""3d6.(5D).4p""","=""z 4D*""","=""7/2""",8,8,,"=""T7589""","=""L7357,L18198""",
Fe,2,"=""462.8779""","=""0.0003""","=""462.877700""","=""0.000022""","=""50""","=""1.0e+06""",D+,"=""63272.981""","=""84870.911""","=""3d6.(3F2).4p""","=""x 4D*""","=""5/2""","=""3d6.(5D).4d""","=""f 4D""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""462.93317""","=""0.00005""","=""462.933113""","=""0.000019""","=""350""","=""1.7e+05""",C,"=""22637.1950""","=""44232.5398""","=""3d6.(3F2).4s""","=""b 4F""","=""9/2""","=""3d6.(5D).4p""","=""z 4F*""","=""9/2""",10,10,,"=""T7589""","=""L18349c139""",
Fe,1,"=""463.01200""","=""0.00006""","=""463.01197""","=""0.00003""","=""830""","=""1.15e+05""",D+,"=""18378.186""","=""39969.853""","=""3d6.4s2""","=""a 3P2""","=""2""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5D*""","=""3""",5,7,,"=""T5720""","=""L11631""",
Fe,2,"=""""","=""""","=""463.227624""","=""0.000024""","=""""","=""7.1e-03""",E,"=""0.0000""","=""21581.6151""","=""3d6.(5D).4s""","=""a 6D""","=""9/2""","=""3d6.(3H).4s""","=""a 4H""","=""9/2""",10,10,M1,"=""T9588c100""","=""""",
Fe,1,"=""463.29114""","=""0.00006""","=""463.29113""","=""0.00003""","=""1510""","=""7.59e+04""",A,"=""12968.554""","=""34547.211""","=""3d7.(4F).4s""","=""a 3F""","=""2""","=""3d7.(4F).4p""","=""y 5F*""","=""2""",5,5,,"=""T3831""","=""L11631""",
Fe,1,"=""463.3756""","=""0.0004""","=""463.37546""","=""0.00007""","=""89bl""","=""4.7e+04""",E,"=""24338.767""","=""45913.497""","=""3d6.4s2""","=""b 3G""","=""3""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 5G*""","=""3""",7,7,,"=""T2578n""","=""L11631""",
Fe,2,"=""463.53177""","=""0.00009""","=""463.53170""","=""0.00004""","=""220""","=""1.0e+06""",D+,"=""48039.109""","=""69606.567""","=""3d7""","=""d 2D1""","=""5/2""","=""3d6.(3G).4p""","=""y 2F*""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c139""",
Fe,1,"=""463.5617""","=""0.0003""","=""463.56159""","=""0.00003""","=""89""","=""1.0e+04""",E,"=""23110.939""","=""44677.006""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7F*""","=""3""","=""3d6.(5D).4s (6D).5s""","=""e 5D""","=""4""",7,9,,"=""T2578n""","=""L11631""",
Fe,1,"=""463.58459""","=""0.00006""","=""463.58462""","=""0.00003""","=""870""","=""2.72e+05""",C+,"=""22946.816""","=""44511.812""","=""3d7.(4P).4s""","=""b 3P""","=""1""","=""3d7.(4P).4p""","=""y 5S*""","=""2""",3,5,,"=""T5720""","=""L11631""",
Fe,1,"=""463.75030""","=""0.00006""","=""463.75029""","=""0.00003""","=""2950""","=""2.8e+06""",D,"=""26479.381""","=""48036.673""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""1""","=""3d7.(4F).5s""","=""e 5F""","=""2""",3,5,,"=""T2578n""","=""L11631""",
Fe,1,"=""463.8010""","=""0.0004""","=""463.80096""","=""0.00003""","=""2450bl""","=""3.37e+06""",C+,"=""29056.324""","=""50611.261""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5P*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""e 7P""","=""3""",7,7,,"=""T5720""","=""L11631""",
Fe,2,"=""463.9674""","=""""","=""463.967372""","=""0.000022""","="":""","=""6.4e-01""",C,"=""862.6118""","=""22409.8178""","=""3d6.(5D).4s""","=""a 6D""","=""3/2""","=""3d6.(3P2).4s""","=""b 4P""","=""1/2""",4,2,M1,"=""T8961""","=""L22760""",
Fe,2,"=""464.0802""","=""0.0006""","=""464.08038""","=""0.00003""","=""28bl(Fe II)*""","=""7.1e+05""",D+,"=""62171.624""","=""83713.583""","=""3d5.(6S).4s.4p.(3P*)""","=""y 6P*""","=""7/2""","=""3d6.(5D).4d""","=""6D""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c148""",
Fe,1,"=""464.34631""","=""0.00006""","=""464.34634""","=""0.00003""","=""1410""","=""4.41e+06""",B,"=""29469.024""","=""50998.645""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5P*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""f 7D""","=""2""",5,5,,"=""T5720""","=""L11631""",
Fe,1,"=""464.74339""","=""0.00006""","=""464.74340""","=""0.00003""","=""16200""","=""1.25e+06""",B,"=""23783.619""","=""45294.846""","=""3d6.4s2""","=""b 3G""","=""5""","=""3d6.(3H).4s.4p.(3P*)""","=""y 3G*""","=""5""",11,11,,"=""T5720""","=""L11631""",
Fe,1,"=""464.98162""","=""0.00017""","=""464.98163""","=""0.00003""","=""219""","=""6.4e+04""",E,"=""26105.908""","=""47606.114""","=""3d7.(2H).4s""","=""b 3H""","=""6""","=""3d6.(3G).4s.4p.(3P*)""","=""v 5F*""","=""5""",13,11,,"=""T2578n""","=""L11631""",
Fe,1,"=""465.44980""","=""0.00007""","=""465.44977""","=""0.00003""","=""3020""","=""5.64e+04""",A,"=""12560.934""","=""34039.516""","=""3d7.(4F).4s""","=""a 3F""","=""3""","=""3d7.(4F).4p""","=""y 5F*""","=""4""",7,9,,"=""T3831""","=""L11631""",
Fe,1,"=""465.4605""","=""0.0004""","=""465.46080""","=""0.00003""","=""1740bl""","=""3.68e+06""",B,"=""29056.324""","=""50534.397""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5P*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""f 5D""","=""3""",7,7,,"=""T5720""","=""L11631""",
Fe,2,"=""465.6981""","=""0.0004""","=""465.697623""","=""0.000020""","=""40""","=""1.4e+04""",C,"=""23317.6351""","=""44784.7859""","=""3d5.4s2""","=""a 6S""","=""5/2""","=""3d6.(5D).4p""","=""z 4D*""","=""5/2""",6,6,,"=""T7589""","=""L18349c139""",
Fe,1,"=""465.75845""","=""0.00017""","=""465.75852""","=""0.00003""","=""170""","=""1.5e+05""",D,"=""22946.816""","=""44411.160""","=""3d7.(4P).4s""","=""b 3P""","=""1""","=""3d6.(3P2).4s.4p.(3P*)""","=""w 5D*""","=""1""",3,3,,"=""T2578n""","=""L11631""",
Fe,3,"=""465.810""","=""0.010""","=""465.811""","=""0.003""","=""""","=""4.30e-01""",B,"=""0.00""","=""21461.92""","=""3d6""","=""5D""","=""4""","=""3d6""","=""a 3F""","=""4""",9,9,M1,"=""u45""","=""L3453""",
Fe,1,"=""465.82944""","=""0.00017""","=""465.82940""","=""0.00003""","=""123""","=""3.5e+04""",E,"=""26351.040""","=""47812.118""","=""3d7.(2H).4s""","=""b 3H""","=""5""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 3G*""","=""4""",11,9,,"=""T2578n""","=""L11631""",
Fe,1,"=""466.15341""","=""0.00017""","=""466.15348""","=""0.00005""","=""158""","=""3.3e+06""",E,"=""36766.966""","=""58213.124""","=""3d6.(5D).4s.4p.(1P*)""","=""y 5P*""","=""3""","=""3d6.4s.(4D).4d""","=""5P""","=""2""",7,5,,"=""T2578n""","=""L11631""",
Fe,1,"=""466.19699""","=""0.00007""","=""466.19703""","=""0.00003""","=""1100""","=""1.38e+05""",B,"=""24118.819""","=""45562.974""","=""3d6.4s2""","=""b 3G""","=""4""","=""3d6.(3H).4s.4p.(3P*)""","=""y 3G*""","=""3""",9,7,,"=""T5720""","=""L11631""",
Fe,1,"=""466.31779""","=""0.00017""","=""466.31782""","=""0.00003""","=""195""","=""4.3e+05""",E,"=""28604.613""","=""50043.213""","=""3d7.(2D2).4s""","=""a 1D""","=""2""","=""3d7.(2P).4p""","=""w 3P*""","=""1""",5,3,,"=""T2578n""","=""L11631""",
Fe,2,"=""""","=""""","=""466.444715""","=""0.000024""","=""""","=""1.99e-01""",C+,"=""977.0498""","=""22409.8178""","=""3d6.(5D).4s""","=""a 6D""","=""1/2""","=""3d6.(3P2).4s""","=""b 4P""","=""1/2""",2,2,M1,"=""T9588c100""","=""""",
Fe,2,"=""466.6744""","=""0.0004""","=""466.674958""","=""0.000020""","=""60""","=""1.3e+04""",E,"=""22810.3459""","=""44232.5398""","=""3d6.(3F2).4s""","=""b 4F""","=""7/2""","=""3d6.(5D).4p""","=""z 4F*""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c139""",
Fe,3,"=""466.703""","=""""","=""466.703""","=""0.003""","="":""","=""2.6e-02""",C,"=""436.19""","=""21857.08""","=""3d6""","=""5D""","=""3""","=""3d6""","=""a 3F""","=""2""",7,5,M1,"=""u45""","=""L3495""",
Fe,1,"=""466.74528""","=""0.00007""","=""466.74533""","=""0.00003""","=""5400""","=""6.03e+06""",B,"=""29056.324""","=""50475.288""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5P*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""e 7P""","=""4""",7,9,,"=""T5720""","=""L11631""",
Fe,1,"=""466.91708""","=""0.00007""","=""466.91724""","=""0.00003""","=""1230""","=""6.27e+06""",C+,"=""29469.024""","=""50880.102""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5P*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""f 5D""","=""1""",5,3,,"=""T5720""","=""L11631""",
Fe,2,"=""467.0170""","=""0.0015""","=""467.017010""","=""0.000020""","=""16""","=""3.e+03""",E,"=""20830.5534""","=""42237.0575""","=""3d6.(3P2).4s""","=""b 4P""","=""5/2""","=""3d6.(5D).4p""","=""z 6F*""","=""7/2""",6,8,,"=""T6892c83""","=""L7357""",
Fe,1,"=""467.31633""","=""0.00007""","=""467.31636""","=""0.00003""","=""1380""","=""3.81e+06""",D+,"=""29469.024""","=""50861.816""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5P*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""f 7D""","=""3""",5,7,,"=""T5720""","=""L11631""",
Fe,1,"=""467.46474""","=""0.00017""","=""467.46480""","=""0.00003""","=""120""","=""1.2e+03""",E,"=""12560.934""","=""33946.933""","=""3d7.(4F).4s""","=""a 3F""","=""3""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3P*""","=""2""",7,5,,"=""T2578n""","=""L11631""",
Fe,1,"=""467.88455""","=""0.00007""","=""467.88456""","=""0.00003""","=""6200""","=""4.97e+06""",B,"=""29056.324""","=""50423.137""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5P*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""f 5D""","=""4""",7,9,,"=""T5720""","=""L11631""",
Fe,1,"=""467.9224""","=""0.0004""","=""467.92253""","=""0.00003""","=""302bl*""","=""1.29e+05""",C+,"=""26224.969""","=""47590.048""","=""3d7.(2D2).4s""","=""a 3D""","=""3""","=""3d6.(3G).4s.4p.(3P*)""","=""w 5G*""","=""4""",7,9,,"=""T6110""","=""L11631""",
Fe,1,"=""468.02945""","=""0.00007""","=""468.02946""","=""0.00003""","=""269""","=""7.32e+03""",A,"=""12968.554""","=""34328.752""","=""3d7.(4F).4s""","=""a 3F""","=""2""","=""3d7.(4F).4p""","=""y 5F*""","=""3""",5,7,,"=""T3831""","=""L11631""",
Fe,1,"=""468.04669""","=""0.00018""","=""468.04672""","=""0.00003""","=""170""","=""1.90e+05""",D,"=""23051.750""","=""44411.160""","=""3d7.(4P).4s""","=""b 3P""","=""0""","=""3d6.(3P2).4s.4p.(3P*)""","=""w 5D*""","=""1""",1,3,,"=""T5720""","=""L11631""",
Fe,1,"=""468.25601""","=""0.00018""","=""468.25580""","=""0.00003""","=""129""","=""3.7e+04""",E,"=""23711.456""","=""45061.329""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7P*""","=""4""","=""3d6.(5D).4s (6D).5s""","=""e 5D""","=""3""",9,7,,"=""T2578n""","=""L11631""",
Fe,1,"=""468.35594""","=""0.00007""","=""468.35601""","=""0.00003""","=""468""","=""2.92e+05""",C,"=""22838.323""","=""44183.628""","=""3d7.(4P).4s""","=""b 3P""","=""2""","=""3d6.(3P2).4s.4p.(3P*)""","=""w 5D*""","=""2""",5,5,,"=""T5720""","=""L11631""",
Fe,1,"=""468.50243""","=""0.00018""","=""468.50235""","=""0.00005""","=""155""","=""3.2e+04""",E,"=""22946.816""","=""44285.454""","=""3d7.(4P).4s""","=""b 3P""","=""1""","=""3d6.(3F2).4s.4p.(3P*)""","=""w 5F*""","=""2""",3,5,,"=""T2578n""","=""L11631""",
Fe,1,"=""468.73862""","=""0.00007""","=""468.73860""","=""0.00003""","=""560""","=""7.50e+04""",C,"=""22838.323""","=""44166.206""","=""3d7.(4P).4s""","=""b 3P""","=""2""","=""3d6.(3F2).4s.4p.(3P*)""","=""v 5D*""","=""3""",5,7,,"=""T5720""","=""L11631""",
Fe,2,"=""""","=""""","=""468.75561""","=""0.00003""","=""""","=""1.8e-03""",E,"=""384.7872""","=""21711.8963""","=""3d6.(5D).4s""","=""a 6D""","=""7/2""","=""3d6.(3H).4s""","=""a 4H""","=""7/2""",8,8,M1,"=""T9588c100""","=""""",
Fe,1,"=""469.0138""","=""0.0004""","=""469.01375""","=""0.00003""","=""620bl""","=""2.29e+06""",C+,"=""29732.736""","=""51048.107""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5P*""","=""1""","=""3d6.(5D).4s (6D).4d""","=""f 7D""","=""1""",3,3,,"=""T5720""","=""L11631""",
Fe,1,"=""469.14114""","=""0.00007""","=""469.14115""","=""0.00003""","=""11200""","=""1.01e+06""",B+,"=""24118.819""","=""45428.402""","=""3d6.4s2""","=""b 3G""","=""4""","=""3d6.(3H).4s.4p.(3P*)""","=""y 3G*""","=""4""",9,9,,"=""T5720""","=""L11631""",
Fe,1,"=""470.1044""","=""0.0004""","=""470.10447""","=""0.00003""","=""407bl*""","=""8.40e+05""",D+,"=""19912.495""","=""41178.412""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""2""","=""3d8""","=""3P""","=""1""",5,3,,"=""T5720""","=""L11631""",
Fe,1,"=""470.1044""","=""0.0004""","=""470.10464""","=""0.00003""","=""407bl*""","=""7.2e+05""",E,"=""29732.736""","=""50998.645""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5P*""","=""1""","=""3d6.(5D).4s (6D).4d""","=""f 7D""","=""2""",3,5,,"=""T2578n""","=""L11631""",
Fe,3,"=""470.162""","=""0.020""","=""470.1557""","=""0.0024""","=""""","=""2.3e-01""",C+,"=""436.19""","=""21699.79""","=""3d6""","=""5D""","=""3""","=""3d6""","=""a 3F""","=""3""",7,7,M1,"=""u45""","=""L3453""",
Fe,1,"=""470.49478""","=""0.00007""","=""470.49477""","=""0.00005""","=""950""","=""8.8e+06""",D,"=""29732.736""","=""50981.012""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5P*""","=""1""","=""3d6.(5D).4s (6D).4d""","=""f 5D""","=""0""",3,1,,"=""T2578n""","=""L11631""",
Fe,1,"=""470.54567""","=""0.00018""","=""470.54568""","=""0.00003""","=""295""","=""2.3e+05""",E,"=""28604.613""","=""49850.590""","=""3d7.(2D2).4s""","=""a 1D""","=""2""","=""3d7.(2G).4p""","=""v 3G*""","=""3""",5,7,,"=""T2578n""","=""L11631""",
Fe,1,"=""470.74874""","=""0.00007""","=""470.74875""","=""0.00003""","=""780""","=""2.92e+05""",C,"=""22946.816""","=""44183.628""","=""3d7.(4P).4s""","=""b 3P""","=""1""","=""3d6.(3P2).4s.4p.(3P*)""","=""w 5D*""","=""2""",3,5,,"=""T5720""","=""L11631""",
Fe,1,"=""470.89682""","=""0.00007""","=""470.89683""","=""0.00005""","=""780""","=""3.98e+05""",C,"=""29356.744""","=""50586.878""","=""3d6.4s2""","=""b 3D""","=""2""","=""3d7.(2G).4p""","=""z 1F*""","=""3""",5,7,,"=""T5720""","=""L11631""",
Fe,1,"=""471.02830""","=""0.00007""","=""471.02833""","=""0.00003""","=""8900""","=""1.05e+06""",B+,"=""24338.767""","=""45562.974""","=""3d6.4s2""","=""b 3G""","=""3""","=""3d6.(3H).4s.4p.(3P*)""","=""y 3G*""","=""3""",7,7,,"=""T5720""","=""L11631""",
Fe,1,"=""471.21053""","=""0.00018""","=""471.21052""","=""0.00003""","=""138""","=""8.5e+04""",E,"=""24335.766""","=""45551.767""","=""3d7.(2P).4s""","=""c 3P""","=""2""","=""3d6.(3P2).4s.4p.(3P*)""","=""x 3D*""","=""1""",5,3,,"=""T2578n""","=""L11631""",
Fe,1,"=""471.4070""","=""0.0003""","=""471.40672""","=""0.00007""","=""45""","=""1.8e+06""",E,"=""36766.966""","=""57974.137""","=""3d6.(5D).4s.4p.(1P*)""","=""y 5P*""","=""3""","=""3d6.(5D).4s (4D).4d""","=""i 5D""","=""2""",7,5,,"=""T2578n""","=""L11631""",
Fe,1,"=""471.4118""","=""0.0003""","=""471.41183""","=""0.00003""","=""20""","=""6.5e+04""",E,"=""26627.609""","=""47834.550""","=""3d7.(2H).4s""","=""b 3H""","=""4""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 3G*""","=""5""",9,11,,"=""T2578n""","=""L11631""",
Fe,2,"=""""","=""""","=""471.63675""","=""0.00003""","=""""","=""8.8e-04""",E,"=""384.7872""","=""21581.6151""","=""3d6.(5D).4s""","=""a 6D""","=""7/2""","=""3d6.(3H).4s""","=""a 4H""","=""9/2""",8,10,M1,"=""T8961""","=""""",
Fe,2,"=""""","=""""","=""472.013853""","=""0.000020""","=""""","=""8.e+02""",E,"=""25787.5816""","=""46967.4751""","=""3d6.(3P2).4s""","=""b 2P""","=""3/2""","=""3d6.(5D).4p""","=""z 4P*""","=""5/2""",4,6,,"=""T6892c83""","=""""",
Fe,1,"=""472.10003""","=""0.00007""","=""472.10004""","=""0.00003""","=""790""","=""4.30e+04""",C+,"=""24118.819""","=""45294.846""","=""3d6.4s2""","=""b 3G""","=""4""","=""3d6.(3H).4s.4p.(3P*)""","=""y 3G*""","=""5""",9,11,,"=""T5720""","=""L11631""",
Fe,1,"=""472.61367""","=""0.00018""","=""472.61368""","=""0.00003""","=""89""","=""3.9e+04""",E,"=""24180.862""","=""45333.875""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7P*""","=""3""","=""3d6.(5D).4s (6D).5s""","=""e 5D""","=""2""",7,5,,"=""T2578n""","=""L11631""",
Fe,1,"=""472.73943""","=""0.00007""","=""472.73989""","=""0.00003""","=""2090""","=""6.85e+06""",C+,"=""29732.736""","=""50880.102""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5P*""","=""1""","=""3d6.(5D).4s (6D).4d""","=""f 5D""","=""1""",3,3,,"=""T5720""","=""L11631""",
Fe,2,"=""472.8070""","=""""","=""472.807038""","=""0.000018""","="":""","=""5.86e-01""",C+,"=""667.6829""","=""21812.0454""","=""3d6.(5D).4s""","=""a 6D""","=""5/2""","=""3d6.(3P2).4s""","=""b 4P""","=""3/2""",6,4,M1,"=""T9588,T10588c104""","=""L22747,L22760""",
Fe,1,"=""472.85454""","=""0.00007""","=""472.85457""","=""0.00003""","=""2090""","=""2.87e+06""",C,"=""29469.024""","=""50611.261""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5P*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""e 7P""","=""3""",5,7,,"=""T5720""","=""L11631""",
Fe,1,"=""472.90189""","=""0.00007""","=""472.90192""","=""0.00005""","=""780""","=""6.59e+05""",C+,"=""32873.632""","=""54013.752""","=""3d8""","=""c 3F""","=""4""","=""3d6.(3D).4s.4p.(3P*)""","=""5F*""","=""5""",9,11,,"=""T5720""","=""L11631""",
Fe,1,"=""472.96763""","=""0.00018""","=""472.96784""","=""0.00003""","=""174""","=""1.6e+05""",E,"=""27394.691""","=""48531.865""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""3""","=""3d7.(4F).5s""","=""e 3F""","=""3""",7,7,,"=""T2578n""","=""L11631""",
Fe,2,"=""473.1439""","=""0.0015""","=""473.144766""","=""0.000016""","=""110aff(Fe I)""","=""2.8e+04""",E,"=""23317.6351""","=""44446.9051""","=""3d5.4s2""","=""a 6S""","=""5/2""","=""3d6.(5D).4p""","=""z 4D*""","=""7/2""",6,8,,"=""T6892c83""","=""L7357""",
Fe,2,"=""473.2928""","=""0.0004""","=""473.29258""","=""0.00007""","=""6bl(Fe II)*""","=""9.e+04""",D,"=""83871.208""","=""104993.879""","=""3d6.(1F).4p""","=""v 2G*""","=""9/2""","=""3d6.(3F2).4d""","=""4D""","=""7/2""",10,8,,"=""T6892c83""","=""L18349c148""",
Fe,1,"=""473.35913""","=""0.00007""","=""473.35912""","=""0.00003""","=""2690""","=""3.41e+04""",A,"=""11976.239""","=""33095.941""","=""3d7.(4F).4s""","=""a 3F""","=""4""","=""3d7.(4F).4p""","=""y 5D*""","=""4""",9,9,,"=""T3831""","=""L11631""",
Fe,3,"=""473.393""","=""0.020""","=""473.393""","=""0.003""","=""""","=""9.1e-02""",C+,"=""738.87""","=""21857.08""","=""3d6""","=""5D""","=""2""","=""3d6""","=""a 3F""","=""2""",5,5,M1,"=""u45""","=""L3453""",
Fe,1,"=""473.40977""","=""0.00018""","=""473.40980""","=""0.00007""","=""302""","=""1.6e+06""",E,"=""34636.792""","=""55754.233""","=""3d6.4s2""","=""b 1D2""","=""2""","=""3d7.(2D2).4p""","=""w 1D*""","=""2""",5,5,,"=""T2578n""","=""L11631""",
Fe,1,"=""473.58436""","=""0.00007""","=""473.58428""","=""0.00007""","=""63""","=""1.28e+06""",D+,"=""32873.632""","=""53983.293""","=""3d8""","=""c 3F""","=""4""","=""3d6.(3G).4s.4p.(3P*)""","=""t 3G*""","=""5""",9,11,,"=""T5720""","=""L11631""",
Fe,1,"=""473.67731""","=""0.00007""","=""473.67727""","=""0.00003""","=""18200""","=""4.78e+06""",B,"=""25899.989""","=""47005.506""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""4""","=""3d7.(4F).5s""","=""e 5F""","=""5""",9,11,,"=""T5720""","=""L11631""",
Fe,1,"=""473.76350""","=""0.00007""","=""473.76347""","=""0.00003""","=""510""","=""1.87e+05""",C+,"=""26351.040""","=""47452.717""","=""3d7.(2H).4s""","=""b 3H""","=""5""","=""3d7.(2G).4p""","=""z 1G*""","=""4""",11,9,,"=""T5720""","=""L11631""",
