element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
He,1,"=""921.0337""","=""""","=""921.032618""","=""0.000005""","=""2*""","=""2.2685e+03""",AAA,"=""[186101.54358476]""","=""[196955.943578608]""","=""1s.3d""","=""3D""","=""3""","=""1s.9f""","=""3F*""","=""2""",7,5,,"=""T8636c73""","=""L551""",
He,1,"=""921.0337""","=""""","=""921.032682""","=""0.000005""","=""2*""","=""5.1041e+05""",AAA,"=""[186101.54358476]""","=""[196955.942822912]""","=""1s.3d""","=""3D""","=""3""","=""1s.9f""","=""3F*""","=""4""",7,9,,"=""T8636c73""","=""L551""",
He,1,"=""921.0337""","=""""","=""921.032717""","=""0.000005""","=""2*""","=""4.3822e+04""",AAA,"=""[186101.54358476]""","=""[196955.942410380]""","=""1s.3d""","=""3D""","=""3""","=""1s.9f""","=""3F*""","=""3""",7,7,,"=""T8636c73""","=""L551""",
He,1,"=""921.0337""","=""""","=""921.032831""","=""0.000005""","=""2*""","=""7.9378e+04""",AAA,"=""[186101.54609533]""","=""[196955.943578608]""","=""1s.3d""","=""3D""","=""2""","=""1s.9f""","=""3F*""","=""2""",5,5,,"=""T8636c73""","=""L551""",
He,1,"=""921.0337""","=""""","=""921.032931""","=""0.000005""","=""2*""","=""3.5681e+05""",AAA,"=""[186101.54609533]""","=""[196955.942410380]""","=""1s.3d""","=""3D""","=""2""","=""1s.9f""","=""3F*""","=""3""",5,7,,"=""T8636c73""","=""L551""",
He,1,"=""921.0337""","=""""","=""921.036582""","=""0.000005""","=""2*""","=""4.2875e+05""",AAA,"=""[186101.59029341]""","=""[196955.943578608]""","=""1s.3d""","=""3D""","=""1""","=""1s.9f""","=""3F*""","=""2""",3,5,,"=""T8636c73""","=""L551""",
He,1,"=""""","=""""","=""921.322851""","=""0.000005""","=""""","=""3.9961e+05""",AAA,"=""[186104.96409510]""","=""[196955.944780980]""","=""1s.3d""","=""1D""","=""2""","=""1s.9f""","=""1F*""","=""3""",5,7,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""921.323052""","=""0.000005""","=""""","=""1.095e+05""",AA,"=""[186104.96409510]""","=""[196955.942410380]""","=""1s.3d""","=""1D""","=""2""","=""1s.9f""","=""3F*""","=""3""",5,7,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""922.785186""","=""0.000005""","=""""","=""3.1223e+04""",AAA,"=""[186101.54358476]""","=""[196935.32881198]""","=""1s.3d""","=""3D""","=""3""","=""1s.9p""","=""3P*""","=""2""",7,5,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""922.785336""","=""0.000005""","=""""","=""2.7871e+04""",AAA,"=""[186101.54609533]""","=""[196935.32956383]""","=""1s.3d""","=""3D""","=""2""","=""1s.9p""","=""3P*""","=""1""",5,3,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""922.785400""","=""0.000005""","=""""","=""5.5742e+03""",AAA,"=""[186101.54609533]""","=""[196935.32881198]""","=""1s.3d""","=""3D""","=""2""","=""1s.9p""","=""3P*""","=""2""",5,5,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""922.788314""","=""0.000005""","=""""","=""3.7170e+04""",AAA,"=""[186101.59029341]""","=""[196935.33880189]""","=""1s.3d""","=""3D""","=""1""","=""1s.9p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""922.789101""","=""0.000005""","=""""","=""9.2925e+03""",AAA,"=""[186101.59029341]""","=""[196935.32956383]""","=""1s.3d""","=""3D""","=""1""","=""1s.9p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""922.789165""","=""0.000005""","=""""","=""3.7170e+02""",AAA,"=""[186101.59029341]""","=""[196935.32881198]""","=""1s.3d""","=""3D""","=""1""","=""1s.9p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""930.316289""","=""0.000005""","=""""","=""5.1030e+05""",AAA,"=""[186209.3623329]""","=""[196955.446144507]""","=""1s.3p""","=""1P*""","=""1""","=""1s.9d""","=""1D""","=""2""",3,5,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""934.014266""","=""0.000005""","=""""","=""3.0562e+05""",AAA,"=""[186209.3623329]""","=""[196912.9000793]""","=""1s.3p""","=""1P*""","=""1""","=""1s.9s""","=""1S""","=""0""",3,1,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""946.353679""","=""0.000008""","=""10*""","=""5.6868e+05""",AAA,"=""[183236.789095]""","=""[193800.7649571]""","=""1s.3s""","=""3S""","=""1""","=""1s.5p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""946.358646""","=""0.000008""","=""10*""","=""5.6868e+05""",AAA,"=""[183236.789095]""","=""[193800.7095104]""","=""1s.3s""","=""3S""","=""1""","=""1s.5p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""946.359051""","=""0.000008""","=""10*""","=""5.6868e+05""",AAA,"=""[183236.789095]""","=""[193800.7049900]""","=""1s.3s""","=""3S""","=""1""","=""1s.5p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""951.656220""","=""0.000005""","=""4*""","=""3.4553e+04""",AAA,"=""[185564.55932651]""","=""[196069.673884275]""","=""1s.3p""","=""3P*""","=""2""","=""1s.7d""","=""3D""","=""1""",5,3,,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""951.656532""","=""0.000005""","=""4*""","=""3.1095e+05""",AAA,"=""[185564.55932651]""","=""[196069.670444809]""","=""1s.3p""","=""3P*""","=""2""","=""1s.7d""","=""3D""","=""2""",5,5,,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""951.656554""","=""0.000005""","=""4*""","=""1.2439e+06""",AAA,"=""[185564.55932651]""","=""[196069.670203959]""","=""1s.3p""","=""3P*""","=""2""","=""1s.7d""","=""3D""","=""3""",5,7,,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""951.658212""","=""0.000005""","=""4*""","=""5.1829e+05""",AAA,"=""[185564.5813147]""","=""[196069.673884275]""","=""1s.3p""","=""3P*""","=""1""","=""1s.7d""","=""3D""","=""1""",3,3,,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""951.658524""","=""0.000005""","=""4*""","=""9.3285e+05""",AAA,"=""[185564.5813147]""","=""[196069.670444809]""","=""1s.3p""","=""3P*""","=""1""","=""1s.7d""","=""3D""","=""2""",3,5,,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""951.682735""","=""0.000005""","=""1""","=""6.9105e+05""",AAA,"=""[185564.8520073]""","=""[196069.673884275]""","=""1s.3p""","=""3P*""","=""0""","=""1s.7d""","=""3D""","=""1""",1,3,,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""952.443284""","=""0.000005""","=""""","=""2.5364e+04""",AAA,"=""[186104.96409510]""","=""[196601.39764087]""","=""1s.3d""","=""1D""","=""2""","=""1s.8p""","=""1P*""","=""1""",5,3,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""952.615508""","=""0.000005""","=""""","=""1.994e+04""",AA,"=""[186101.54358476]""","=""[196596.079486447]""","=""1s.3d""","=""3D""","=""3""","=""1s.8f""","=""1F*""","=""3""",7,7,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""952.615736""","=""0.000005""","=""""","=""1.502e+05""",AA,"=""[186101.54609533]""","=""[196596.079486447]""","=""1s.3d""","=""3D""","=""2""","=""1s.8f""","=""1F*""","=""3""",5,7,,"=""T8636c73""","=""""",
He,1,"=""952.617""","=""""","=""952.615658""","=""0.000005""","=""3*""","=""3.3834e+03""",AAA,"=""[186101.54358476]""","=""[196596.077835935]""","=""1s.3d""","=""3D""","=""3""","=""1s.8f""","=""3F*""","=""2""",7,5,,"=""T8636c73""","=""L8200""",
He,1,"=""952.617""","=""""","=""952.615755""","=""0.000005""","=""3*""","=""7.6127e+05""",AAA,"=""[186101.54358476]""","=""[196596.076759854]""","=""1s.3d""","=""3D""","=""3""","=""1s.8f""","=""3F*""","=""4""",7,9,,"=""T8636c73""","=""L8200""",
He,1,"=""952.617""","=""""","=""952.615810""","=""0.000005""","=""3*""","=""6.4641e+04""",AAA,"=""[186101.54358476]""","=""[196596.076153965]""","=""1s.3d""","=""3D""","=""3""","=""1s.8f""","=""3F*""","=""3""",7,7,,"=""T8636c73""","=""L8200""",
He,1,"=""952.617""","=""""","=""952.615885""","=""0.000005""","=""3*""","=""1.1839e+05""",AAA,"=""[186101.54609533]""","=""[196596.077835935]""","=""1s.3d""","=""3D""","=""2""","=""1s.8f""","=""3F*""","=""2""",5,5,,"=""T8636c73""","=""L8200""",
He,1,"=""952.617""","=""""","=""952.616038""","=""0.000005""","=""3*""","=""5.2655e+05""",AAA,"=""[186101.54609533]""","=""[196596.076153965]""","=""1s.3d""","=""3D""","=""2""","=""1s.8f""","=""3F*""","=""3""",5,7,,"=""T8636c73""","=""L8200""",
He,1,"=""952.617""","=""""","=""952.619897""","=""0.000005""","=""3*""","=""6.3946e+05""",AAA,"=""[186101.59029341]""","=""[196596.077835935]""","=""1s.3d""","=""3D""","=""1""","=""1s.8f""","=""3F*""","=""2""",3,5,,"=""T8636c73""","=""L8200""",
He,1,"=""""","=""""","=""952.926401""","=""0.000005""","=""""","=""1.697e+05""",AA,"=""[186104.96409510]""","=""[196596.076153965]""","=""1s.3d""","=""1D""","=""2""","=""1s.8f""","=""3F*""","=""3""",5,7,,"=""T8636c73""","=""""",
He,1,"=""952.927""","=""""","=""952.926098""","=""0.000005""","=""1""","=""5.8976e+05""",AAA,"=""[186104.96409510]""","=""[196596.079486447]""","=""1s.3d""","=""1D""","=""2""","=""1s.8f""","=""1F*""","=""3""",5,7,,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""955.289013""","=""0.000005""","=""""","=""4.5676e+04""",AAA,"=""[186101.54358476]""","=""[196566.7092158]""","=""1s.3d""","=""3D""","=""3""","=""1s.8p""","=""3P*""","=""2""",7,5,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""955.289144""","=""0.000005""","=""""","=""4.0772e+04""",AAA,"=""[186101.54609533]""","=""[196566.7102909]""","=""1s.3d""","=""3D""","=""2""","=""1s.8p""","=""3P*""","=""1""",5,3,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""955.289242""","=""0.000005""","=""""","=""8.1544e+03""",AAA,"=""[186101.54609533]""","=""[196566.7092158]""","=""1s.3d""","=""3D""","=""2""","=""1s.8p""","=""3P*""","=""2""",5,5,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""955.291973""","=""0.000005""","=""""","=""5.4376e+04""",AAA,"=""[186101.59029341]""","=""[196566.7234987]""","=""1s.3d""","=""3D""","=""1""","=""1s.8p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""955.293178""","=""0.000005""","=""""","=""1.3594e+04""",AAA,"=""[186101.59029341]""","=""[196566.7102909]""","=""1s.3d""","=""3D""","=""1""","=""1s.8p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""955.293276""","=""0.000005""","=""""","=""5.4376e+02""",AAA,"=""[186101.59029341]""","=""[196566.7092158]""","=""1s.3d""","=""3D""","=""1""","=""1s.8p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""960.344084""","=""0.000006""","=""1""","=""5.8286e+05""",AAA,"=""[184864.826715]""","=""[195274.90585994]""","=""1s.3s""","=""1S""","=""0""","=""1s.6p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""961.650108""","=""0.000006""","=""""","=""1.26e+00""",A,"=""[184864.826715]""","=""[195260.76790341]""","=""1s.3s""","=""1S""","=""0""","=""1s.6d""","=""1D""","=""2""",1,5,E2,"=""T7378""","=""""",
He,1,"=""""","=""""","=""962.569731""","=""0.000005""","=""""","=""7.3744e+05""",AAA,"=""[186209.3623329]""","=""[196595.371446820]""","=""1s.3p""","=""1P*""","=""1""","=""1s.8d""","=""1D""","=""2""",3,5,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""968.238771""","=""0.000005""","=""""","=""4.4271e+05""",AAA,"=""[186209.3623329]""","=""[196534.5615465]""","=""1s.3p""","=""1P*""","=""1""","=""1s.8s""","=""1S""","=""0""",3,1,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""970.261409""","=""0.000005""","=""3*""","=""4.8062e+05""",AAA,"=""[185564.55932651]""","=""[195868.2343699]""","=""1s.3p""","=""3P*""","=""2""","=""1s.7s""","=""3S""","=""1""",5,3,,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""970.263480""","=""0.000005""","=""3*""","=""2.8837e+05""",AAA,"=""[185564.5813147]""","=""[195868.2343699]""","=""1s.3p""","=""3P*""","=""1""","=""1s.7s""","=""3S""","=""1""",3,3,,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""970.288971""","=""0.000005""","=""""","=""9.6124e+04""",AAA,"=""[185564.8520073]""","=""[195868.2343699]""","=""1s.3p""","=""3P*""","=""0""","=""1s.7s""","=""3S""","=""1""",1,3,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1002.319847""","=""0.000005""","=""""","=""3.9418e+04""",AAA,"=""[186104.96409510]""","=""[196079.08496364]""","=""1s.3d""","=""1D""","=""2""","=""1s.7p""","=""1P*""","=""1""",5,3,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1002.770858""","=""0.000005""","=""""","=""3.363e+04""",AA,"=""[186101.54358476]""","=""[196071.178458823]""","=""1s.3d""","=""3D""","=""3""","=""1s.7f""","=""1F*""","=""3""",7,7,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1002.771111""","=""0.000005""","=""""","=""2.537e+05""",AA,"=""[186101.54609533]""","=""[196071.178458823]""","=""1s.3d""","=""3D""","=""2""","=""1s.7f""","=""1F*""","=""3""",5,7,,"=""T8636c73""","=""""",
He,1,"=""1002.773""","=""""","=""1002.771093""","=""0.000005""","=""6*""","=""5.4147e+03""",AAA,"=""[186101.54358476]""","=""[196071.176123831]""","=""1s.3d""","=""3D""","=""3""","=""1s.7f""","=""3F*""","=""2""",7,5,,"=""T8636c73""","=""L8200""",
He,1,"=""1002.773""","=""""","=""1002.771255""","=""0.000005""","=""6*""","=""1.2183e+06""",AAA,"=""[186101.54358476]""","=""[196071.174517346]""","=""1s.3d""","=""3D""","=""3""","=""1s.7f""","=""3F*""","=""4""",7,9,,"=""T8636c73""","=""L8200""",
He,1,"=""1002.773""","=""""","=""1002.771346""","=""0.000005""","=""6*""","=""1.8947e+05""",AAA,"=""[186101.54609533]""","=""[196071.176123831]""","=""1s.3d""","=""3D""","=""2""","=""1s.7f""","=""3F*""","=""2""",5,5,,"=""T8636c73""","=""L8200""",
He,1,"=""1002.773""","=""""","=""1002.771350""","=""0.000005""","=""6*""","=""1.0174e+05""",AAA,"=""[186101.54358476]""","=""[196071.173571829]""","=""1s.3d""","=""3D""","=""3""","=""1s.7f""","=""3F*""","=""3""",7,7,,"=""T8636c73""","=""L8200""",
He,1,"=""1002.773""","=""""","=""1002.771603""","=""0.000005""","=""6*""","=""8.2928e+05""",AAA,"=""[186101.54609533]""","=""[196071.173571829]""","=""1s.3d""","=""3D""","=""2""","=""1s.7f""","=""3F*""","=""3""",5,7,,"=""T8636c73""","=""L8200""",
He,1,"=""1002.773""","=""""","=""1002.775791""","=""0.000005""","=""6*""","=""1.0234e+06""",AAA,"=""[186101.59029341]""","=""[196071.176123831]""","=""1s.3d""","=""3D""","=""1""","=""1s.7f""","=""3F*""","=""2""",3,5,,"=""T8636c73""","=""L8200""",
He,1,"=""""","=""""","=""1003.115513""","=""0.000005""","=""""","=""2.866e+05""",AA,"=""[186104.96409510]""","=""[196071.173571829]""","=""1s.3d""","=""1D""","=""2""","=""1s.7f""","=""3F*""","=""3""",5,7,,"=""T8636c73""","=""""",
He,1,"=""1003.116""","=""""","=""1003.115021""","=""0.000005""","=""2""","=""9.2892e+05""",AAA,"=""[186104.96409510]""","=""[196071.178458823]""","=""1s.3d""","=""1D""","=""2""","=""1s.7f""","=""1F*""","=""3""",5,7,,"=""T8636c73""","=""L8200""",
He,1,"=""""","=""""","=""1007.202527""","=""0.000005""","=""""","=""7.0927e+04""",AAA,"=""[186101.54358476]""","=""[196027.3124205]""","=""1s.3d""","=""3D""","=""3""","=""1s.7p""","=""3P*""","=""2""",7,5,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1007.202618""","=""0.000005""","=""""","=""6.3312e+04""",AAA,"=""[186101.54609533]""","=""[196027.3140350]""","=""1s.3d""","=""3D""","=""2""","=""1s.7p""","=""3P*""","=""1""",5,3,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1007.202782""","=""0.000005""","=""""","=""1.2662e+04""",AAA,"=""[186101.54609533]""","=""[196027.3124205]""","=""1s.3d""","=""3D""","=""2""","=""1s.7p""","=""3P*""","=""2""",5,5,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1007.205092""","=""0.000005""","=""""","=""8.4437e+04""",AAA,"=""[186101.59029341]""","=""[196027.3338587]""","=""1s.3d""","=""3D""","=""1""","=""1s.7p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1007.207103""","=""0.000005""","=""""","=""2.1109e+04""",AAA,"=""[186101.59029341]""","=""[196027.3140350]""","=""1s.3d""","=""3D""","=""1""","=""1s.7p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1007.207267""","=""0.000005""","=""""","=""8.4437e+02""",AAA,"=""[186101.59029341]""","=""[196027.3124205]""","=""1s.3d""","=""3D""","=""1""","=""1s.7p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""""",
He,2,"=""""","=""""","=""1012.285344""","=""0.000005""","=""""","=""1.9822e+07""",AA,"=""(411477.1227550)""","=""(421353.053159)""","=""4p""","=""2P*""","=""1/2""","=""5d""","=""2D""","=""3/2""",2,4,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""1012.291327""","=""0.000005""","=""""","=""1.1801e+07""",AA,"=""(411477.1817529)""","=""(421353.05378699)""","=""4s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""1012.320605""","=""0.000005""","=""""","=""3.4431e+06""",AA,"=""(411477.1227550)""","=""(421352.709172)""","=""4p""","=""2P*""","=""1/2""","=""5s""","=""2S""","=""1/2""",2,2,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""1012.329752""","=""0.000005""","=""""","=""1.1804e+07""",AA,"=""(411477.1817529)""","=""(421352.6789311)""","=""4s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""1012.347485""","=""0.000005""","=""""","=""3.8621e+07""",AA,"=""(411477.853680)""","=""(421353.177874)""","=""4d""","=""2D""","=""3/2""","=""5f""","=""2F*""","=""5/2""",4,6,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""1012.347587""","=""0.000005""","=""""","=""2.3789e+07""",AA,"=""(411477.8548989)""","=""(421353.178101)""","=""4p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""5/2""",4,6,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""1012.360206""","=""0.000005""","=""""","=""3.0175e+05""",AA,"=""(411477.853680)""","=""(421353.05378699)""","=""4d""","=""2D""","=""3/2""","=""5p""","=""2P*""","=""3/2""",4,4,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""1012.360395""","=""0.000005""","=""""","=""3.9649e+06""",AA,"=""(411477.8548989)""","=""(421353.053159)""","=""4p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""3/2""",4,4,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""1012.366065""","=""0.000005""","=""""","=""6.5681e+07""",AA,"=""(411478.097267)""","=""(421353.2402246)""","=""4f""","=""2F*""","=""5/2""","=""5g""","=""2G""","=""7/2""",6,8,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""1012.366098""","=""0.000005""","=""""","=""4.1378e+07""",AA,"=""(411478.097707)""","=""(421353.240343)""","=""4d""","=""2D""","=""5/2""","=""5f""","=""2F*""","=""7/2""",6,8,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""1012.372433""","=""0.000005""","=""""","=""3.8486e+04""",AA,"=""(411478.097267)""","=""(421353.178101)""","=""4f""","=""2F*""","=""5/2""","=""5d""","=""2D""","=""5/2""",6,6,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""1012.372502""","=""0.000005""","=""""","=""2.7587e+06""",AA,"=""(411478.097707)""","=""(421353.177874)""","=""4d""","=""2D""","=""5/2""","=""5f""","=""2F*""","=""5/2""",6,6,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""1012.374730""","=""0.000005""","=""""","=""6.8113e+07""",AA,"=""(411478.219277)""","=""(421353.2777059)""","=""4f""","=""2F*""","=""7/2""","=""5g""","=""2G""","=""9/2""",8,10,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""1012.378573""","=""0.000005""","=""""","=""2.4326e+06""",AA,"=""(411478.219277)""","=""(421353.2402246)""","=""4f""","=""2F*""","=""7/2""","=""5g""","=""2G""","=""7/2""",8,8,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""1012.384942""","=""0.000005""","=""""","=""7.6979e+05""",AA,"=""(411478.219277)""","=""(421353.178101)""","=""4f""","=""2F*""","=""7/2""","=""5d""","=""2D""","=""5/2""",8,6,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""1012.385223""","=""0.000005""","=""""","=""2.7161e+06""",AA,"=""(411478.097707)""","=""(421353.05378699)""","=""4d""","=""2D""","=""5/2""","=""5p""","=""2P*""","=""3/2""",6,4,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""1012.385242""","=""0.000005""","=""""","=""8.0837e+05""",AA,"=""(411478.097267)""","=""(421353.053159)""","=""4f""","=""2F*""","=""5/2""","=""5d""","=""2D""","=""3/2""",6,4,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""1012.395660""","=""0.000005""","=""""","=""6.8887e+06""",AA,"=""(411477.8548989)""","=""(421352.709172)""","=""4p""","=""2P*""","=""3/2""","=""5s""","=""2S""","=""1/2""",4,2,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""1012.398636""","=""0.000005""","=""""","=""3.0191e+06""",AA,"=""(411477.853680)""","=""(421352.6789311)""","=""4d""","=""2D""","=""3/2""","=""5p""","=""2P*""","=""1/2""",4,2,,"=""T7771""","=""""",
He,1,"=""""","=""""","=""1013.842357""","=""0.000005""","=""1""","=""1.1248e+06""",AAA,"=""[186209.3623329]""","=""[196070.125778175]""","=""1s.3p""","=""1P*""","=""1""","=""1s.7d""","=""1D""","=""2""",3,5,,"=""T8636c73""","=""L366""",
