element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Os,3,"=""185.39676""","=""0.0005""","=""185.3971""","=""0.0003""","=""310""","=""7.09e+07""",,"=""40611.66""","=""94549.95""","=""5d5.(4G).6s""","=""3G""","=""4""","=""5d5.6p""","=""94549*""","=""5""",9,11,,"=""T9870""","=""L20381""",
Os,3,"=""185.45504""","=""0.0005""","=""185.4551""","=""0.0004""","=""350bl(Al III)""","=""2.02e+08""",,"=""43997.75""","=""97919.16""","=""5d5.(4G).6s""","=""3G""","=""5""","=""5d5.(2I).6p""","=""3H*""","=""6""",11,13,,"=""T9870""","=""L20381""",
Os,3,"=""185.50598""","=""0.0005""","=""185.5066""","=""0.0006""","=""219""","=""3.71e+07""",,"=""45225.11""","=""99131.54""","=""5d5.6s""","=""45225""","=""2""","=""""","=""99131*""","=""3""",5,7,,"=""T9870""","=""L20381""",
Os,3,"=""185.53179""","=""0.0005""","=""185.5318""","=""0.0003""","=""316""","=""5.71e+07""",,"=""26118.50""","=""80017.62""","=""5d5.(4G).6s""","=""5G""","=""2""","=""5d5.6p""","=""80017*""","=""3""",5,7,,"=""T9870""","=""L20381""",
Os,3,"=""185.67848""","=""0.0005""","=""185.6786""","=""0.0004""","=""886""","=""1.55e+08""",,"=""40782.99""","=""94639.48""","=""5d5.(2I).6s""","=""3I""","=""6""","=""5d5.(2I).6p""","=""3K*""","=""7""",13,15,,"=""T9870""","=""L20381""",
Os,3,"=""185.73491""","=""0.0005""","=""185.7347""","=""0.0004""","=""19""","=""1.44e+07""",,"=""38847.26""","=""92687.50""","=""5d5.(4G).6s""","=""3G""","=""3""","=""5d5.6p""","=""92687*""","=""4""",7,9,,"=""T9870""","=""L20381""",
Os,3,"=""185.88519""","=""0.0005""","=""185.8851""","=""0.0004""","=""65""","=""3.33e+07""",,"=""21136.37""","=""74933.05""","=""5d6""","=""3D""","=""2""","=""5d5.(6S).6p""","=""5P*""","=""1""",5,3,,"=""T9870""","=""L20381""",
Os,3,"=""185.98788""","=""0.0005""","=""185.9878""","=""0.0003""","=""77""","=""4.09e+07""",,"=""40782.99""","=""94549.95""","=""5d5.(2I).6s""","=""3I""","=""6""","=""5d5.6p""","=""94549*""","=""5""",13,11,,"=""T9870""","=""L20381""",
Os,3,"=""186.31691""","=""0.0005""","=""186.3169""","=""0.0003""","=""407""","=""4.71e+07""",,"=""22948.90""","=""76620.91""","=""5d5.(6S).6s""","=""5S""","=""2""","=""5d5.6p""","=""76620*""","=""3""",5,7,,"=""T9870""","=""L20381""",
Os,3,"=""186.35100""","=""0.0005""","=""186.3507""","=""0.0003""","=""121""","=""2.89e+07""",,"=""41236.86""","=""94899.13""","=""5d5.(4F).6s""","=""5F""","=""5""","=""5d5.6p""","=""94899*""","=""4""",11,9,,"=""T9870""","=""L20381""",
Os,3,"=""186.36807""","=""0.0010""","=""186.3668""","=""0.0005""","=""59bl""","=""2.55e+07""",,"=""50499.32""","=""104156.95""","=""5d5.6s""","=""50499""","=""4""","=""""","=""104156*""","=""5""",9,11,,"=""T9870""","=""L20381""",
Os,3,"=""186.58116""","=""0.0009""","=""186.5812""","=""0.0004""","=""751""","=""9.00e+07""",,"=""25936.28""","=""79532.25""","=""5d5.6s""","=""25936""","=""3""","=""5d5.6p""","=""79532*""","=""4""",7,9,,"=""T9870""","=""L20381""",
Os,3,"=""186.59186""","=""0.0009""","=""186.5917""","=""0.0005""","=""27""","=""1.10e+08""",,"=""45225.11""","=""98818.07""","=""5d5.6s""","=""45225""","=""2""","=""5d5.6p""","=""98818*""","=""1""",5,3,,"=""T9870""","=""L20381""",
Os,3,"=""186.66790""","=""0.0009""","=""186.6669""","=""0.0004""","=""98""","=""7.00e+07""",,"=""32857.75""","=""86429.10""","=""5d5.(4D).6s""","=""5D""","=""4""","=""5d5.6p""","=""86429*""","=""3""",9,7,,"=""T9870""","=""L20381""",
Os,3,"=""186.70344""","=""0.0009""","=""186.7026""","=""0.0004""","=""33""","=""9.60e+07""",,"=""45225.11""","=""98786.22""","=""5d5.6s""","=""45225""","=""2""","=""""","=""98786*""","=""2""",5,5,,"=""T9870""","=""L20381""",
Os,3,"=""186.91420""","=""0.0009""","=""186.9136""","=""0.0004""","=""97""","=""5.00e+07""",,"=""36856.04""","=""90356.69""","=""5d6""","=""3F1""","=""4""","=""5d5.6p""","=""90356*""","=""4""",9,9,,"=""T9870""","=""L20381""",
Os,3,"=""187.03289""","=""0.0009""","=""187.0332""","=""0.0004""","=""14""","=""1.55e+07""",,"=""36856.04""","=""90322.48""","=""5d6""","=""3F1""","=""4""","=""5d5.6p""","=""90322*""","=""5""",9,11,,"=""T9870""","=""L20381""",
Os,3,"=""187.28483""","=""0.0009""","=""187.2854""","=""0.0005""","=""19""","=""4.60e+07""",,"=""38847.26""","=""92241.70""","=""5d5.(4G).6s""","=""3G""","=""3""","=""5d5.6p""","=""92241*""","=""2""",7,5,,"=""T9870""","=""L20381""",
Os,3,"=""187.47363""","=""0.0009""","=""187.4740""","=""0.0004""","=""128""","=""1.27e+08""",,"=""48302.11""","=""101642.83""","=""5d5.(2G2).6s""","=""3G""","=""5""","=""""","=""101642*""","=""4""",11,9,,"=""T9870""","=""L20381""",
Os,3,"=""187.54080""","=""0.0009""","=""187.5412""","=""0.0004""","=""1270""","=""8.15e+07""",,"=""27885.00""","=""81206.61""","=""5d6""","=""1I""","=""6""","=""5d5.(4G).6p""","=""5G*""","=""6""",13,13,,"=""T9870""","=""L20381""",
Os,3,"=""187.57116""","=""0.0009""","=""187.5712""","=""0.0003""","=""159""","=""5.27e+07""",,"=""41236.86""","=""94549.95""","=""5d5.(4F).6s""","=""5F""","=""5""","=""5d5.6p""","=""94549*""","=""5""",11,11,,"=""T9870""","=""L20381""",
Os,3,"=""187.68060""","=""0.0009""","=""187.6803""","=""0.0004""","=""23""","=""1.45e+07""",,"=""38705.98""","=""91988.09""","=""5d5.(2I).6s""","=""3I""","=""5""","=""5d5.(4G).6p""","=""3H*""","=""5""",11,11,,"=""T9870""","=""L20381""",
Os,3,"=""187.71919""","=""0.0009""","=""187.7198""","=""0.0004""","=""27""","=""5.20e+07""",,"=""35710.22""","=""88981.11""","=""5d5.(4D).6s""","=""5D""","=""3""","=""5d5.6p""","=""88981*""","=""2""",7,5,,"=""T9870""","=""L20381""",
Os,3,"=""187.77084""","=""0.0009""","=""187.7711""","=""0.0005""","=""108""","=""1.20e+08""",,"=""55059.33""","=""108315.66""","=""5d5.(2H).6s""","=""3H""","=""5""","=""""","=""108315*""","=""4""",11,9,,"=""T9870""","=""L20381""",
Os,3,"=""187.87826""","=""0.0009""","=""187.8784""","=""0.0005""","=""783""","=""7.82e+07""",,"=""27662.82""","=""80888.73""","=""5d5.(4G).6s""","=""5G""","=""4""","=""5d5.6p""","=""80888*""","=""5""",9,11,,"=""T9870""","=""L20381""",
