element,sp_num,obs_wl_air(nm),ritz_wl_air(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Eu,1,"=""237.2831""","=""237.2840+""","=""20w""","=""2.2e+07""",C+,"=""0.00""","=""42130.72""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""4f7.(8S*).5d (7D*).6p""","=""8P""","=""5/2""",8,6,,"=""T7227,T4819""","=""L3780,L7586""",
Eu,1,"=""237.5298""","=""237.5304+""","=""60w""","=""2.3e+07""",C+,"=""0.00""","=""42087.02""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""4f7.(8S*).5d (7D*).6p""","=""8P""","=""7/2""",8,8,,"=""T7227,T4819""","=""L3780,L7586""",
Eu,1,"=""237.9640""","=""237.9645+""","=""50w""","=""2.3e+07""",C+,"=""0.00""","=""42010.25""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""4f7.(8S*).5d (7D*).6p""","=""8P""","=""9/2""",8,10,,"=""T7227,T4819""","=""L3780,L7586""",
Eu,1,"=""261.9268""","=""261.9272+""","=""10""","=""8.e+05""",E,"=""0.00""","=""38167.16""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""4f7.(8S*).5d (7D*).6p""","=""z 6D""","=""9/2""",8,10,,"=""T7227,T4819""","=""L3780,L7586""",
Eu,1,"=""264.3815""","=""264.3820+""","=""6""","=""7.e+05""",E,"=""0.00""","=""37812.80""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""""","=""143""","=""7/2""",8,8,,"=""T7227,T4819""","=""L3780,L7586""",
Eu,1,"=""265.9398""","=""265.9405+""","=""15""","=""1.39e+06""",C+,"=""0.00""","=""37591.21""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""""","=""141""","=""9/2""",8,10,,"=""T7227,T4819""","=""L3780,L7586""",
Eu,1,"=""268.2582""","=""268.2588+""","=""8""","=""1.4e+06""",E,"=""0.00""","=""37266.36""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""""","=""135""","=""5/2""",8,6,,"=""T7227,T4819""","=""L3780,L7586""",
Eu,1,"=""270.9981""","=""270.9986+""","=""180""","=""1.6e+07""",C+,"=""0.00""","=""36889.62""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""4f7.(8S*).5d (7D*).6p""","=""y 8D""","=""9/2""",8,10,,"=""T7227,T4819""","=""L3780,L3475""",
Eu,1,"=""272.3954""","=""272.3960+""","=""70""","=""1.37e+07""",C+,"=""0.00""","=""36700.39""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""4f7.(8S*).5d (7D*).6p""","=""y 8D""","=""7/2""",8,8,,"=""T7227,T4819""","=""L3780,L3475""",
Eu,2,"=""272.778""","=""272.7783+""","=""4200""","=""6.5e+07""",,"=""0.00""","=""36648.95""","=""4f7.(8S*).6s""","=""a 9S*""","=""4""","=""4f6.(7F).5d (8P).6s""","=""y 9P""","=""5""",9,11,,"=""T7237""","=""L3475""",
Eu,1,"=""273.1365""","=""273.1370+""","=""50""","=""3.6e+06""",C+,"=""0.00""","=""36600.83""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""""","=""""","=""7/2""",8,8,,"=""T7227,T4819""","=""L3780,L3475""",
Eu,1,"=""273.2598""","=""273.2603+""","=""40""","=""4.2e+06""",C+,"=""0.00""","=""36584.31""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""4f7.(8S*).5d (7D*).6p""","=""y 8D""","=""5/2""",8,6,,"=""T7227,T4819""","=""L3780,L3475""",
Eu,1,"=""273.5248""","=""273.5256+""","=""80""","=""5.4e+06""",C+,"=""0.00""","=""36548.83""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""""","=""""","=""9/2""",8,10,,"=""T7227,T4819""","=""L3780,L3475""",
Eu,1,"=""273.8568""","=""273.8573+""","=""15""","=""1.44e+06""",C+,"=""0.00""","=""36504.56""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""""","=""""","=""9/2""",8,10,,"=""T7227,T4819""","=""L3780,L7586""",
Eu,1,"=""274.3286""","=""274.3292+""","=""70""","=""1.19e+07""",C+,"=""0.00""","=""36441.77""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""4f7.(8S*).6s.7p.(1P*)?""","=""8P?""","=""5/2""",8,6,,"=""T7227,T4819""","=""L3780,L3475""",
Eu,1,"=""274.5609""","=""274.5614+""","=""40""","=""5.7e+06""",C+,"=""0.00""","=""36410.96""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""""","=""""","=""5/2""",8,6,,"=""T7227,T4819""","=""L3780,L3475""",
Eu,1,"=""274.7830""","=""274.7836+""","=""80""","=""6.0e+06""",C+,"=""0.00""","=""36381.51""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""""","=""""","=""7/2""",8,8,,"=""T7227,T4819""","=""L3780,L3475""",
Eu,1,"=""277.2898""","=""277.2903+""","=""10""","=""1.2e+06""",E,"=""0.00""","=""36052.65""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""""","=""128""","=""5/2""",8,6,,"=""T7227,T4819""","=""L3780,L7586""",
Eu,2,"=""281.394""","=""281.3930+""","=""3400""","=""5.5e+07""",,"=""0.00""","=""35527.02""","=""4f7.(8S*).6s""","=""a 9S*""","=""4""","=""4f6.(7F).5d (8P).6s""","=""y 9P""","=""4""",9,9,,"=""T7237""","=""L3475""",
Eu,1,"=""287.8848""","=""287.8858+""","=""100""","=""3.2e+06""",C+,"=""0.00""","=""34725.81""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""4f7.(8S*).5d (9D*).6p""","=""x 8P""","=""9/2""",8,10,,"=""T7227,T4819""","=""L3780,L3475""",
Eu,1,"=""289.2502""","=""289.2514+""","=""200""","=""1.16e+07""",C+,"=""0.00""","=""34561.87""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""4f7.(8S*).6s.7p.(3P*)?""","=""8P?""","=""7/2""",8,8,,"=""T7227,T4819""","=""L3780,L3475""",
Eu,1,"=""289.3013""","=""289.3020+""","=""140""","=""1.15e+07""",C+,"=""0.00""","=""34555.82""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""4f7.(8S*).6s.7p.(3P*)?""","=""8P?""","=""5/2""",8,6,,"=""T7227,T4819""","=""L3780,L3475""",
Eu,1,"=""289.3838""","=""289.3838+""","=""360""","=""1.7e+06""",C+,"=""0.00""","=""34546.06""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""4f6.(7F).5d2.6s?""","=""10P?""","=""9/2""",8,10,,"=""T7227,T4819""","=""L3780,L3475""",
Eu,2,"=""290.668""","=""290.6669+""","=""3200""","=""4.1e+07""",,"=""0.00""","=""34393.57""","=""4f7.(8S*).6s""","=""a 9S*""","=""4""","=""4f6.(7F).5d (8P).6s""","=""y 9P""","=""3""",9,7,,"=""T7237""","=""L3475""",
Eu,1,"=""290.8993""","=""290.8990+""","=""160""","=""8.1e+06""",C+,"=""0.00""","=""34366.13""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""4f7.(8S*).6s.7p.(3P*)?""","=""8P?""","=""9/2""",8,10,,"=""T7227,T4819""","=""L3780,L3475""",
Eu,1,"=""295.8885""","=""295.8893+""","=""30""","=""1.8e+06""",C+,"=""0.00""","=""33786.55""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""4f7.(8S*).5d (9D*).6p""","=""x 8P""","=""5/2""",8,6,,"=""T7227,T4819""","=""L3780,L3475""",
Eu,1,"=""305.8975""","=""305.8980+""","=""120""","=""4.0e+06""",B+,"=""0.00""","=""32681.13""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""4f6.(7F).5d.6s2""","=""6P""","=""7/2""",8,8,,"=""T7356""","=""L3780,L3475""",
Eu,1,"=""306.6933""","=""306.6941+""","=""40""","=""1.04e+06""",C+,"=""0.00""","=""32596.31""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""4f7.(8S*).5d (9D*).6p""","=""y 10P""","=""9/2""",8,10,,"=""T7227,T4819""","=""L3780,L7586""",
Eu,1,"=""310.6162""","=""310.6170+""","=""320""","=""6.5e+06""",C+,"=""0.00""","=""32184.65""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""4f7.(8S*).5d (9D*).6p""","=""z 8F""","=""9/2""",8,10,,"=""T7356""","=""L3780,L3475""",
Eu,1,"=""311.1427""","=""311.1429+""","=""950""","=""3.3e+07""",B,"=""0.00""","=""32130.25""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""4f6.(7F).5d.6s2""","=""8P""","=""9/2""",8,10,,"=""T7356""","=""L3780,L3475""",
Eu,1,"=""316.8278""","=""316.8278+""","=""30w""","=""8.4e+05""",C+,"=""0.00""","=""31553.76""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""4f6.(7F).5d.6s2""","=""8F""","=""9/2""",8,10,,"=""T7227,T4819""","=""L3780,L7586""",
Eu,1,"=""318.5552""","=""318.5557+""","=""40""","=""4.4e+05""",C,"=""0.00""","=""31382.61""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""4f7.(8S*).5d (9D*).6p""","=""z 10D""","=""9/2""",8,10,,"=""T7356""","=""L3780,L3475""",
Eu,1,"=""321.0566""","=""321.0571+""","=""420""","=""1.19e+07""",C+,"=""0.00""","=""31138.11""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""4f7.(8S*).5d (9D*).6p""","=""z 10D""","=""7/2""",8,8,,"=""T7356""","=""L3780,L3475""",
Eu,1,"=""321.2804""","=""321.2813+""","=""1000""","=""3.41e+07""",B+,"=""0.00""","=""31116.38""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""4f6.(7F).5d.6s2""","=""8P""","=""7/2""",8,8,,"=""T7356""","=""L3780,L3475""",
Eu,1,"=""321.3745""","=""321.3753+""","=""420""","=""1.69e+07""",B+,"=""0.00""","=""31107.28""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""4f6.(7F).5d.6s2""","=""6P""","=""5/2""",8,6,,"=""T7356""","=""L3780,L3475""",
Eu,1,"=""323.5108""","=""323.5120+""","=""45""","=""1.02e+06""",C+,"=""0.00""","=""30901.84""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""4f7.(8S*).5d (9D*).6p""","=""z 8D""","=""9/2""",8,10,,"=""T7356""","=""L3780,L3475""",
Eu,1,"=""324.1386""","=""324.1398+""","=""95""","=""2.2e+06""",C,"=""0.00""","=""30841.99""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""4f7.(8S*).5d (9D*).6p""","=""z 8D""","=""7/2""",8,8,,"=""T7356""","=""L3780,L3475""",
Eu,1,"=""324.6011""","=""324.6021+""","=""45""","=""1.61e+06""",C+,"=""0.00""","=""30798.06""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""4f7.(8S*).5d (9D*).6p""","=""z 8D""","=""5/2""",8,6,,"=""T7356""","=""L3780,L3475""",
Eu,1,"=""324.7538""","=""324.7542+""","=""100""","=""2.2e+06""",C,"=""0.00""","=""30783.64""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""4f6.(7F).5d.6s2""","=""8F""","=""7/2""",8,8,,"=""T7356""","=""L3780,L3475""",
Eu,1,"=""332.2254""","=""332.2259+""","=""85""","=""3.47e+06""",B+,"=""0.00""","=""30091.34""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""4f6.(7F).5d.6s2""","=""8F""","=""5/2""",8,6,,"=""T7356""","=""L3780,L3475""",
Eu,1,"=""333.4313""","=""333.4320+""","=""950""","=""4.12e+07""",B+,"=""0.00""","=""29982.50""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""4f6.(7F).5d.6s2""","=""8P""","=""5/2""",8,6,,"=""T7356""","=""L3780,L3475""",
Eu,1,"=""335.0397""","=""335.0402+""","=""110""","=""1.49e+06""",B+,"=""0.00""","=""29838.59""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""4f6.(7F).5d.6s2""","=""8D""","=""9/2""",8,10,,"=""T7356""","=""L3780,L3475""",
Eu,1,"=""335.3698""","=""335.3702+""","=""20""","=""2.8e+05""",C+,"=""0.00""","=""29809.23""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""4f6.(7F).5d.6s2""","=""8G""","=""7/2""",8,8,,"=""T9376""","=""L3780,L7586""",
Eu,1,"=""345.7037""","=""345.7043+""","=""85""","=""9.1e+05""",C+,"=""0.00""","=""28918.17""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""4f7.(8S*).5d (9D*).6p""","=""z 10F""","=""7/2""",8,8,,"=""T7356""","=""L3780,L3475""",
Eu,1,"=""346.7871""","=""346.7877+""","=""85""","=""1.04e+06""",C+,"=""0.00""","=""28827.83""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""4f6.(7F).5d.6s2""","=""8D""","=""7/2""",8,8,,"=""T7356""","=""L3780,L3475""",
Eu,1,"=""358.9260""","=""358.9266+""","=""75""","=""8.1e+05""",C+,"=""0.00""","=""27852.90""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""4f6.(7F).5d.6s2""","=""8D""","=""5/2""",8,6,,"=""T7227,T4819""","=""L3780,L3475""",
Eu,2,"=""368.842""","=""368.8433+""","=""6400""","=""1.3e+07""",,"=""0.00""","=""27104.07""","=""4f7.(8S*).6s""","=""a 9S*""","=""4""","=""4f7.(8S*<7/2>).6p<3/2>""","=""(7/2,3/2)""","=""3""",9,7,,"=""T7237""","=""L3475""",
Eu,2,"=""372.494""","=""372.4931+""","=""20000c,w""","=""4.5e+07""",,"=""0.00""","=""26838.50""","=""4f7.(8S*).6s""","=""a 9S*""","=""4""","=""4f7.(8S*<7/2>).6p<3/2>""","=""(7/2,3/2)""","=""4""",9,9,,"=""T6288""","=""L3475""",
Eu,2,"=""381.967""","=""381.9672+""","=""39000c,w""","=""1.27e+08""",,"=""0.00""","=""26172.83""","=""4f7.(8S*).6s""","=""a 9S*""","=""4""","=""4f7.(8S*<7/2>).6p<3/2>""","=""(7/2,3/2)""","=""5""",9,11,,"=""T6288""","=""L3475""",
Eu,2,"=""390.710""","=""390.7107+""","=""28000c,w""","=""1.37e+08""",,"=""1669.21""","=""27256.35""","=""4f7.(8S*).6s""","=""a 7S*""","=""3""","=""4f7.(8S*<7/2>).6p<3/2>""","=""(7/2,3/2)""","=""2""",7,5,,"=""T6288""","=""L3475""",
Eu,2,"=""393.048""","=""393.0499+""","=""32000c,w""","=""1.07e+08""",,"=""1669.21""","=""27104.07""","=""4f7.(8S*).6s""","=""a 7S*""","=""3""","=""4f7.(8S*<7/2>).6p<3/2>""","=""(7/2,3/2)""","=""3""",7,7,,"=""T7237""","=""L3475""",
Eu,2,"=""397.196""","=""397.1972+""","=""30000c,w""","=""8.9e+07""",,"=""1669.21""","=""26838.50""","=""4f7.(8S*).6s""","=""a 7S*""","=""3""","=""4f7.(8S*<7/2>).6p<3/2>""","=""(7/2,3/2)""","=""4""",7,9,,"=""T6288""","=""L3475""",
Eu,2,"=""412.970""","=""412.9725+""","=""33000c,w""","=""6.8e+07""",,"=""0.00""","=""24207.86""","=""4f7.(8S*).6s""","=""a 9S*""","=""4""","=""4f7.(8S*<7/2>).6p<1/2>""","=""(7/2,1/2)""","=""4""",9,9,,"=""T6288""","=""L3475""",
Eu,2,"=""420.505""","=""420.5042+""","=""60000c,w""","=""7.1e+07""",,"=""0.00""","=""23774.28""","=""4f7.(8S*).6s""","=""a 9S*""","=""4""","=""4f7.(8S*<7/2>).6p<1/2>""","=""(7/2,1/2)""","=""3""",9,7,,"=""T6288""","=""L3475""",
Eu,1,"=""432.997""","=""432.997+""","=""75""","=""8.4e+06""",C+,"=""13778.68""","=""36867.04""","=""4f7.(8S*).5d (9D*).6s""","=""a 10D*""","=""13/2""","=""4f7.(8S*).5d (7D*).6p""","=""y 8D""","=""11/2""",14,12,,"=""T7356""","=""L7586,L3475""",
Eu,2,"=""443.556""","=""443.558+""","=""14000c,w""","=""3.1e+07""",,"=""1669.21""","=""24207.86""","=""4f7.(8S*).6s""","=""a 7S*""","=""3""","=""4f7.(8S*<7/2>).6p<1/2>""","=""(7/2,1/2)""","=""4""",7,9,,"=""T6288""","=""L3475""",
Eu,2,"=""452.257""","=""452.258+""","=""3000""","=""9.9e+06""",,"=""1669.21""","=""23774.28""","=""4f7.(8S*).6s""","=""a 7S*""","=""3""","=""4f7.(8S*<7/2>).6p<1/2>""","=""(7/2,1/2)""","=""3""",7,7,,"=""T6288""","=""L3475""",
Eu,1,"=""459.403""","=""459.398+""","=""11000*""","=""1.83e+08""",B+,"=""19462.05""","=""41223.58""","=""4f7.(8S*).5d (7D*).6s""","=""a 6D*""","=""5/2""","=""""","=""""","=""7/2""",6,8,,"=""T2394""","=""L7586,L3475""",
Eu,1,"=""459.403""","=""459.4035+""","=""11000*""","=""1.61e+08""",B+,"=""0.00""","=""21761.26""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""4f7.(8S*).6s.6p.(1P*)""","=""y 8P""","=""9/2""",8,10,,"=""T7356""","=""L7586,L3475""",
Eu,1,"=""462.722""","=""462.7226+""","=""9800""","=""1.56e+08""",B+,"=""0.00""","=""21605.17""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""4f7.(8S*).6s.6p.(1P*)""","=""y 8P""","=""7/2""",8,8,,"=""T7356""","=""L7586,L3475""",
Eu,1,"=""466.188""","=""466.1878+""","=""8300""","=""1.52e+08""",B+,"=""0.00""","=""21444.58""","=""4f7.6s2""","=""a 8S*""","=""7/2""","=""4f7.(8S*).6s.6p.(1P*)""","=""y 8P""","=""5/2""",8,6,,"=""T7356""","=""L7586,L3475""",
Eu,1,"=""490.086""","=""490.085+""","=""60""","=""1.78e+07""",B+,"=""14067.86""","=""34466.80""","=""4f7.(8S*).6s.6p.(3P*)""","=""z 10P""","=""7/2""","=""4f7.(8S*).6s (9S*).6d""","=""e 10D*""","=""9/2""",8,10,,"=""T7356""","=""L7586,L3475""",
Eu,1,"=""501.317""","=""501.315+""","=""180""","=""3.65e+07""",B+,"=""14563.57""","=""34505.55""","=""4f7.(8S*).6s.6p.(3P*)""","=""z 10P""","=""9/2""","=""4f7.(8S*).6s (9S*).6d""","=""e 10D*""","=""11/2""",10,12,,"=""T7356""","=""L7586,L3475""",
Eu,1,"=""502.291""","=""502.291+""","=""170""","=""4.51e+07""",B+,"=""14563.57""","=""34466.80""","=""4f7.(8S*).6s.6p.(3P*)""","=""z 10P""","=""9/2""","=""4f7.(8S*).6s (9S*).6d""","=""e 10D*""","=""9/2""",10,10,,"=""T7356""","=""L7586,L3475""",
Eu,1,"=""506.795""","=""506.794+""","=""75""","=""5.7e+06""",B+,"=""13222.04""","=""32948.41""","=""4f7.(8S*).5d (9D*).6s""","=""a 10D*""","=""9/2""","=""4f7.(8S*).5d (9D*).6p""","=""y 10P""","=""11/2""",10,12,,"=""T7356""","=""L7586,L3475""",
Eu,1,"=""511.437""","=""511.434+""","=""170""","=""1.84e+07""",B+,"=""13048.90""","=""32596.31""","=""4f7.(8S*).5d (9D*).6s""","=""a 10D*""","=""7/2""","=""4f7.(8S*).5d (9D*).6p""","=""y 10P""","=""9/2""",8,10,,"=""T7356""","=""L7586,L3475""",
Eu,1,"=""512.910""","=""512.909+""","=""170""","=""1.96e+07""",B+,"=""13457.21""","=""32948.41""","=""4f7.(8S*).5d (9D*).6s""","=""a 10D*""","=""11/2""","=""4f7.(8S*).5d (9D*).6p""","=""y 10P""","=""11/2""",12,12,,"=""T7356""","=""L7586,L3475""",
Eu,1,"=""513.352""","=""513.348+""","=""210""","=""3.97e+07""",B+,"=""12923.72""","=""32398.25""","=""4f7.(8S*).5d (9D*).6s""","=""a 10D*""","=""5/2""","=""4f7.(8S*).5d (9D*).6p""","=""y 10P""","=""7/2""",6,8,,"=""T7356""","=""L7586,L3475""",
Eu,1,"=""516.007""","=""516.005+""","=""270*""","=""2.92e+07""",B+,"=""13222.04""","=""32596.31""","=""4f7.(8S*).5d (9D*).6s""","=""a 10D*""","=""9/2""","=""4f7.(8S*).5d (9D*).6p""","=""y 10P""","=""9/2""",10,10,,"=""T7356""","=""L7586,L3475""",
Eu,1,"=""516.670""","=""516.669+""","=""210""","=""2.47e+07""",B+,"=""13048.90""","=""32398.25""","=""4f7.(8S*).5d (9D*).6s""","=""a 10D*""","=""7/2""","=""4f7.(8S*).5d (9D*).6p""","=""y 10P""","=""7/2""",8,8,,"=""T7356""","=""L7586,L3475""",
Eu,1,"=""521.510""","=""521.511+""","=""750""","=""3.96e+07""",B+,"=""13778.68""","=""32948.41""","=""4f7.(8S*).5d (9D*).6s""","=""a 10D*""","=""13/2""","=""4f7.(8S*).5d (9D*).6p""","=""y 10P""","=""11/2""",14,12,,"=""T7356""","=""L7586,L3475""",
