element,sp_num,obs_wl_air(nm),ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Y,1,"=""563.41980""","=""563.41977""","=""0.00004""","=""1""","=""2.2e+05""",D,"=""15864.481""","=""33608.312""","=""4d2.(3F).5s""","=""a 2F""","=""7/2""","=""4d2.(3F).5p""","=""x 2F*""","=""5/2""",8,6,,"=""T4373""","=""L7610""",
Y,1,"=""564.17735""","=""564.17734""","=""0.00005""","=""3""","=""1.8e+06""",D+,"=""16435.907""","=""34155.912""","=""4d.5s.(3D).5p""","=""z 4D*""","=""1/2""","=""5p2.(3P).5s""","=""e 4P""","=""3/2""",2,4,,"=""T4373""","=""L7610""",
Y,1,"=""567.52672""","=""567.52677""","=""0.00007""","=""90""","=""8.5e+06""",B+,"=""11078.614""","=""28694.040""","=""4d2.(3F).5s""","=""a 4F""","=""5/2""","=""4d2.(3F).5p""","=""z 4G*""","=""5/2""",6,6,,"=""T9421""","=""L7610,L3475""",
Y,1,"=""567.56407""","=""567.56411""","=""0.00005""","=""17""","=""4.2e+06""",B+,"=""15994.045""","=""33608.312""","=""4d2.(1D).5s""","=""b 2D""","=""3/2""","=""4d2.(3F).5p""","=""x 2F*""","=""5/2""",4,6,,"=""T4373""","=""L7610""",
Y,1,"=""569.36333""","=""569.36325""","=""0.00005""","=""18""","=""1.1e+07""",D+,"=""16597.304""","=""34155.912""","=""4d.5s.(3D).5p""","=""z 4D*""","=""3/2""","=""5p2.(3P).5s""","=""e 4P""","=""3/2""",4,4,,"=""T4373""","=""L7610,L3475""",
Y,1,"=""570.6713""","=""570.67133""","=""0.00007""","=""160""","=""3.0e+07""",C,"=""16234.382""","=""33752.743""","=""4d.5s.(3D).5p""","=""z 4F*""","=""9/2""","=""4d.5s.(3D).6s""","=""e 4D""","=""7/2""",10,8,,"=""T4373""","=""L7610,L3475""",
Y,1,"=""571.4944""","=""571.49454""","=""0.00005""","=""7""","=""2.04e+06""",B+,"=""15864.481""","=""33357.608""","=""4d2.(3F).5s""","=""a 2F""","=""7/2""","=""4d2.(3F).5p""","=""y 4D*""","=""5/2""",8,6,,"=""T4373""","=""L7610""",
Y,2,"=""572.8886""","=""572.8887+""","=""""","=""75""","=""3.1e+06""",C+,"=""14832.862""","=""32283.420""","=""4d2""","=""b 1D""","=""2""","=""4d.5p""","=""y 3P*""","=""2""",5,5,,"=""T4373""","=""L10987,L3475""",
Y,1,"=""572.92532""","=""572.92513""","=""0.00005""","=""1""","=""2.3e+05""",D,"=""16158.865""","=""33608.312""","=""4d2.(1D).5s""","=""b 2D""","=""5/2""","=""4d2.(3F).5p""","=""x 2F*""","=""5/2""",6,6,,"=""T4373""","=""L7610""",
Y,1,"=""573.20896""","=""573.20899""","=""0.00005""","=""21""","=""7.6e+06""",C+,"=""16816.641""","=""34257.447""","=""4d.5s.(3D).5p""","=""z 4D*""","=""5/2""","=""5s2.(2D).5d""","=""e 2D""","=""5/2""",6,6,,"=""T4373""","=""L7610,L3475""",
Y,1,"=""574.02175""","=""574.02174""","=""0.00007""","=""12""","=""3.6e+05""",B+,"=""11277.928""","=""28694.040""","=""4d2.(3F).5s""","=""a 4F""","=""7/2""","=""4d2.(3F).5p""","=""z 4G*""","=""5/2""",8,6,,"=""T9421""","=""L7610""",
Y,1,"=""575.75887""","=""575.75898""","=""0.00005""","=""2""","=""7.7e+05""",B,"=""15994.045""","=""33357.608""","=""4d2.(1D).5s""","=""b 2D""","=""3/2""","=""4d2.(3F).5p""","=""y 4D*""","=""5/2""",4,6,,"=""T4373""","=""L7610""",
Y,1,"=""576.56556""","=""576.56561""","=""0.00005""","=""75""","=""3.7e+07""",D+,"=""16816.641""","=""34155.912""","=""4d.5s.(3D).5p""","=""z 4D*""","=""5/2""","=""5p2.(3P).5s""","=""e 4P""","=""3/2""",6,4,,"=""T4373""","=""L7610,L3475""",
Y,1,"=""578.77020""","=""578.77013""","=""0.00005""","=""15""","=""1.56e+06""",B+,"=""16158.865""","=""33432.092""","=""4d2.(1D).5s""","=""b 2D""","=""5/2""","=""4d2.(3F).5p""","=""z 2G*""","=""7/2""",6,8,,"=""T9421""","=""L7610""",
Y,1,"=""578.8361""","=""578.83628""","=""0.00005""","=""1""","=""6.3e+05""",C+,"=""15994.045""","=""33265.298""","=""4d2.(1D).5s""","=""b 2D""","=""3/2""","=""4d2.(3F).5p""","=""y 4D*""","=""3/2""",4,4,,"=""T9421""","=""L7610""",
Y,1,"=""582.18382""","=""582.18374""","=""0.00005""","=""30""","=""6.5e+06""",C,"=""16066.064""","=""33238.011""","=""4d.5s.(3D).5p""","=""z 2D*""","=""5/2""","=""4d.5s.(3D).6s""","=""e 4D""","=""3/2""",6,4,,"=""T4373""","=""L7610,L3475""",
Y,1,"=""583.22497""","=""583.22494""","=""0.00005""","=""21""","=""4.2e+06""",C+,"=""17116.156""","=""34257.447""","=""4d.5s.(3D).5p""","=""z 4D*""","=""7/2""","=""5s2.(2D).5d""","=""e 2D""","=""5/2""",8,6,,"=""T4373""","=""L7610,L3475""",
Y,1,"=""584.41306""","=""584.41340""","=""0.00005""","=""1""","=""4.7e+05""",C+,"=""16158.865""","=""33265.298""","=""4d2.(1D).5s""","=""b 2D""","=""5/2""","=""4d2.(3F).5p""","=""y 4D*""","=""3/2""",6,4,,"=""T9421""","=""L7610""",
Y,1,"=""587.9929""","=""587.99297""","=""0.00008""","=""24""","=""8.5e+06""",C,"=""16146.138""","=""33148.432""","=""4d.5s.(3D).5p""","=""z 2D*""","=""3/2""","=""4d.5s.(3D).6s""","=""e 4D""","=""1/2""",4,2,,"=""T4373""","=""L7610,L3475""",
Y,1,"=""590.29117""","=""590.29106""","=""0.00005""","=""35""","=""4.1e+06""",C,"=""16816.641""","=""33752.743""","=""4d.5s.(3D).5p""","=""z 4D*""","=""5/2""","=""4d.5s.(3D).6s""","=""e 4D""","=""7/2""",6,8,,"=""T4373""","=""L7610,L3475""",
Y,1,"=""594.99874""","=""594.99872""","=""0.00005""","=""24""","=""5.7e+06""",C,"=""16435.907""","=""33238.011""","=""4d.5s.(3D).5p""","=""z 4D*""","=""1/2""","=""4d.5s.(3D).6s""","=""e 4D""","=""3/2""",2,4,,"=""T4373""","=""L7610,L3475""",
Y,1,"=""598.1881""","=""598.18794""","=""0.00008""","=""50""","=""1.4e+07""",D+,"=""16435.907""","=""33148.432""","=""4d.5s.(3D).5p""","=""z 4D*""","=""1/2""","=""4d.5s.(3D).6s""","=""e 4D""","=""1/2""",2,2,,"=""T4373""","=""L7610,L3475""",
Y,1,"=""600.91834""","=""600.91840""","=""0.00005""","=""120""","=""1.9e+07""",C,"=""17116.156""","=""33752.743""","=""4d.5s.(3D).5p""","=""z 4D*""","=""7/2""","=""4d.5s.(3D).6s""","=""e 4D""","=""7/2""",8,8,,"=""T4373""","=""L7610,L3475""",
Y,1,"=""608.79344""","=""608.79405""","=""0.00005""","=""50""","=""1.09e+07""",C,"=""16816.641""","=""33238.011""","=""4d.5s.(3D).5p""","=""z 4D*""","=""5/2""","=""4d.5s.(3D).6s""","=""e 4D""","=""3/2""",6,4,,"=""T4373""","=""L7610,L3475""",
Y,1,"=""619.1720""","=""619.17183""","=""0.00004""","=""1200""","=""4.6e+06""",C+,"=""0.000""","=""16146.138""","=""4d.5s2""","=""a 2D""","=""3/2""","=""4d.5s.(3D).5p""","=""z 2D*""","=""3/2""",4,4,,"=""T4373""","=""L7610,L3475""",
Y,1,"=""622.2578""","=""622.25784""","=""0.00004""","=""300""","=""5.8e+05""",C+,"=""0.000""","=""16066.064""","=""4d.5s2""","=""a 2D""","=""3/2""","=""4d.5s.(3D).5p""","=""z 2D*""","=""5/2""",4,6,,"=""T4373""","=""L7610,L3475""",
Y,1,"=""640.2007""","=""640.20062""","=""0.00006""","=""75""","=""2.7e+05""",C+,"=""530.351""","=""16146.138""","=""4d.5s2""","=""a 2D""","=""5/2""","=""4d.5s.(3D).5p""","=""z 2D*""","=""3/2""",6,4,,"=""T4373""","=""L7610,L3475""",
Y,1,"=""643.5022""","=""643.50036""","=""0.00006""","=""1000""","=""4.1e+06""",C+,"=""530.351""","=""16066.064""","=""4d.5s2""","=""a 2D""","=""5/2""","=""4d.5s.(3D).5p""","=""z 2D*""","=""5/2""",6,6,,"=""T4373""","=""L7610,L3475""",
Y,1,"=""643.71697""","=""643.71690""","=""0.00009""","=""24""","=""4.9e+06""",C+,"=""18499.315""","=""34029.802""","=""4d2.(1G).5s""","=""a 2G""","=""9/2""","=""4d2.(3F).5p""","=""x 2F*""","=""7/2""",10,8,,"=""T4373""","=""L7610,L3475""",
Y,1,"=""""","=""644.38455""","=""0.00021""","=""""","=""3.2e+06""",D,"=""15994.045""","=""31508.441""","=""4d2.(1D).5s""","=""b 2D""","=""3/2""","=""4d2.(3F).5p""","=""y 4F*""","=""3/2""",4,4,,"=""T4373""","=""""",
Y,1,"=""653.8568""","=""653.85696""","=""0.00010""","=""90""","=""1.49e+07""",B,"=""18499.315""","=""33788.956""","=""4d2.(1G).5s""","=""a 2G""","=""9/2""","=""4d2.(3F).5p""","=""z 2G*""","=""9/2""",10,10,,"=""T4373""","=""L7610,L3475""",
Y,2,"=""661.3731""","=""661.3732+""","=""""","=""95""","=""1.7e+06""",D+,"=""14098.076""","=""29213.958""","=""4d2""","=""a 3P""","=""2""","=""4d.5p""","=""z 3D*""","=""3""",5,7,,"=""T4373""","=""L10987,L3475""",
Y,1,"=""662.24810""","=""662.24819""","=""0.00006""","=""14""","=""4.5e+05""",D+,"=""18512.402""","=""33608.312""","=""4d2.(1G).5s""","=""a 2G""","=""7/2""","=""4d2.(3F).5p""","=""x 2F*""","=""5/2""",8,6,,"=""T4373""","=""L7610,L3475""",
Y,1,"=""670.0702""","=""670.07022""","=""0.00006""","=""70""","=""1.10e+07""",B+,"=""18512.402""","=""33432.092""","=""4d2.(1G).5s""","=""a 2G""","=""7/2""","=""4d2.(3F).5p""","=""z 2G*""","=""7/2""",8,8,,"=""T9421""","=""L7610,L3475""",
Y,1,"=""681.51456""","=""681.51454""","=""0.00007""","=""21""","=""7.1e+06""",C,"=""19237.608""","=""33906.761""","=""4d2.(3P).5s""","=""a 2P""","=""1/2""","=""4d2.(3F).5p""","=""x 2D*""","=""3/2""",2,4,,"=""T4373""","=""L7610,L3475""",
Y,2,"=""683.2480""","=""683.2481+""","=""""","=""14""","=""3.3e+05""",C,"=""14098.076""","=""28730.010""","=""4d2""","=""a 3P""","=""2""","=""4d.5p""","=""z 3D*""","=""2""",5,5,,"=""T4373""","=""L10987,L3475""",
Y,1,"=""684.51950""","=""684.51939""","=""0.00007""","=""45""","=""7.5e+06""",C,"=""19147.983""","=""33752.743""","=""4d.5s.(3D).5p""","=""z 4P*""","=""5/2""","=""4d.5s.(3D).6s""","=""e 4D""","=""7/2""",6,8,,"=""T4373""","=""L7610,L3475""",
Y,1,"=""700.9883""","=""700.98807""","=""0.00007""","=""10""","=""4.4e+06""",C,"=""18976.366""","=""33238.011""","=""4d.5s.(3D).5p""","=""z 4P*""","=""1/2""","=""4d.5s.(3D).6s""","=""e 4D""","=""3/2""",2,4,,"=""T4373""","=""L7610,L3475""",
Y,1,"=""703.5150""","=""703.51507""","=""0.00007""","=""19h""","=""6.3e+06""",D+,"=""19027.593""","=""33238.011""","=""4d.5s.(3D).5p""","=""z 4P*""","=""3/2""","=""4d.5s.(3D).6s""","=""e 4D""","=""3/2""",4,4,,"=""T4373""","=""L7610,L3475""",
Y,1,"=""705.4189""","=""705.41891""","=""0.00011""","=""13h""","=""8.e+06""",D,"=""18976.366""","=""33148.432""","=""4d.5s.(3D).5p""","=""z 4P*""","=""1/2""","=""4d.5s.(3D).6s""","=""e 4D""","=""1/2""",2,2,,"=""T4373""","=""L7610,L3475""",
Y,2,"=""726.4159""","=""726.4161+""","=""""","=""35""","=""1.3e+06""",D+,"=""14832.862""","=""28595.285""","=""4d2""","=""b 1D""","=""2""","=""4d.5p""","=""z 3D*""","=""1""",5,3,,"=""T4373""","=""L10987,L3475""",
Y,2,"=""788.1878""","=""788.1881+""","=""""","=""110""","=""1.0e+07""",D+,"=""14832.862""","=""27516.699""","=""4d2""","=""b 1D""","=""2""","=""4d.5p""","=""z 1P*""","=""1""",5,3,,"=""T4373""","=""L10987,L3475""",
