element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Mn,2,"=""191.510""","=""0.0015""","=""191.50971""","=""0.00004""","=""1000""","=""1.17e+08""",B,"=""14325.866""","=""66542.539""","=""3d6""","=""a 5D""","=""4""","=""3d5.(4G).4p""","=""z 5F*""","=""5""",9,11,,"=""T7259""","=""L562""",
Mn,2,"=""191.8643""","=""0.0006""","=""191.86386""","=""0.00003""","=""200""","=""2.18e+07""",B+,"=""14781.205""","=""66901.494""","=""3d6""","=""a 5D""","=""2""","=""3d5.(4G).4p""","=""z 5F*""","=""2""",5,5,,"=""T7259""","=""L562""",
Mn,2,"=""191.8909""","=""0.0006""","=""191.89098""","=""0.00004""","=""30""","=""6.5e+06""",B,"=""14781.205""","=""66894.130""","=""3d6""","=""a 5D""","=""2""","=""3d5.(4G).4p""","=""z 5F*""","=""1""",5,3,,"=""T7259""","=""L562""",
Mn,2,"=""191.9639""","=""0.0006""","=""191.96473""","=""0.00004""","=""300""","=""2.38e+07""",B+,"=""14593.835""","=""66686.739""","=""3d6""","=""a 5D""","=""3""","=""3d5.(4G).4p""","=""z 5F*""","=""3""",7,7,,"=""T7259""","=""L562""",
Mn,2,"=""192.003""","=""0.0015""","=""192.00124""","=""0.00004""","=""100""","=""6.9e+07""",C+,"=""14593.835""","=""66676.833""","=""3d6""","=""a 5D""","=""3""","=""3d5.(4P).4p""","=""z 5D*""","=""2""",7,5,,"=""T7259""","=""L562""",
Mn,2,"=""192.1250""","=""0.0006""","=""192.12495""","=""0.00004""","=""800""","=""1.87e+08""",C+,"=""14593.835""","=""66643.296""","=""3d6""","=""a 5D""","=""3""","=""3d5.(4G).4p""","=""z 5F*""","=""4""",7,9,,"=""T7259""","=""L562""",
Mn,2,"=""192.307""","=""0.0015""","=""192.30662""","=""0.00003""","=""200""","=""2.48e+07""",B+,"=""14901.203""","=""66901.494""","=""3d6""","=""a 5D""","=""1""","=""3d5.(4G).4p""","=""z 5F*""","=""2""",3,5,,"=""T7259""","=""L562""",
Mn,2,"=""192.334""","=""0.0015""","=""192.33385""","=""0.00004""","=""200""","=""5.3e+07""",B,"=""14901.203""","=""66894.130""","=""3d6""","=""a 5D""","=""1""","=""3d5.(4G).4p""","=""z 5F*""","=""1""",3,3,,"=""T7259""","=""L562""",
Mn,2,"=""192.496""","=""0.002""","=""192.4957""","=""0.0004""","=""5*""","=""2.6e+08""",D,"=""43131.51""","=""95080.71""","=""3d6""","=""a 1D""","=""2""","=""3d5.(2S).4p""","=""y 1P*""","=""1""",5,3,,"=""c88""","=""L562""",
Mn,2,"=""192.552""","=""0.0015""","=""192.55114""","=""0.00006""","=""300""","=""5.1e+07""",B,"=""14959.876""","=""66894.130""","=""3d6""","=""a 5D""","=""0""","=""3d5.(4G).4p""","=""z 5F*""","=""1""",1,3,,"=""T7259""","=""L562""",
Mn,2,"=""192.6585""","=""0.0006""","=""192.65768""","=""0.00003""","=""500""","=""5.1e+07""",B+,"=""14781.205""","=""66686.739""","=""3d6""","=""a 5D""","=""2""","=""3d5.(4G).4p""","=""z 5F*""","=""3""",5,7,,"=""T7259""","=""L562""",
Mn,2,"=""192.6948""","=""0.0006""","=""192.69446""","=""0.00004""","=""50""","=""1.70e+07""",C+,"=""14781.205""","=""66676.833""","=""3d6""","=""a 5D""","=""2""","=""3d5.(4P).4p""","=""z 5D*""","=""2""",5,5,,"=""T7259""","=""L562""",
Mn,2,"=""192.815""","=""0.0015""","=""192.81230""","=""0.00004""","=""40""","=""3.4e+06""",C+,"=""14781.205""","=""66645.116""","=""3d6""","=""a 5D""","=""2""","=""3d5.(4P).4p""","=""z 5D*""","=""1""",5,3,,"=""T7259""","=""L562""",
Mn,2,"=""193.045""","=""0.0015""","=""193.0442""","=""0.0007""","=""30""","=""1.2e+08""",D,"=""55371.693""","=""107173.3""","=""3d4.4s2""","=""c 5D""","=""3""","=""3d4.(b 3F).4s.4p.(3P*)""","=""u 5P*""","=""3""",7,7,,"=""c88""","=""L562""",
Mn,2,"=""193.1404""","=""0.0006""","=""193.14106""","=""0.00004""","=""300""","=""2.8e+07""",C+,"=""14901.203""","=""66676.833""","=""3d6""","=""a 5D""","=""1""","=""3d5.(4P).4p""","=""z 5D*""","=""2""",3,5,,"=""T7259""","=""L562""",
Mn,2,"=""193.2600""","=""0.0006""","=""193.25945""","=""0.00004""","=""20""","=""3.7e+06""",C+,"=""14901.203""","=""66645.116""","=""3d6""","=""a 5D""","=""1""","=""3d5.(4P).4p""","=""z 5D*""","=""1""",3,3,,"=""T7259""","=""L562""",
Mn,2,"=""193.478""","=""0.002""","=""193.47883""","=""0.00006""","=""20h""","=""4.3e+06""",C+,"=""14959.876""","=""66645.116""","=""3d6""","=""a 5D""","=""0""","=""3d5.(4P).4p""","=""z 5D*""","=""1""",1,3,,"=""T7259""","=""L562""",
Mn,2,"=""193.5068""","=""0.0006""","=""193.5067""","=""0.0004""","=""100""","=""1.8e+08""",D,"=""43528.661""","=""95206.47""","=""3d5.(4F).4s""","=""a 5F""","=""5""","=""3d4.(5D).4s.4p.(3P*)""","=""w 5D*""","=""4""",11,9,,"=""c88""","=""L562""",
Mn,2,"=""193.674""","=""0.0015""","=""193.6725""","=""0.0008""","=""10*""","=""1.7e+08""",D,"=""55116.333""","=""106749.9""","=""3d4.4s2""","=""c 5D""","=""2""","=""3d4.(b 3F).4s.4p.(3P*)""","=""u 5P*""","=""2""",5,5,,"=""c88""","=""L562""",
