element,sp_num,obs_wl_air(nm),ritz_wl_air(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
La,1,"=""487.886""","=""487.8848+""","=""65""","=""2.38e+07""",B+,"=""8052.162""","=""28543.08""","=""5d2.(3F).6s""","=""2F""","=""7/2""","=""4f.5d.(3F*).6s""","=""2F*""","=""7/2""",8,8,,"=""T9460""","=""L3475""",
La,1,"=""488.761""","=""488.7595+""","=""26""","=""1.28e+07""",B,"=""8052.162""","=""28506.41""","=""5d2.(3F).6s""","=""2F""","=""7/2""","=""5d.6s.(3D).6p""","=""*""","=""5/2""",8,6,,"=""T9460""","=""L3475""",
La,2,"=""489.992""","=""489.9915+""","=""850""","=""7.3e+06""",B+,"=""0.00""","=""20402.82""","=""5d2""","=""a 3F""","=""2""","=""4f.5d""","=""z 3G*""","=""3""",5,7,,"=""T7455""","=""L3475""",
La,1,"=""490.187""","=""490.1867+""","=""65""","=""4.7e+06""",B,"=""1053.164""","=""21447.86""","=""5d.6s2""","=""2D""","=""5/2""","=""5d2.(3F).6p""","=""*""","=""7/2""",6,8,,"=""T9460""","=""L3475""",
La,1,"=""490.513""","=""490.5129+""","=""26""","=""6.5e+06""",B,"=""7011.909""","=""27393.04""","=""5d2.(3F).6s""","=""2F""","=""5/2""","=""5d2.(1D).6p""","=""*""","=""5/2""",6,6,,"=""T9460""","=""L3475""",
La,2,"=""492.098""","=""492.098+""","=""1000""","=""8.0e+06""",B+,"=""1016.10""","=""21331.60""","=""5d2""","=""a 3F""","=""3""","=""4f.5d""","=""z 3G*""","=""4""",7,9,,"=""T7455""","=""L3475""",
La,2,"=""492.179""","=""492.178+""","=""1000""","=""8.8e+06""",B+,"=""1970.70""","=""22282.90""","=""5d2""","=""a 3F""","=""4""","=""4f.5d""","=""z 3G*""","=""5""",9,11,,"=""T7455""","=""L3475""",
La,1,"=""""","=""492.6370+""","=""""","=""2.20e+05""",C,"=""3010.002""","=""23303.26""","=""5d2.(3F).6s""","=""4F""","=""5/2""","=""5d2.(3F).6p""","=""4D*""","=""7/2""",6,8,,"=""T9460""","=""""",
La,1,"=""494.585""","=""494.5845+""","=""26""","=""9.1e+06""",B+,"=""7011.909""","=""27225.26""","=""5d2.(3F).6s""","=""2F""","=""5/2""","=""5d2.(3P).6p""","=""2P*""","=""3/2""",6,4,,"=""T9460""","=""L3475""",
La,2,"=""494.647""","=""494.645+""","=""110""","=""1.02e+06""",B,"=""1895.15""","=""22106.02""","=""5d.6s""","=""a 3D""","=""1""","=""4f.5d""","=""z 3D*""","=""2""",3,5,,"=""T7455""","=""L3475""",
La,1,"=""494.977""","=""494.9766+""","=""370""","=""9.0e+07""",B+,"=""0.000""","=""20197.34""","=""5d.6s2""","=""2D""","=""3/2""","=""5d.6s.(1D).6p""","=""*""","=""1/2""",4,2,,"=""T9460""","=""L3475""",
La,1,"=""""","=""496.4829+""","=""""","=""1.36e+06""",C+,"=""2668.188""","=""22804.25""","=""5d2.(3F).6s""","=""4F""","=""3/2""","=""5d2.(3F).6p""","=""4D*""","=""5/2""",4,6,,"=""T9460""","=""""",
La,1,"=""""","=""496.8661+""","=""""","=""1.18e+06""",B,"=""7011.909""","=""27132.44""","=""5d2.(3F).6s""","=""2F""","=""5/2""","=""5d2.(1G).6p""","=""2G*""","=""7/2""",6,8,,"=""T9460""","=""""",
La,2,"=""497.039""","=""497.039+""","=""340""","=""6.3e+06""",B+,"=""2591.60""","=""22705.15""","=""5d.6s""","=""a 3D""","=""2""","=""4f.5d""","=""z 3P*""","=""1""",5,3,,"=""T7455""","=""L3475""",
La,1,"=""497.795""","=""497.7952+""","=""35""","=""3.01e+06""",B+,"=""0.000""","=""20082.98""","=""5d.6s2""","=""2D""","=""3/2""","=""5d2.(3F).6p""","=""4F*""","=""3/2""",4,4,,"=""T9460""","=""L3475""",
La,2,"=""498.683""","=""498.682+""","=""370""","=""4.48e+06""",B+,"=""1394.46""","=""21441.73""","=""5d2""","=""""","=""2""","=""4f.5d""","=""z 3D*""","=""1""",5,3,,"=""T7455""","=""L3475""",
La,2,"=""499.128""","=""499.128+""","=""140""","=""6.9e+06""",C+,"=""7394.57""","=""27423.91""","=""6s2""","=""a 1S""","=""0""","=""5d.6p""","=""*""","=""1""",1,3,,"=""T7455""","=""L3475""",
La,1,"=""499.388""","=""499.3864+""","=""65""","=""6.2e+06""",B+,"=""0.000""","=""20018.99""","=""5d.6s2""","=""2D""","=""3/2""","=""5d.6s.(1D).6p""","=""*""","=""3/2""",4,4,,"=""T9460""","=""L3475""",
La,1,"=""""","=""499.593+""","=""""","=""1.03e+06""",C,"=""7011.909""","=""27022.62""","=""5d2.(3F).6s""","=""2F""","=""5/2""","=""4f.5d.(3G*).6s""","=""4G*""","=""5/2""",6,6,,"=""T9460""","=""""",
La,2,"=""499.947""","=""499.946+""","=""720""","=""9.0e+06""",B+,"=""3250.35""","=""23246.93""","=""5d.6s""","=""a 3D""","=""3""","=""4f.5d""","=""z 3P*""","=""2""",7,5,,"=""T7455""","=""L3475""",
La,1,"=""500.179""","=""500.178+""","=""50""","=""2.13e+07""",B+,"=""8052.162""","=""28039.45""","=""5d2.(3F).6s""","=""2F""","=""7/2""","=""5d.6s.(1D).6p""","=""*""","=""7/2""",8,8,,"=""T9460""","=""L3475""",
