element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Cr,1,"=""495.48055""","=""0.00007""","=""495.48055""","=""0.00004""","=""78""","=""1.2e+07""",D,"=""25177.3539""","=""45354.1500""","=""3d4.4s2""","=""a 3F""","=""4""","=""3d5.(4G).4p""","=""z 3H*""","=""5""",9,11,,"=""T1621n""","=""L14866""",
Cr,1,"=""496.49271""","=""0.00005""","=""496.49274""","=""0.00003""","=""130""","=""1.61e+05""",B,"=""7593.1484""","=""27728.8110""","=""3d5.(6S).4s""","=""a 5S""","=""2""","=""3d4.(5D).4s.4p.(3P*)""","=""y 7P*""","=""2""",5,5,,"=""T4624""","=""L14866""",
Cr,1,"=""496.680""","=""0.003""","=""496.67950""","=""0.00010""","=""25""","=""3.0e+07""",D,"=""31048.7488""","=""51176.840""","=""3d5.(2D3).4s""","=""b 3D""","=""1""","=""3d5.(4D).4p""","=""w 3P*""","=""0""",3,1,,"=""T4288""","=""L808""",
Cr,1,"=""501.33136""","=""0.00007""","=""501.33144""","=""0.00003""","=""44""","=""3.5e+06""",D,"=""21840.8096""","=""41782.1313""","=""3d5.(4P).4s""","=""a 5P""","=""3""","=""3d4.(5D).4s.4p.(1P*)""","=""y 5D*""","=""4""",7,9,,"=""T1621n""","=""L14866""",
Cr,1,"=""503.254""","=""0.003""","=""503.25478""","=""0.00008""","=""12""","=""2.0e+06""",E,"=""35933.906""","=""55799.017""","=""3d5.(2H).4s""","=""b 3H""","=""6""","=""3d5.(2I).4p""","=""x 3I*""","=""7""",13,15,,"=""T4913""","=""L808""",
Cr,1,"=""503.465""","=""0.003""","=""503.46575""","=""0.00010""","=""7""","=""1.7e+06""",E,"=""35884.255""","=""55741.042""","=""3d5.(2H).4s""","=""b 3H""","=""5""","=""3d5.(2I).4p""","=""x 3I*""","=""6""",11,13,,"=""T4913""","=""L808""",
Cr,1,"=""504.504""","=""0.003""","=""504.50520""","=""0.00010""","=""6""","=""1.8e+06""",D,"=""35870.458""","=""55686.334""","=""3d5.(2H).4s""","=""b 3H""","=""4""","=""3d5.(2I).4p""","=""x 3I*""","=""5""",9,11,,"=""T2268""","=""L808""",
Cr,1,"=""505.18970""","=""0.00003""","=""505.18974""","=""0.00003""","=""115""","=""5.41e+04""",B,"=""7593.1484""","=""27382.1739""","=""3d5.(6S).4s""","=""a 5S""","=""2""","=""3d4.(5D).4s.4p.(3P*)""","=""z 7D*""","=""2""",5,5,,"=""T4624""","=""L14866""",
Cr,1,"=""507.29259""","=""0.00003""","=""507.292621""","=""0.000023""","=""200""","=""1.59e+05""",B,"=""7593.1484""","=""27300.1433""","=""3d5.(6S).4s""","=""a 5S""","=""2""","=""3d4.(5D).4s.4p.(3P*)""","=""z 7D*""","=""1""",5,3,,"=""T4624""","=""L14866""",
Cr,2,"=""509.73194""","=""0.00011""","=""509.73196""","=""0.00003""","=""5""","=""1.5e+05""",D,"=""29951.8162""","=""49564.5038""","=""3d4.(a 3P).4s""","=""b 4P""","=""1/2""","=""3d4.(5D).4p""","=""z 6D*""","=""3/2""",2,4,,"=""T4502""","=""L18847""",
Cr,1,"=""511.24846""","=""0.00005""","=""511.24846""","=""0.00003""","=""25""","=""5.7e+03""",D,"=""8095.1842""","=""27649.6960""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d4.(5D).4s.4p.(3P*)""","=""z 7D*""","=""4""",7,9,,"=""T4288""","=""L14866""",
Cr,1,"=""512.34603""","=""0.00003""","=""512.346021""","=""0.000016""","=""88""","=""4.0e+04""",D,"=""8307.5753""","=""27820.1975""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d4.(5D).4s.4p.(3P*)""","=""y 7P*""","=""3""",9,7,,"=""T4288""","=""L14866""",
Cr,1,"=""513.96457""","=""0.00005""","=""513.96456""","=""0.00004""","=""75""","=""1.3e+07""",D,"=""27597.2409""","=""47048.4161""","=""3d4.4s2""","=""b 3G""","=""3""","=""3d5.(4G).4p""","=""y 3G*""","=""3""",7,7,,"=""T1621n""","=""L14866""",
Cr,1,"=""517.74019""","=""0.00008""","=""517.74018""","=""0.00004""","=""20""","=""6.1e+06""",D,"=""27649.6960""","=""46959.0255""","=""3d4.(5D).4s.4p.(3P*)""","=""z 7D*""","=""4""","=""3d4.4s.5s""","=""f 7D""","=""5""",9,11,,"=""T1621n""","=""L14866""",
Cr,1,"=""519.19947""","=""0.00005""","=""519.19951""","=""0.00003""","=""34""","=""1.4e+07""",D,"=""27382.1739""","=""46637.2307""","=""3d4.(5D).4s.4p.(3P*)""","=""z 7D*""","=""2""","=""3d4.4s.5s""","=""f 7D""","=""3""",5,7,,"=""T1621n""","=""L14866""",
Cr,1,"=""519.34917""","=""0.00005""","=""519.34920""","=""0.00003""","=""27""","=""6.7e+06""",D,"=""27597.2409""","=""46846.7480""","=""3d4.4s2""","=""b 3G""","=""3""","=""3d4.(3H).4s.4p.(3P*)""","=""z 3G*""","=""3""",7,7,,"=""T1621n""","=""L14866""",
Cr,1,"=""519.64461""","=""0.00003""","=""519.644629""","=""0.000022""","=""210""","=""1.2e+07""",D,"=""27816.7783""","=""47055.3416""","=""3d4.4s2""","=""b 3G""","=""5""","=""3d5.(4G).4p""","=""y 3G*""","=""5""",11,11,,"=""T2268""","=""L14866""",
Cr,1,"=""520.01728""","=""0.00005""","=""520.01732""","=""0.00003""","=""24""","=""1.1e+07""",D,"=""27300.1433""","=""46524.9187""","=""3d4.(5D).4s.4p.(3P*)""","=""z 7D*""","=""1""","=""3d4.4s.5s""","=""f 7D""","=""2""",3,5,,"=""T4288""","=""L14866""",
Cr,1,"=""520.44981""","=""0.0009""","=""520.45110""","=""0.00003""","=""5900q""","=""5.09e+07""",B,"=""7593.1484""","=""26801.9009""","=""3d5.(6S).4s""","=""a 5S""","=""2""","=""3d5.(6S).4p""","=""z 5P*""","=""1""",5,3,,"=""T4624,T4913""","=""L14866""",
Cr,1,"=""520.60229""","=""0.0009""","=""520.603733""","=""0.000025""","=""7100q""","=""5.14e+07""",B,"=""7593.1484""","=""26796.2691""","=""3d5.(6S).4s""","=""a 5S""","=""2""","=""3d5.(6S).4p""","=""z 5P*""","=""2""",5,5,,"=""T4624,T4913""","=""L14866""",
Cr,1,"=""520.84094""","=""0.0009""","=""520.842555""","=""0.000022""","=""7800q""","=""5.06e+07""",B,"=""7593.1484""","=""26787.4640""","=""3d5.(6S).4s""","=""a 5S""","=""2""","=""3d5.(6S).4p""","=""z 5P*""","=""3""",5,7,,"=""T4624,T4913""","=""L14866""",
Cr,1,"=""521.41312""","=""0.00005""","=""521.413165""","=""0.000022""","=""57""","=""8.9e+06""",D,"=""27176.1072""","=""46349.4177""","=""3d5.(4P).4s""","=""b 3P""","=""1""","=""3d4.(3F1).4s.4p.(3P*)""","=""w 5D*""","=""2""",3,5,,"=""T4288""","=""L14866""",
Cr,2,"=""523.732185""","=""0.000016""","=""523.73219""","=""0.00003""","=""140""","=""1.7e+06""",D,"=""32854.2497""","=""51942.6640""","=""3d5""","=""b 4F""","=""9/2""","=""3d4.(5D).4p""","=""z 4F*""","=""9/2""",10,10,,"=""T4502""","=""L18847""",
Cr,1,"=""523.89608""","=""0.00008""","=""523.896175""","=""0.000019""","=""22""","=""4.01e+06""",B,"=""21847.8349""","=""40930.2744""","=""3d5.(4P).4s""","=""a 5P""","=""2""","=""3d4.(5D).4s.4p.(1P*)""","=""x 5P*""","=""1""",5,3,,"=""u10""","=""L14866""",
Cr,1,"=""524.1458""","=""0.0002""","=""524.145962""","=""0.000019""","=""5""","=""6.7e+05""",D,"=""21856.9287""","=""40930.2744""","=""3d5.(4P).4s""","=""a 5P""","=""1""","=""3d4.(5D).4s.4p.(1P*)""","=""x 5P*""","=""1""",3,3,,"=""T4288""","=""L14866""",
Cr,1,"=""524.33539""","=""0.00006""","=""524.33539""","=""0.00004""","=""26""","=""2.19e+07""",B,"=""27382.1739""","=""46448.6289""","=""3d4.(5D).4s.4p.(3P*)""","=""z 7D*""","=""2""","=""3d4.4s.5s""","=""f 7D""","=""1""",5,3,,"=""u10""","=""L14866""",
Cr,2,"=""524.67731""","=""0.00005""","=""524.67729""","=""0.00003""","=""11""","=""2.1e+05""",D,"=""29951.8162""","=""49005.8471""","=""3d4.(a 3P).4s""","=""b 4P""","=""1/2""","=""3d4.(5D).4p""","=""z 4P*""","=""3/2""",2,4,,"=""T4502""","=""L18847""",
Cr,1,"=""524.75646""","=""0.00003""","=""524.756509""","=""0.000022""","=""1250""","=""1.9e+06""",B,"=""7750.7465""","=""26801.9009""","=""3d4.4s2""","=""a 5D""","=""0""","=""3d5.(6S).4p""","=""z 5P*""","=""1""",1,3,,"=""T4624,T4913""","=""L14866""",
Cr,2,"=""524.94346""","=""0.00008""","=""524.943550""","=""0.000025""","=""7""","=""9.7e+04""",D,"=""30307.3672""","=""49351.7336""","=""3d4.(a 3P).4s""","=""b 4P""","=""3/2""","=""3d4.(5D).4p""","=""z 6D*""","=""5/2""",4,6,,"=""T4502""","=""L18847""",
Cr,1,"=""526.17505""","=""0.00006""","=""526.17509""","=""0.00003""","=""24""","=""1.3e+07""",D,"=""29824.6909""","=""48824.4834""","=""3d4.(5D).4s.4p.(3P*)""","=""y 5P*""","=""3""","=""3d4.4s.5s""","=""f 5D""","=""4""",7,9,,"=""T1621n""","=""L14866""",
Cr,1,"=""526.41530""","=""0.00003""","=""526.415341""","=""0.000017""","=""2600""","=""4.1e+06""",B,"=""7810.7795""","=""26801.9009""","=""3d4.4s2""","=""a 5D""","=""1""","=""3d5.(6S).4p""","=""z 5P*""","=""1""",3,3,,"=""T4624,T4913""","=""L14866""",
Cr,1,"=""526.57143""","=""0.00003""","=""526.571497""","=""0.000014""","=""1050""","=""8.5e+05""",B,"=""7810.7795""","=""26796.2691""","=""3d4.4s2""","=""a 5D""","=""1""","=""3d5.(6S).4p""","=""z 5P*""","=""2""",3,5,,"=""T4624,T4913""","=""L14866""",
Cr,1,"=""527.19995""","=""0.00006""","=""527.20003""","=""0.00003""","=""33""","=""1.01e+07""",B,"=""27820.1975""","=""46783.0528""","=""3d4.(5D).4s.4p.(3P*)""","=""y 7P*""","=""3""","=""3d4.4s.5s""","=""f 7D""","=""4""",7,9,,"=""u10""","=""L14866""",
Cr,2,"=""527.98777""","=""0.00003""","=""527.98772""","=""0.00003""","=""21""","=""2.4e+05""",D,"=""32854.2497""","=""51788.8149""","=""3d5""","=""b 4F""","=""9/2""","=""3d4.(5D).4p""","=""z 4F*""","=""7/2""",10,8,,"=""T4502""","=""L18847""",
Cr,1,"=""528.71780""","=""0.00014""","=""528.71780""","=""0.00003""","=""12""","=""4.22e+06""",B,"=""27728.8110""","=""46637.2307""","=""3d4.(5D).4s.4p.(3P*)""","=""y 7P*""","=""2""","=""3d4.4s.5s""","=""f 7D""","=""3""",5,7,,"=""u10""","=""L14866""",
Cr,1,"=""529.33761""","=""0.00014""","=""529.33760""","=""0.00003""","=""11""","=""2.1e+06""",D,"=""27222.9417""","=""46109.2219""","=""3d5.(4P).4s""","=""b 3P""","=""2""","=""3d5.(4P).4p""","=""y 3D*""","=""2""",5,5,,"=""T4288""","=""L14866""",
Cr,1,"=""529.66905""","=""0.00003""","=""529.669109""","=""0.000017""","=""2100""","=""3.1e+06""",B,"=""7927.4410""","=""26801.9009""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d5.(6S).4p""","=""z 5P*""","=""1""",5,3,,"=""T4624,T4913""","=""L14866""",
Cr,1,"=""529.73762""","=""0.00003""","=""529.737623""","=""0.000020""","=""460""","=""3.88e+07""",B,"=""23386.3419""","=""42258.3607""","=""3d5.(6S).4p""","=""z 7P*""","=""3""","=""3d5.(6S).4d""","=""e 7D""","=""4""",7,9,,"=""u10""","=""L14866""",
Cr,1,"=""529.80143""","=""0.00003""","=""529.801460""","=""0.000020""","=""340""","=""3.0e+07""",D,"=""23386.3419""","=""42256.0868""","=""3d5.(6S).4p""","=""z 7P*""","=""3""","=""3d5.(6S).4d""","=""e 7D""","=""3""",7,7,,"=""T4288""","=""L14866""",
Cr,1,"=""529.82715""","=""0.00003""","=""529.827202""","=""0.000014""","=""3540""","=""3.3e+06""",B,"=""7927.4410""","=""26796.2691""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d5.(6S).4p""","=""z 5P*""","=""2""",5,5,,"=""T4624,T4913""","=""L14866""",
Cr,1,"=""530.07451""","=""0.00003""","=""530.074563""","=""0.000014""","=""530""","=""2.5e+05""",B,"=""7927.4410""","=""26787.4640""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d5.(6S).4p""","=""z 5P*""","=""3""",5,7,,"=""T4624,T4913""","=""L14866""",
Cr,1,"=""530.41796""","=""0.00008""","=""530.41800""","=""0.00004""","=""19""","=""5.35e+06""",B,"=""27935.2412""","=""46783.0528""","=""3d4.(5D).4s.4p.(3P*)""","=""y 7P*""","=""4""","=""3d4.4s.5s""","=""f 7D""","=""4""",9,9,,"=""u10""","=""L14866""",
Cr,2,"=""530.84214""","=""0.00003""","=""530.84212""","=""0.00003""","=""29""","=""6.1e+05""",D,"=""32836.6527""","=""51669.4060""","=""3d5""","=""b 4F""","=""7/2""","=""3d4.(5D).4p""","=""z 4F*""","=""5/2""",8,6,,"=""T4502""","=""L18847""",
Cr,2,"=""531.06924""","=""0.00005""","=""531.06924""","=""0.00003""","=""15""","=""2.1e+05""",D,"=""32844.7068""","=""51669.4060""","=""3d5""","=""b 4F""","=""3/2""","=""3d4.(5D).4p""","=""z 4F*""","=""5/2""",4,6,,"=""T4502""","=""L18847""",
Cr,1,"=""531.28557""","=""0.00006""","=""531.28560""","=""0.00003""","=""27""","=""9.26e+06""",B,"=""27820.1975""","=""46637.2307""","=""3d4.(5D).4s.4p.(3P*)""","=""y 7P*""","=""3""","=""3d4.4s.5s""","=""f 7D""","=""3""",7,7,,"=""u10""","=""L14866""",
Cr,2,"=""531.35808""","=""0.00002""","=""531.35809""","=""0.00003""","=""52""","=""8.8e+05""",D,"=""32854.9399""","=""51669.4060""","=""3d5""","=""b 4F""","=""5/2""","=""3d4.(5D).4p""","=""z 4F*""","=""5/2""",6,6,,"=""T4502""","=""L18847""",
Cr,1,"=""531.87707""","=""0.00008""","=""531.87708""","=""0.00004""","=""21""","=""9.67e+06""",B,"=""27728.8110""","=""46524.9187""","=""3d4.(5D).4s.4p.(3P*)""","=""y 7P*""","=""2""","=""3d4.4s.5s""","=""f 7D""","=""2""",5,5,,"=""u10""","=""L14866""",
Cr,1,"=""532.83238""","=""0.00003""","=""532.832346""","=""0.000020""","=""930""","=""6.2e+07""",D,"=""23498.8156""","=""42261.2258""","=""3d5.(6S).4p""","=""z 7P*""","=""4""","=""3d5.(6S).4d""","=""e 7D""","=""5""",9,11,,"=""T1426n""","=""L14866""",
Cr,1,"=""532.91370""","=""0.00003""","=""532.913725""","=""0.000020""","=""290""","=""2.25e+07""",B,"=""23498.8156""","=""42258.3607""","=""3d5.(6S).4p""","=""z 7P*""","=""4""","=""3d5.(6S).4d""","=""e 7D""","=""4""",9,9,,"=""u10""","=""L14866""",
Cr,1,"=""532.97831""","=""0.00006""","=""532.97833""","=""0.00003""","=""51""","=""5.38e+06""",B,"=""23498.8156""","=""42256.0868""","=""3d5.(6S).4p""","=""z 7P*""","=""4""","=""3d5.(6S).4d""","=""e 7D""","=""3""",9,7,,"=""u10""","=""L14866""",
Cr,1,"=""534.04469""","=""0.00009""","=""534.04469""","=""0.00004""","=""19""","=""1.45e+07""",B,"=""27728.8110""","=""46448.6289""","=""3d4.(5D).4s.4p.(3P*)""","=""y 7P*""","=""2""","=""3d4.4s.5s""","=""f 7D""","=""1""",5,3,,"=""u10""","=""L14866""",
Cr,1,"=""534.47564""","=""0.00014""","=""534.47572""","=""0.00003""","=""10""","=""4.1e+06""",D,"=""27820.1975""","=""46524.9187""","=""3d4.(5D).4s.4p.(3P*)""","=""y 7P*""","=""3""","=""3d4.4s.5s""","=""f 7D""","=""2""",7,5,,"=""T4288""","=""L14866""",
Cr,1,"=""534.57959""","=""0.00003""","=""534.579650""","=""0.000015""","=""5100""","=""4.9e+06""",B,"=""8095.1842""","=""26796.2691""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d5.(6S).4p""","=""z 5P*""","=""2""",7,5,,"=""T4624,T4913""","=""L14866""",
Cr,2,"=""""","=""""","=""534.60863""","=""0.00003""","=""""","=""1.3e+05""",D,"=""30864.4328""","=""49564.5038""","=""3d4.(a 3P).4s""","=""b 4P""","=""5/2""","=""3d4.(5D).4p""","=""z 6D*""","=""3/2""",6,4,,"=""T4502""","=""""",
Cr,1,"=""534.83141""","=""0.00003""","=""534.831470""","=""0.000015""","=""3200""","=""1.7e+06""",B,"=""8095.1842""","=""26787.4640""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d5.(6S).4p""","=""z 5P*""","=""3""",7,7,,"=""T4624,T4913""","=""L14866""",
Cr,2,"=""""","=""""","=""536.93508""","=""0.00003""","=""""","=""3.2e+04""",D,"=""31219.3322""","=""49838.3799""","=""3d4.(a 3F).4s""","=""a 4F""","=""9/2""","=""3d4.(5D).4p""","=""z 6D*""","=""9/2""",10,10,,"=""T4502""","=""""",
Cr,1,"=""540.05967""","=""0.00003""","=""540.059689""","=""0.000021""","=""110""","=""1.6e+07""",D,"=""27222.9417""","=""45734.2670""","=""3d5.(4P).4s""","=""b 3P""","=""2""","=""3d5.(4P).4p""","=""y 3P*""","=""2""",5,5,,"=""T1621n""","=""L14866""",
Cr,1,"=""540.97834""","=""0.00003""","=""540.978408""","=""0.000015""","=""8500""","=""6.2e+06""",B,"=""8307.5753""","=""26787.4640""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d5.(6S).4p""","=""z 5P*""","=""3""",9,7,,"=""T4624,T4913""","=""L14866""",
Cr,2,"=""542.09247""","=""0.00005""","=""542.09247""","=""0.00003""","=""13""","=""5.0e+05""",D,"=""30307.3672""","=""48749.2779""","=""3d4.(a 3P).4s""","=""b 4P""","=""3/2""","=""3d4.(5D).4p""","=""z 4P*""","=""1/2""",4,2,,"=""T4502""","=""L18847""",
Cr,1,"=""544.24069""","=""0.00009""","=""544.24066""","=""0.00005""","=""21""","=""3.9e+06""",D,"=""27597.2409""","=""45966.3597""","=""3d4.4s2""","=""b 3G""","=""3""","=""3d5.(4G).4p""","=""y 3F*""","=""2""",7,5,,"=""T4288""","=""L14866""",
Cr,2,"=""550.20852""","=""0.00003""","=""550.20855""","=""0.00003""","=""21""","=""2.8e+05""",D,"=""33618.9363""","=""51788.8149""","=""3d4.(3G).4s""","=""b 4G""","=""9/2""","=""3d4.(5D).4p""","=""z 4F*""","=""7/2""",10,8,,"=""T4502""","=""L18847""",
Cr,2,"=""550.86225""","=""0.00005""","=""550.86229""","=""0.00003""","=""17""","=""2.8e+05""",D,"=""33521.0904""","=""51669.4060""","=""3d4.(3G).4s""","=""b 4G""","=""7/2""","=""3d4.(5D).4p""","=""z 4F*""","=""5/2""",8,6,,"=""T4502""","=""L18847""",
Cr,1,"=""554.861""","=""0.003""","=""554.85867""","=""0.00005""","=""15""","=""1.9e+05""",D,"=""27597.2409""","=""45614.8444""","=""3d4.4s2""","=""b 3G""","=""3""","=""3d5.(4G).4p""","=""y 5H*""","=""4""",7,9,,"=""T2268""","=""L808""",
Cr,1,"=""556.655""","=""0.003""","=""556.65430""","=""0.00005""","=""20""","=""1.5e+05""",D,"=""27703.7743""","=""45663.2579""","=""3d4.4s2""","=""b 3G""","=""4""","=""3d5.(4G).4p""","=""y 5H*""","=""5""",9,11,,"=""T2268""","=""L808""",
Cr,1,"=""558.160""","=""0.003""","=""558.15895""","=""0.00005""","=""15""","=""1.9e+05""",E,"=""27703.7743""","=""45614.8444""","=""3d4.4s2""","=""b 3G""","=""4""","=""3d5.(4G).4p""","=""y 5H*""","=""4""",9,9,,"=""T2268""","=""L808""",
Cr,1,"=""558.805""","=""0.003""","=""558.79923""","=""0.00005""","=""30""","=""1.1e+05""",E,"=""27816.7783""","=""45707.3259""","=""3d4.4s2""","=""b 3G""","=""5""","=""3d5.(4G).4p""","=""y 5H*""","=""6""",11,13,,"=""T2268""","=""L808""",
Cr,1,"=""562.86425""","=""0.00006""","=""562.86426""","=""0.00004""","=""44""","=""3.95e+06""",B,"=""27597.2409""","=""45358.5837""","=""3d4.4s2""","=""b 3G""","=""3""","=""3d5.(4G).4p""","=""z 3H*""","=""4""",7,9,,"=""u10""","=""L14866""",
Cr,1,"=""564.2359""","=""0.0002""","=""564.23588""","=""0.00004""","=""7""","=""3.4e+06""",D,"=""31106.3170""","=""48824.4834""","=""3d4.(5D).4s.4p.(3P*)""","=""z 5F*""","=""4""","=""3d4.4s.5s""","=""f 5D""","=""4""",9,9,,"=""T4288""","=""L14866""",
Cr,1,"=""564.8261""","=""0.0002""","=""564.82612""","=""0.00006""","=""6""","=""4.2e+06""",D,"=""30858.7516""","=""48558.403""","=""3d4.(5D).4s.4p.(3P*)""","=""z 5F*""","=""2""","=""3d4.4s.5s""","=""f 5D""","=""2""",5,5,,"=""T4288""","=""L14866""",
Cr,1,"=""564.9386""","=""0.0002""","=""564.93856""","=""0.00004""","=""8""","=""5.1e+06""",D,"=""30965.3799""","=""48661.5083""","=""3d4.(5D).4s.4p.(3P*)""","=""z 5F*""","=""3""","=""3d4.4s.5s""","=""f 5D""","=""3""",7,7,,"=""T4288""","=""L14866""",
Cr,1,"=""569.47404""","=""0.00006""","=""569.47407""","=""0.00004""","=""32""","=""1.4e+07""",D,"=""31106.3170""","=""48661.5083""","=""3d4.(5D).4s.4p.(3P*)""","=""z 5F*""","=""4""","=""3d4.4s.5s""","=""f 5D""","=""3""",9,7,,"=""T4288""","=""L14866""",
Cr,1,"=""570.23063""","=""0.00007""","=""570.23060""","=""0.00004""","=""55""","=""3.40e+06""",B,"=""27816.7783""","=""45348.6792""","=""3d4.4s2""","=""b 3G""","=""5""","=""3d5.(4G).4p""","=""z 3H*""","=""6""",11,13,,"=""u10""","=""L14866""",
Cr,1,"=""571.98157""","=""0.00016""","=""571.98168""","=""0.00004""","=""10""","=""4.96e+05""",B,"=""24303.9025""","=""41782.1313""","=""3d5.(4D).4s""","=""b 5D""","=""3""","=""3d4.(5D).4s.4p.(1P*)""","=""y 5D*""","=""4""",7,9,,"=""u10""","=""L14866""",
Cr,1,"=""578.30642""","=""0.00007""","=""578.30643""","=""0.00004""","=""77""","=""2.1e+07""",D,"=""26801.9009""","=""44088.9776""","=""3d5.(6S).4p""","=""z 5P*""","=""1""","=""3d5.(6S).4d""","=""e 5D""","=""1""",3,3,,"=""T4288""","=""L14866""",
Cr,1,"=""578.38498""","=""0.00003""","=""578.385010""","=""0.000024""","=""100""","=""2.02e+07""",B,"=""26796.2691""","=""44080.9973""","=""3d5.(6S).4p""","=""z 5P*""","=""2""","=""3d5.(6S).4d""","=""e 5D""","=""2""",5,5,,"=""u10""","=""L14866""",
Cr,1,"=""578.49694""","=""0.00007""","=""578.496971""","=""0.000024""","=""85""","=""1.19e+07""",B,"=""26787.4640""","=""44068.8470""","=""3d5.(6S).4p""","=""z 5P*""","=""3""","=""3d5.(6S).4d""","=""e 5D""","=""3""",7,7,,"=""u10""","=""L14866""",
Cr,1,"=""578.79184""","=""0.00003""","=""578.791876""","=""0.000020""","=""170""","=""2.35e+07""",B,"=""26796.2691""","=""44068.8470""","=""3d5.(6S).4p""","=""z 5P*""","=""2""","=""3d5.(6S).4d""","=""e 5D""","=""3""",5,7,,"=""u10""","=""L14866""",
Cr,1,"=""583.8669""","=""0.0002""","=""583.86698""","=""0.00004""","=""6""","=""6.5e+05""",D,"=""24286.5418""","=""41408.9840""","=""3d5.(4D).4s""","=""b 5D""","=""1""","=""3d4.(5D).4s.4p.(1P*)""","=""y 5D*""","=""2""",3,5,,"=""T4288""","=""L14866""",
Cr,1,"=""584.4595""","=""0.0002""","=""584.45958""","=""0.00004""","=""6""","=""6.8e+05""",D,"=""24303.9025""","=""41408.9840""","=""3d5.(4D).4s""","=""b 5D""","=""3""","=""3d4.(5D).4s.4p.(1P*)""","=""y 5D*""","=""2""",7,5,,"=""T4288""","=""L14866""",
Cr,2,"=""605.34683""","=""0.00013""","=""605.34692""","=""0.00004""","=""7""","=""1.6e+05""",D,"=""38269.5694""","=""54784.4497""","=""3d4.(3D).4s""","=""c 4D""","=""7/2""","=""3d4.(5D).4p""","=""z 4D*""","=""7/2""",8,8,,"=""T4502""","=""L18847""",
Cr,2,"=""""","=""""","=""612.92258""","=""0.00005""","=""""","=""1.1e+05""",D,"=""38314.8348""","=""54625.5946""","=""3d4.(3D).4s""","=""c 4D""","=""5/2""","=""3d4.(5D).4p""","=""z 4D*""","=""5/2""",6,6,,"=""T4502""","=""""",
Cr,1,"=""633.00911""","=""0.00004""","=""633.00913""","=""0.00003""","=""360""","=""2.9e+04""",D,"=""7593.1484""","=""23386.3419""","=""3d5.(6S).4s""","=""a 5S""","=""2""","=""3d5.(6S).4p""","=""z 7P*""","=""3""",5,7,,"=""T4288""","=""L14866""",
Cr,1,"=""663.00106""","=""0.00009""","=""663.00112""","=""0.00004""","=""75""","=""6.0e+03""",D,"=""8307.5753""","=""23386.3419""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d5.(6S).4p""","=""z 7P*""","=""3""",9,7,,"=""T4288""","=""L14866""",
Cr,1,"=""666.10744""","=""0.00009""","=""666.10739""","=""0.00005""","=""38""","=""1.1e+07""",D,"=""33816.0334""","=""48824.4834""","=""3d4.(5D).4s.4p.(3P*)""","=""z 5D*""","=""4""","=""3d4.4s.5s""","=""f 5D""","=""4""",9,9,,"=""T4288""","=""L14866""",
Cr,1,"=""666.92806""","=""0.00018""","=""666.92810""","=""0.00006""","=""15""","=""5.9e+06""",D,"=""33671.5273""","=""48661.5083""","=""3d4.(5D).4s.4p.(3P*)""","=""z 5D*""","=""3""","=""3d4.4s.5s""","=""f 5D""","=""3""",7,7,,"=""T4288""","=""L14866""",
Cr,1,"=""688.240""","=""0.005""","=""688.25069""","=""0.00006""","=""75""","=""1.19e+07""",B,"=""27728.8110""","=""42254.3929""","=""3d4.(5D).4s.4p.(3P*)""","=""y 7P*""","=""2""","=""3d5.(6S).4d""","=""e 7D""","=""2""",5,5,,"=""u10""","=""L808""",
Cr,1,"=""688.305""","=""0.005""","=""688.30525""","=""0.00008""","=""150""","=""1.78e+07""",B,"=""27728.8110""","=""42253.2416""","=""3d4.(5D).4s.4p.(3P*)""","=""y 7P*""","=""2""","=""3d5.(6S).4d""","=""e 7D""","=""1""",5,3,,"=""u10""","=""L808""",
Cr,1,"=""692.52700""","=""0.00005""","=""692.52694""","=""0.00003""","=""250""","=""9.3e+06""",D,"=""27820.1975""","=""42256.0868""","=""3d4.(5D).4s.4p.(3P*)""","=""y 7P*""","=""3""","=""3d5.(6S).4d""","=""e 7D""","=""3""",7,7,,"=""T4288""","=""L14866""",
Cr,1,"=""697.83976""","=""0.00005""","=""697.83983""","=""0.00004""","=""640""","=""1.73e+07""",B,"=""27935.2412""","=""42261.2258""","=""3d4.(5D).4s.4p.(3P*)""","=""y 7P*""","=""4""","=""3d5.(6S).4d""","=""e 7D""","=""5""",9,11,,"=""u10""","=""L14866""",
Cr,1,"=""697.97945""","=""0.00005""","=""697.97942""","=""0.00004""","=""190""","=""5.9e+06""",D,"=""27935.2412""","=""42258.3607""","=""3d4.(5D).4s.4p.(3P*)""","=""y 7P*""","=""4""","=""3d5.(6S).4d""","=""e 7D""","=""4""",9,9,,"=""T4288""","=""L14866""",
