element,sp_num,obs_wl_air(nm),ritz_wl_air(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Pr,2,"=""581.355""","=""581.357+""","=""16""","=""1.5e+06""",D+,"=""11005.57""","=""28201.95""","=""4f3.(4I*).5d""","=""5I*""","=""7""","=""4f3.(4I*).6p""","=""5I""","=""8""",15,17,,"=""T8137""","=""L3475""",
Pr,2,"=""581.517""","=""581.517+""","=""160D*""","=""4.6e+06""",C+,"=""8465.04""","=""25656.69&dagger;""","=""4f3.(4I*).5d""","=""3I*""","=""6""","=""4f3.(4I*).6p""","=""5I""","=""6""",13,13,,"=""T8137""","=""L3475""",
Pr,2,"=""583.094""","=""583.093+""","=""45""","=""1.65e+06""",B,"=""8465.04""","=""25610.20""","=""4f3.(4I*).5d""","=""3I*""","=""6""","=""""","=""""","=""6""",13,13,,"=""T8137""","=""L3475""",
Pr,2,"=""584.713""","=""584.712+""","=""65""","=""6.4e+06""",C,"=""10030.31""","=""27128.00""","=""4f3.(4I*).5d""","=""*""","=""7""","=""4f3.(4I*).6p""","=""5K""","=""8""",15,17,,"=""T8137n""","=""L3475""",
Pr,2,"=""586.883""","=""586.882+""","=""80*""","=""3.1e+06""",B,"=""8465.04""","=""25499.52""","=""4f3.(4I*).5d""","=""3I*""","=""6""","=""4f3.(4I*).6p?""","=""""","=""5""",13,11,,"=""T8137""","=""L3475""",
Pr,2,"=""587.383""","=""587.385+""","=""22""","=""6.4e+05""",D+,"=""9378.63""","=""26398.52""","=""4f3.(4I*).5d""","=""5H*""","=""5""","=""4f3.(4I*).6p?""","=""""","=""6""",11,13,,"=""T8137""","=""L3475""",
Pr,2,"=""587.925""","=""587.926+""","=""80""","=""7.4e+06""",C+,"=""11005.57""","=""28009.80""","=""4f3.(4I*).5d""","=""5I*""","=""7""","=""4f3.(4I*).6p?""","=""""","=""7""",15,15,,"=""T8137""","=""L3475""",
Pr,2,"=""590.445""","=""590.446+""","=""45""","=""2.9e+06""",C,"=""10030.31""","=""26961.96""","=""4f3.(4I*).5d""","=""*""","=""7""","=""4f3.(4I*).6p?""","=""""","=""6""",15,13,,"=""T8137""","=""L3475""",
Pr,2,"=""593.990""","=""593.990+""","=""160""","=""8.0e+06""",C+,"=""10030.31""","=""26860.95""","=""4f3.(4I*).5d""","=""*""","=""7""","=""4f3.(4I*).6p""","=""5I""","=""7""",15,15,,"=""T8137""","=""L3475""",
Pr,2,"=""594.072""","=""594.072+""","=""65""","=""1.5e+07""",C,"=""11749.49""","=""28577.79""","=""4f3.(4I*).5d""","=""*""","=""6""","=""4f3.(4I*).6p?""","=""3I?""","=""7""",13,15,,"=""T8137""","=""L3475""",
Pr,2,"=""595.127""","=""595.128+""","=""55*""","=""2.2e+05""",D+,"=""9646.67""","=""26445.11""","=""4f3.(4I*).5d""","=""5I*""","=""6""","=""""","=""""","=""7""",13,15,,"=""T8137""","=""L3475""",
Pr,2,"=""595.127""","=""595.127+""","=""55*""","=""3.5e+06""",C,"=""10163.47""","=""26961.96""","=""4f3.(4I*).5d""","=""3K*""","=""6""","=""4f3.(4I*).6p?""","=""""","=""6""",13,13,,"=""T8137""","=""L3475""",
Pr,2,"=""596.782""","=""596.784+""","=""110""","=""3.4e+06""",C+,"=""9646.67""","=""26398.52""","=""4f3.(4I*).5d""","=""5I*""","=""6""","=""4f3.(4I*).6p?""","=""""","=""6""",13,13,,"=""T8137""","=""L3475""",
Pr,2,"=""602.572""","=""602.573+""","=""150""","=""6.9e+06""",C+,"=""11611.05""","=""28201.95""","=""4f3.(4I*).5d""","=""5I*""","=""8""","=""4f3.(4I*).6p""","=""5I""","=""8""",17,17,,"=""T8137""","=""L3475""",
Pr,2,"=""604.287""","=""604.287+""","=""35""","=""2.8e+06""",C+,"=""10163.47""","=""26707.31""","=""4f3.(4I*).5d""","=""3K*""","=""6""","=""""","=""""","=""5""",13,11,,"=""T8137""","=""L3475""",
Pr,2,"=""605.004""","=""605.004+""","=""28""","=""2.4e+06""",C,"=""10116.63""","=""26640.86""","=""4f3.(4I*).5d""","=""5G*""","=""4""","=""""","=""""","=""5""",9,11,,"=""T8137""","=""L3475""",
Pr,2,"=""606.727""","=""606.724+""","=""13""","=""1.7e+06""",D+,"=""10163.47""","=""26640.86""","=""4f3.(4I*).5d""","=""3K*""","=""6""","=""""","=""""","=""5""",13,11,,"=""T8137""","=""L3475""",
Pr,2,"=""608.616""","=""608.618+""","=""28""","=""1.6e+06""",D+,"=""10535.83""","=""26961.96""","=""4f3.(4I*).5d""","=""*""","=""5""","=""4f3.(4I*).6p?""","=""""","=""6""",11,13,,"=""T8137""","=""L3475""",
Pr,2,"=""608.752""","=""608.753+""","=""65""","=""6.0e+06""",C+,"=""9045.00""","=""25467.47""","=""4f3.(4I*).5d""","=""5G*""","=""3""","=""""","=""""","=""4""",7,9,,"=""T8137""","=""L3475""",
Pr,2,"=""609.038""","=""609.038+""","=""20""","=""1.57e+06""",C+,"=""10030.31""","=""26445.11""","=""4f3.(4I*).5d""","=""*""","=""7""","=""""","=""""","=""7""",15,15,,"=""T8137""","=""L3475""",
Pr,2,"=""610.672""","=""610.673+""","=""22""","=""1.07e+06""",C+,"=""9128.67""","=""25499.52""","=""4f3.(4I*).5d""","=""*""","=""4""","=""4f3.(4I*).6p?""","=""""","=""5""",9,11,,"=""T8137""","=""L3475""",
Pr,2,"=""614.151""","=""614.154+""","=""35""","=""1.14e+06""",C,"=""9378.63""","=""25656.69&dagger;""","=""4f3.(4I*).5d""","=""5H*""","=""5""","=""4f3.(4I*).6p""","=""5I""","=""6""",11,13,,"=""T8137""","=""L3475""",
Pr,2,"=""614.824""","=""614.824+""","=""65bl(Pr I)""","=""4.2e+06""",C,"=""11749.49""","=""28009.80""","=""4f3.(4I*).5d""","=""*""","=""6""","=""4f3.(4I*).6p?""","=""""","=""7""",13,15,,"=""T8137""","=""L3475""",
Pr,2,"=""615.782""","=""615.781+""","=""22""","=""6.2e+05""",D+,"=""10163.47""","=""26398.52""","=""4f3.(4I*).5d""","=""3K*""","=""6""","=""4f3.(4I*).6p?""","=""""","=""6""",13,13,,"=""T8137""","=""L3475""",
Pr,2,"=""615.910""","=""615.913+""","=""13""","=""8.1e+05""",C+,"=""9378.63""","=""25610.20""","=""4f3.(4I*).5d""","=""5H*""","=""5""","=""""","=""""","=""6""",11,13,,"=""T8137""","=""L3475""",
Pr,2,"=""616.118""","=""616.118+""","=""190""","=""1.02e+07""",C,"=""8489.87""","=""24716.04""","=""4f3.(4I*).5d""","=""5I*""","=""5""","=""4f3.(4I*).6p""","=""5I""","=""5""",11,11,,"=""T8137""","=""L3475""",
Pr,2,"=""618.234""","=""618.234+""","=""55""","=""2.6e+06""",C+,"=""11611.05""","=""27781.69""","=""4f3.(4I*).5d""","=""5I*""","=""8""","=""""","=""""","=""8""",17,17,,"=""T8137""","=""L3475""",
Pr,2,"=""619.745""","=""619.745+""","=""35""","=""1.9e+06""",C+,"=""10729.75""","=""26860.95""","=""4f3.(4I*).5d""","=""5H*""","=""6""","=""4f3.(4I*).6p""","=""5I""","=""7""",13,15,,"=""T8137""","=""L3475""",
Pr,2,"=""620.081""","=""620.082+""","=""35""","=""2.8e+06""",D+,"=""11005.57""","=""27128.00""","=""4f3.(4I*).5d""","=""5I*""","=""7""","=""4f3.(4I*).6p""","=""5K""","=""8""",15,17,,"=""T2994n""","=""L3475""",
Pr,2,"=""624.435""","=""624.436+""","=""45""","=""2.3e+06""",C+,"=""9646.67""","=""25656.69&dagger;""","=""4f3.(4I*).5d""","=""5I*""","=""6""","=""4f3.(4I*).6p""","=""5I""","=""6""",13,13,,"=""T8137""","=""L3475""",
Pr,2,"=""625.510""","=""625.510+""","=""35""","=""1.39e+06""",C+,"=""10163.47""","=""26146.01""","=""4f3.(4I*).5d""","=""3K*""","=""6""","=""4f3.(4I*).6p?""","=""""","=""5""",13,11,,"=""T8137""","=""L3475""",
Pr,2,"=""626.255""","=""626.255+""","=""40""","=""1.24e+06""",B,"=""9646.67""","=""25610.20""","=""4f3.(4I*).5d""","=""5I*""","=""6""","=""""","=""""","=""6""",13,13,,"=""T8137""","=""L3475""",
Pr,2,"=""626.454""","=""626.454+""","=""18""","=""1.6e+06""",D+,"=""12243.49""","=""28201.95""","=""4f3.(4I*).5d""","=""5H*""","=""7""","=""4f3.(4I*).6p""","=""5I""","=""8""",15,17,,"=""T8137""","=""L3475""",
Pr,2,"=""627.868""","=""627.868+""","=""40""","=""3.3e+06""",D,"=""9646.67""","=""25569.19""","=""4f3.(4I*).5d""","=""5I*""","=""6""","=""4f3.(4I*).6p""","=""5K""","=""7""",13,15,,"=""T2994n""","=""L3475""",
Pr,2,"=""630.235""","=""630.236+""","=""35""","=""1.1e+06""",D+,"=""10535.83""","=""26398.52""","=""4f3.(4I*).5d""","=""*""","=""5""","=""4f3.(4I*).6p?""","=""""","=""6""",11,13,,"=""T8137""","=""L3475""",
Pr,2,"=""630.523""","=""630.526+""","=""35*""","=""1.44e+06""",C+,"=""11005.57""","=""26860.95""","=""4f3.(4I*).5d""","=""5I*""","=""7""","=""4f3.(4I*).6p""","=""5I""","=""7""",15,15,,"=""T8137""","=""L3475""",
Pr,2,"=""634.711""","=""634.711+""","=""28""","=""8.7e+06""",C+,"=""12826.94""","=""28577.79""","=""4f3.(4I*).5d""","=""5G*""","=""6""","=""4f3.(4I*).6p?""","=""3I?""","=""7""",13,15,,"=""T8137""","=""L3475""",
Pr,2,"=""639.796""","=""639.797+""","=""45""","=""1.0e+06""",D+,"=""8489.87""","=""24115.50""","=""4f3.(4I*).5d""","=""5I*""","=""5""","=""4f3.(4I*).6p""","=""5K""","=""6""",11,13,,"=""T2994n""","=""L3475""",
Pr,2,"=""643.184""","=""643.180+""","=""45""","=""4.0e+06""",C,"=""11418.52""","=""26961.96""","=""4f3.(4I*).5d""","=""3L*""","=""7""","=""4f3.(4I*).6p?""","=""""","=""6""",15,13,,"=""T8137""","=""L3475""",
Pr,2,"=""649.894""","=""649.893+""","=""18""","=""9.e+05""",D+,"=""10116.63""","=""25499.52""","=""4f3.(4I*).5d""","=""5G*""","=""4""","=""4f3.(4I*).6p?""","=""""","=""5""",9,11,,"=""T8137""","=""L3475""",
Pr,2,"=""651.879""","=""651.878+""","=""16""","=""1.4e+06""",E,"=""10163.47""","=""25499.52""","=""4f3.(4I*).5d""","=""3K*""","=""6""","=""4f3.(4I*).6p?""","=""""","=""5""",13,11,,"=""T8137""","=""L3475""",
Pr,2,"=""661.834""","=""661.828+""","=""11""","=""1.37e+06""",C+,"=""11418.52""","=""26524.02""","=""4f3.(4I*).5d""","=""3L*""","=""7""","=""""","=""""","=""6""",15,13,,"=""T8137""","=""L3475""",
Pr,2,"=""667.341""","=""667.341+""","=""55""","=""8.7e+06""",C+,"=""13029.09""","=""28009.80""","=""4f3.(4I*).5d""","=""3L*""","=""8""","=""4f3.(4I*).6p?""","=""""","=""7""",17,15,,"=""T8137""","=""L3475""",
Pr,2,"=""667.378""","=""667.372+""","=""75""","=""5.0e+06""",C+,"=""11418.52""","=""26398.52""","=""4f3.(4I*).5d""","=""3L*""","=""7""","=""4f3.(4I*).6p?""","=""""","=""6""",15,13,,"=""T8137""","=""L3475""",
Pr,2,"=""681.404""","=""681.403+""","=""13""","=""5.9e+05""",C+,"=""10163.47""","=""24835.03""","=""4f3.(4I*).5d""","=""3K*""","=""6""","=""""","=""""","=""6""",13,13,,"=""T8137""","=""L3475""",
Pr,2,"=""684.659""","=""684.657+""","=""9""","=""4.4e+05""",D+,"=""7438.23""","=""22040.05""","=""4f3.(4I*).5d""","=""3I*""","=""5""","=""""","=""""","=""5""",11,11,,"=""T8137""","=""L3475""",
Pr,2,"=""702.151""","=""702.144+""","=""40*""","=""2.6e+06""",C+,"=""11418.52""","=""25656.69&dagger;""","=""4f3.(4I*).5d""","=""3L*""","=""7""","=""4f3.(4I*).6p""","=""5I""","=""6""",15,13,,"=""T8137""","=""L3475""",
Pr,2,"=""704.445""","=""704.444+""","=""8""","=""6.5e+05""",C+,"=""11418.52""","=""25610.20""","=""4f3.(4I*).5d""","=""3L*""","=""7""","=""""","=""""","=""6""",15,13,,"=""T8137""","=""L3475""",
Pr,2,"=""722.770""","=""722.769+""","=""24""","=""2.1e+06""",C,"=""13029.09""","=""26860.95""","=""4f3.(4I*).5d""","=""3L*""","=""8""","=""4f3.(4I*).6p""","=""5I""","=""7""",17,15,,"=""T8137""","=""L3475""",
Pr,2,"=""745.174""","=""745.172+""","=""20c""","=""2.0e+06""",C+,"=""13029.09""","=""26445.11""","=""4f3.(4I*).5d""","=""3L*""","=""8""","=""""","=""""","=""7""",17,15,,"=""T8137""","=""L3475""",
Pr,2,"=""764.566""","=""764.565+""","=""20""","=""5.e+05""",E,"=""14705.96""","=""27781.69""","=""4f3.(4I*).5d""","=""3L*""","=""9""","=""""","=""""","=""8""",19,17,,"=""T8137""","=""L3475""",
Pr,2,"=""770.498""","=""770.488+""","=""7""","=""5.9e+05""",C+,"=""11418.52""","=""24393.73""","=""4f3.(4I*).5d""","=""3L*""","=""7""","=""""","=""""","=""6""",15,13,,"=""T8137""","=""L3475""",
Pr,2,"=""818.134""","=""818.132+""","=""5""","=""3.1e+05""",E,"=""13029.09""","=""25248.69""","=""4f3.(4I*).5d""","=""3L*""","=""8""","=""""","=""""","=""7""",17,15,,"=""T8137""","=""L3475""",
