element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Ne,3,"=""185.4126""","=""""","=""185.4126""","=""0.0007""","=""120""","=""2.1e+07""",D,"=""436901.63""","=""490835.4""","=""2s2.2p3.(2D*).3d""","=""3D*""","=""2""","=""2s2.2p3.(2D*).4f""","=""3P""","=""1""",5,3,,"=""T8046""","=""L10704""",
Ne,3,"=""185.918""","=""""","=""185.9156""","=""0.0003""","=""100w""","=""1.1e+08""",C,"=""406332.411""","=""460120.25""","=""2s2.2p3.(2D*).3p""","=""1D""","=""2""","=""2s2.2p3.(2P*).3d""","=""1F*""","=""3""",5,7,,"=""c52""","=""L10704""",
Ne,3,"=""186.514""","=""""","=""186.514""","=""0.005""","=""160bl*""","=""5.5e+08""",D,"=""458285.80""","=""511901.1""","=""2s2.2p3.(2P*).3d""","=""3P*""","=""0""","=""2s2.2p3.(2P*).4f""","=""3D""","=""1""",1,3,,"=""T8046""","=""L10704""",
Ne,3,"=""186.6634""","=""""","=""186.6632""","=""0.0005""","=""180""","=""6.8e+08""",D,"=""458335.50""","=""511907.92""","=""2s2.2p3.(2P*).3d""","=""3P*""","=""1""","=""2s2.2p3.(2P*).4f""","=""3D""","=""2""",3,5,,"=""T8046""","=""L10704""",
Ne,3,"=""186.9463""","=""""","=""186.9462""","=""0.0011""","=""200""","=""8.8e+08""",D,"=""458442.48""","=""511933.8""","=""2s2.2p3.(2P*).3d""","=""3P*""","=""2""","=""2s2.2p3.(2P*).4f""","=""3D""","=""3""",5,7,,"=""T8046""","=""L10704""",
Ne,3,"=""187.0372""","=""""","=""187.0367""","=""0.0005""","=""120""","=""1.9e+08""",D,"=""458442.48""","=""511907.92""","=""2s2.2p3.(2P*).3d""","=""3P*""","=""2""","=""2s2.2p3.(2P*).4f""","=""3D""","=""2""",5,5,,"=""T8046""","=""L10704""",
Ne,3,"=""188.02095""","=""""","=""188.0210""","=""0.0003""","=""240""","=""6.8e+08""",C,"=""379826.356""","=""433011.918""","=""2s2.2p3.(2P*).3s""","=""1P*""","=""1""","=""2s2.2p3.(2P*).3p""","=""1S""","=""0""",3,1,,"=""c52""","=""L9091""",
Ne,2,"=""190.749409""","=""0.000021""","=""190.749450""","=""0.000007""","=""400""","=""2.8e+07""",D,"=""224087.0092""","=""276511.800""","=""2s2.2p4.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p4.(1D).3p""","=""2P*""","=""1/2""",4,2,,"=""T8043""","=""L9088""",
Ne,2,"=""191.608186""","=""0.000019""","=""191.608223""","=""0.000007""","=""1000""","=""6.9e+07""",D,"=""224087.0092""","=""276276.8361""","=""2s2.2p4.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p4.(1D).3p""","=""2P*""","=""3/2""",4,4,,"=""T8043""","=""L9088""",
Ne,2,"=""193.003483""","=""0.000020""","=""193.003513""","=""0.000012""","=""600""","=""5.7e+07""",D,"=""224699.2716""","=""276511.800""","=""2s2.2p4.(3P).3s""","=""2P""","=""1/2""","=""2s2.2p4.(1D).3p""","=""2P*""","=""1/2""",2,2,,"=""T8043""","=""L9088""",
