element,sp_num,obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Mg,1,"=""273.3493""","=""273.34941""","=""10""","=""9.37e+06""",D+,"=""21870.464""","=""58442.853""","=""3s.3p""","=""3P*""","=""1""","=""3s.6d""","=""3D""","=""2""",3,5,,"=""T6298c72,LS""","=""L6095""",
Mg,1,"=""""","=""273.65391""","=""""","=""3.46e+05""",E,"=""21911.178""","=""58442.874""","=""3s.3p""","=""3P*""","=""2""","=""3s.6d""","=""3D""","=""1""",5,3,,"=""T6298c72,LS""","=""""",
Mg,1,"=""""","=""273.65407""","=""""","=""3.12e+06""",D,"=""21911.178""","=""58442.853""","=""3s.3p""","=""3P*""","=""2""","=""3s.6d""","=""3D""","=""2""",5,5,,"=""T6298c72,LS""","=""""",
Mg,1,"=""273.6542""","=""273.65414""","=""12""","=""1.25e+07""",C,"=""21911.178""","=""58442.843""","=""3s.3p""","=""3P*""","=""2""","=""3s.6d""","=""3D""","=""3""",5,7,,"=""T6298c72,LS""","=""L6095""",
Mg,1,"=""277.6690""","=""277.6690""","=""18""","=""1.32e+08""",B+,"=""21870.464""","=""57873.94""","=""3s.3p""","=""3P*""","=""1""","=""3p2""","=""3P""","=""2""",3,5,,"=""T4391""","=""L6095""",
Mg,1,"=""277.8270""","=""277.8271""","=""18""","=""1.82e+08""",C+,"=""21850.405""","=""57833.40""","=""3s.3p""","=""3P*""","=""0""","=""3p2""","=""3P""","=""1""",1,3,,"=""T6298c72,LS""","=""L6095""",
Mg,1,"=""277.9831""","=""277.9820""","=""20*""","=""1.36e+08""",C+,"=""21870.464""","=""57833.40""","=""3s.3p""","=""3P*""","=""1""","=""3p2""","=""3P""","=""1""",3,3,,"=""T6298c72,LS""","=""L6095""",
Mg,1,"=""277.9831""","=""277.9834""","=""20*""","=""4.09e+08""",B,"=""21911.178""","=""57873.94""","=""3s.3p""","=""3P*""","=""2""","=""3p2""","=""3P""","=""2""",5,5,,"=""T6298c72,LS""","=""L6095""",
Mg,1,"=""278.1416""","=""278.1416""","=""18""","=""5.43e+08""",C+,"=""21870.464""","=""57812.77""","=""3s.3p""","=""3P*""","=""1""","=""3p2""","=""3P""","=""0""",3,1,,"=""T6298c72,LS""","=""L6095""",
Mg,1,"=""278.2972""","=""278.2971""","=""18""","=""2.14e+08""",B+,"=""21911.178""","=""57833.40""","=""3s.3p""","=""3P*""","=""2""","=""3p2""","=""3P""","=""1""",5,3,,"=""T4391""","=""L6095""",
Mg,3,"=""""","=""278.869""","=""""","=""6.11e-04""",B+,"=""431530.0""","=""467378.5""","=""2s2.2p5.3s""","=""1P*""","=""1""","=""2s2.2p5.3p""","=""3S""","=""1""",3,3,M2,"=""c46""","=""""",
Mg,3,"=""""","=""278.869""","=""""","=""9.69e+05""",C,"=""431530.0""","=""467378.5""","=""2s2.2p5.3s""","=""1P*""","=""1""","=""2s2.2p5.3p""","=""3S""","=""1""",3,3,,"=""c46""","=""""",
Mg,2,"=""""","=""279.0542""","=""""","=""3.20e+04""",C+,"=""69804.95""","=""105629.72""","=""2p6.4s""","=""2S""","=""1/2""","=""2p6.6p""","=""2P*""","=""3/2""",2,4,,"=""c31""","=""""",
Mg,2,"=""279.0776""","=""279.0777""","=""9""","=""4.01e+08""",A,"=""35669.31""","=""71491.06""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.3d""","=""2D""","=""3/2""",2,4,,"=""c31,T6870,c23""","=""L7414""",
Mg,2,"=""""","=""279.0777""","=""""","=""2.29e-04""",B,"=""35669.31""","=""71491.06""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.3d""","=""2D""","=""3/2""",2,4,M2,"=""c28""","=""""",
Mg,2,"=""""","=""279.0845""","=""""","=""1.63e-03""",B+,"=""35669.31""","=""71490.19""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.3d""","=""2D""","=""5/2""",2,6,M2,"=""c28""","=""""",
Mg,2,"=""""","=""279.1117""","=""""","=""4.02e+04""",C+,"=""69804.95""","=""105622.34""","=""2p6.4s""","=""2S""","=""1/2""","=""2p6.6p""","=""2P*""","=""1/2""",2,2,,"=""c31""","=""""",
Mg,2,"=""279.5528""","=""279.5528""","=""13g""","=""2.60e+08""",A+,"=""0.00""","=""35760.88""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.3p""","=""2P*""","=""3/2""",2,4,,"=""c31,T6870,T5467,T6659,c23""","=""L7414""",
Mg,2,"=""""","=""279.5528""","=""""","=""3.80e-03""",B+,"=""0.00""","=""35760.88""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.3p""","=""2P*""","=""3/2""",2,4,M2,"=""c28""","=""""",
Mg,2,"=""""","=""279.7930""","=""""","=""7.98e+07""",A,"=""35760.88""","=""71491.06""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.3d""","=""2D""","=""3/2""",4,4,,"=""c31,T6870,c23""","=""""",
Mg,2,"=""""","=""279.7930""","=""""","=""2.19e-10""",E,"=""35760.88""","=""71491.06""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.3d""","=""2D""","=""3/2""",4,4,M2,"=""c28""","=""""",
Mg,2,"=""279.7998""","=""279.7998""","=""10""","=""4.79e+08""",A,"=""35760.88""","=""71490.19""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.3d""","=""2D""","=""5/2""",4,6,,"=""c31,T6870,c23""","=""L7414""",
Mg,2,"=""""","=""279.7998""","=""""","=""8.82e-03""",B+,"=""35760.88""","=""71490.19""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.3d""","=""2D""","=""5/2""",4,6,M2,"=""c28""","=""""",
Mg,2,"=""280.2704""","=""280.2705""","=""12g""","=""2.57e+08""",A+,"=""0.00""","=""35669.31""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.3p""","=""2P*""","=""1/2""",2,2,,"=""c31,T6870,T5467,T6659,c23""","=""L7414""",
Mg,1,"=""""","=""280.9755""","=""""","=""3.14e+07""",C,"=""47957.027""","=""83536.84""","=""3s.3d""","=""3D""","=""2""","=""3p.3d""","=""3D*""","=""3""",5,7,,"=""T6298c72,LS""","=""""",
Mg,1,"=""280.9761""","=""280.9756""","=""3""","=""2.50e+08""",B,"=""47957.045""","=""83536.84""","=""3s.3d""","=""3D""","=""3""","=""3p.3d""","=""3D*""","=""3""",7,7,,"=""T6298c72,LS""","=""L6095""",
Mg,1,"=""""","=""281.1050""","=""""","=""4.38e+07""",C,"=""47957.045""","=""83520.47""","=""3s.3d""","=""3D""","=""3""","=""3p.3d""","=""3D*""","=""2""",7,5,,"=""T6298c72,LS""","=""""",
Mg,1,"=""""","=""281.1051""","=""""","=""4.22e+07""",C,"=""47957.058""","=""83520.47""","=""3s.3d""","=""3D""","=""1""","=""3p.3d""","=""3D*""","=""2""",3,5,,"=""T6298c72,LS""","=""""",
Mg,1,"=""281.1112""","=""281.1048""","=""2bl""","=""1.96e+08""",B,"=""47957.027""","=""83520.47""","=""3s.3d""","=""3D""","=""2""","=""3p.3d""","=""3D*""","=""2""",5,5,,"=""T6298c72,LS""","=""L6095""",
Mg,1,"=""""","=""281.1777""","=""""","=""7.03e+07""",C,"=""47957.027""","=""83511.25""","=""3s.3d""","=""3D""","=""2""","=""3p.3d""","=""3D*""","=""1""",5,3,,"=""T6298c72,LS""","=""""",
Mg,1,"=""281.1781""","=""281.1780""","=""1""","=""2.11e+08""",C+,"=""47957.058""","=""83511.25""","=""3s.3d""","=""3D""","=""1""","=""3p.3d""","=""3D*""","=""1""",3,3,,"=""T6298c72,LS""","=""L6095""",
Mg,2,"=""""","=""284.2097""","=""""","=""1.25e+06""",B,"=""80619.50""","=""115794.44""","=""2p6.4p""","=""2P*""","=""1/2""","=""2p6.9d""","=""2D""","=""3/2""",2,4,,"=""c31""","=""""",
Mg,2,"=""""","=""284.4479""","=""""","=""1.89e+06""",B+,"=""80619.50""","=""115764.99""","=""2p6.4p""","=""2P*""","=""1/2""","=""2p6.10s""","=""2S""","=""1/2""",2,2,,"=""c31""","=""""",
Mg,2,"=""""","=""284.4566""","=""""","=""2.46e+05""",C+,"=""80650.02""","=""115794.44""","=""2p6.4p""","=""2P*""","=""3/2""","=""2p6.9d""","=""2D""","=""3/2""",4,4,,"=""c31""","=""""",
Mg,2,"=""""","=""284.4570""","=""""","=""1.48e+06""",B,"=""80650.02""","=""115794.39""","=""2p6.4p""","=""2P*""","=""3/2""","=""2p6.9d""","=""2D""","=""5/2""",4,6,,"=""c31""","=""""",
Mg,1,"=""284.6716""","=""284.67167""","=""12""","=""1.31e+07""",D+,"=""21850.405""","=""56968.271""","=""3s.3p""","=""3P*""","=""0""","=""3s.5d""","=""3D""","=""1""",1,3,,"=""T6298c72,LS""","=""L6095""",
Mg,2,"=""""","=""284.6952""","=""""","=""3.77e+06""",B+,"=""80650.02""","=""115764.99""","=""2p6.4p""","=""2P*""","=""3/2""","=""2p6.10s""","=""2S""","=""1/2""",4,2,,"=""c31""","=""""",
Mg,1,"=""284.8342""","=""284.83456""","=""14""","=""1.77e+07""",C,"=""21870.464""","=""56968.248""","=""3s.3p""","=""3P*""","=""1""","=""3s.5d""","=""3D""","=""2""",3,5,,"=""T6298c72,LS""","=""L6095""",
Mg,1,"=""""","=""284.83438""","=""""","=""9.86e+06""",D+,"=""21870.464""","=""56968.271""","=""3s.3p""","=""3P*""","=""1""","=""3s.5d""","=""3D""","=""1""",3,3,,"=""T6298c72,LS""","=""""",
Mg,1,"=""""","=""285.16519""","=""""","=""6.53e+05""",E,"=""21911.178""","=""56968.271""","=""3s.3p""","=""3P*""","=""2""","=""3s.5d""","=""3D""","=""1""",5,3,,"=""T6298c72,LS""","=""""",
Mg,1,"=""""","=""285.16537""","=""""","=""5.88e+06""",D+,"=""21911.178""","=""56968.248""","=""3s.3p""","=""3P*""","=""2""","=""3s.5d""","=""3D""","=""2""",5,5,,"=""T6298c72,LS""","=""""",
Mg,1,"=""285.1660""","=""285.16562""","=""16""","=""2.35e+07""",C,"=""21911.178""","=""56968.218""","=""3s.3p""","=""3P*""","=""2""","=""3s.5d""","=""3D""","=""3""",5,7,,"=""T6298c72,LS""","=""L6095""",
Mg,1,"=""285.2127""","=""285.21261""","=""50g""","=""4.91e+08""",A,"=""0.000""","=""35051.264""","=""2p6.3s2""","=""1S""","=""0""","=""3s.3p""","=""1P*""","=""1""",1,3,,"=""u19""","=""L6095""",
Mg,3,"=""290.5419""","=""290.5407""","=""1""","=""6.84e+05""",D,"=""496012.1""","=""530420.6""","=""2s2.2p5.3p""","=""1S""","=""0""","=""2s2.2p5.3d""","=""3P*""","=""1""",1,3,,"=""T6036""","=""L1434""",
Mg,1,"=""291.5453""","=""291.5453""","=""3d""","=""4.09e+08""",B,"=""46403.065""","=""80693.01""","=""3s.3d""","=""1D""","=""2""","=""3p.3d""","=""1D*""","=""2""",5,5,,"=""T6298c72""","=""L6095""",
Mg,2,"=""""","=""292.8299""","=""""","=""1.43e+06""",B+,"=""71490.19""","=""105629.72""","=""2p6.3d""","=""2D""","=""5/2""","=""2p6.6p""","=""2P*""","=""3/2""",6,4,,"=""c31""","=""""",
Mg,2,"=""""","=""292.8374""","=""""","=""1.59e+05""",B,"=""71491.06""","=""105629.72""","=""2p6.3d""","=""2D""","=""3/2""","=""2p6.6p""","=""2P*""","=""3/2""",4,4,,"=""c31""","=""""",
Mg,2,"=""292.8634""","=""292.8633""","=""9""","=""1.15e+08""",A,"=""35669.31""","=""69804.95""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.4s""","=""2S""","=""1/2""",2,2,,"=""c31,T6870,T6659,c23""","=""L7414""",
Mg,2,"=""""","=""292.9007""","=""""","=""1.57e+06""",B+,"=""71491.06""","=""105622.34""","=""2p6.3d""","=""2D""","=""3/2""","=""2p6.6p""","=""2P*""","=""1/2""",4,2,,"=""c31""","=""""",
Mg,2,"=""293.6509""","=""293.6510""","=""10""","=""2.30e+08""",A,"=""35760.88""","=""69804.95""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.4s""","=""2S""","=""1/2""",4,2,,"=""c31,T6870,T6659,c23""","=""L7414""",
Mg,2,"=""""","=""293.6510""","=""""","=""2.85e-03""",B+,"=""35760.88""","=""69804.95""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.4s""","=""2S""","=""1/2""",4,2,M2,"=""c28""","=""""",
Mg,1,"=""293.6739""","=""293.6741""","=""10""","=""1.37e+06""",D,"=""21850.405""","=""55891.80""","=""3s.3p""","=""3P*""","=""0""","=""3s.6s""","=""3S""","=""1""",1,3,,"=""T6298c72,LS""","=""L6095""",
Mg,1,"=""293.8473""","=""293.8473""","=""12""","=""4.12e+06""",D,"=""21870.464""","=""55891.80""","=""3s.3p""","=""3P*""","=""1""","=""3s.6s""","=""3S""","=""1""",3,3,,"=""T6298c72,LS""","=""L6095""",
Mg,1,"=""294.1995""","=""294.1994""","=""13""","=""6.83e+06""",D+,"=""21911.178""","=""55891.80""","=""3s.3p""","=""3P*""","=""2""","=""3s.6s""","=""3S""","=""1""",5,3,,"=""T6298c72,LS""","=""L6095""",
Mg,2,"=""""","=""296.5328""","=""""","=""1.67e+06""",B,"=""80619.50""","=""114332.74""","=""2p6.4p""","=""2P*""","=""1/2""","=""2p6.8d""","=""2D""","=""3/2""",2,4,,"=""c31""","=""""",
Mg,2,"=""""","=""296.8015""","=""""","=""3.28e+05""",C+,"=""80650.02""","=""114332.74""","=""2p6.4p""","=""2P*""","=""3/2""","=""2p6.8d""","=""2D""","=""3/2""",4,4,,"=""c31""","=""""",
Mg,2,"=""296.8020""","=""296.8020""","=""2""","=""1.98e+06""",B,"=""80650.02""","=""114332.68""","=""2p6.4p""","=""2P*""","=""3/2""","=""2p6.8d""","=""2D""","=""5/2""",4,6,,"=""c31""","=""L6095""",
Mg,2,"=""296.9145""","=""296.9148""","=""1""","=""2.25e+06""",B,"=""80619.50""","=""114289.36""","=""2p6.4p""","=""2P*""","=""1/2""","=""2p6.9s""","=""2S""","=""1/2""",2,2,,"=""c31""","=""L6095""",
Mg,2,"=""297.1839""","=""297.1842""","=""2""","=""4.49e+06""",B,"=""80650.02""","=""114289.36""","=""2p6.4p""","=""2P*""","=""3/2""","=""2p6.9s""","=""2S""","=""1/2""",4,2,,"=""c31""","=""L6095""",
Mg,1,"=""309.1065""","=""309.10640""","=""20""","=""3.09e+07""",B,"=""21850.405""","=""54192.335""","=""3s.3p""","=""3P*""","=""0""","=""3s.4d""","=""3D""","=""1""",1,3,,"=""T4391""","=""L6095""",
Mg,1,"=""""","=""309.29824""","=""""","=""2.08e+07""",C,"=""21870.464""","=""54192.335""","=""3s.3p""","=""3P*""","=""1""","=""3s.4d""","=""3D""","=""1""",3,3,,"=""T6298c72,LS""","=""""",
Mg,1,"=""309.2984""","=""309.29863""","=""22""","=""3.74e+07""",C,"=""21870.464""","=""54192.294""","=""3s.3p""","=""3P*""","=""1""","=""3s.4d""","=""3D""","=""2""",3,5,,"=""T6298c72,LS""","=""L6095""",
Mg,1,"=""""","=""309.68835""","=""""","=""1.38e+06""",D,"=""21911.178""","=""54192.335""","=""3s.3p""","=""3P*""","=""2""","=""3s.4d""","=""3D""","=""1""",5,3,,"=""T6298c72,LS""","=""""",
Mg,1,"=""""","=""309.68875""","=""""","=""1.24e+07""",C,"=""21911.178""","=""54192.294""","=""3s.3p""","=""3P*""","=""2""","=""3s.4d""","=""3D""","=""2""",5,5,,"=""T6298c72,LS""","=""""",
Mg,1,"=""309.6890""","=""309.68911""","=""24""","=""4.96e+07""",C+,"=""21911.178""","=""54192.256""","=""3s.3p""","=""3P*""","=""2""","=""3s.4d""","=""3D""","=""3""",5,7,,"=""T6298c72,LS""","=""L6095""",
Mg,2,"=""""","=""310.4721""","=""""","=""5.31e+06""",B+,"=""71490.19""","=""103689.86""","=""2p6.3d""","=""2D""","=""5/2""","=""2p6.5f""","=""2F*""","=""5/2""",6,6,,"=""c31""","=""""",
Mg,2,"=""310.4722""","=""310.4715""","=""9""","=""7.97e+07""",A,"=""71490.19""","=""103689.92""","=""2p6.3d""","=""2D""","=""5/2""","=""2p6.5f""","=""2F*""","=""7/2""",6,8,,"=""c31""","=""L7414""",
Mg,2,"=""310.4809""","=""310.4805""","=""8""","=""7.44e+07""",A,"=""71491.06""","=""103689.86""","=""2p6.3d""","=""2D""","=""3/2""","=""2p6.5f""","=""2F*""","=""5/2""",4,6,,"=""c31""","=""L7414""",
Mg,2,"=""316.5878""","=""316.5879""","=""3""","=""2.89e+06""",B,"=""80619.50""","=""112197.17""","=""2p6.4p""","=""2P*""","=""1/2""","=""2p6.7d""","=""2D""","=""3/2""",2,4,,"=""c31""","=""L6095""",
Mg,2,"=""""","=""316.8941""","=""""","=""5.69e+05""",C+,"=""80650.02""","=""112197.17""","=""2p6.4p""","=""2P*""","=""3/2""","=""2p6.7d""","=""2D""","=""3/2""",4,4,,"=""c31""","=""""",
Mg,2,"=""316.8951""","=""316.8954""","=""6""","=""3.43e+06""",B,"=""80650.02""","=""112197.05""","=""2p6.4p""","=""2P*""","=""3/2""","=""2p6.7d""","=""2D""","=""5/2""",4,6,,"=""c31""","=""L7414""",
Mg,2,"=""317.2706""","=""317.2708""","=""6""","=""3.41e+06""",B,"=""80619.50""","=""112129.20""","=""2p6.4p""","=""2P*""","=""1/2""","=""2p6.8s""","=""2S""","=""1/2""",2,2,,"=""c31""","=""L7414""",
Mg,2,"=""317.5783""","=""317.5784""","=""7""","=""6.81e+06""",B,"=""80650.02""","=""112129.20""","=""2p6.4p""","=""2P*""","=""3/2""","=""2p6.8s""","=""2S""","=""1/2""",4,2,,"=""c31""","=""L7414""",
Mg,1,"=""332.9919""","=""332.99194""","=""17""","=""3.09e+06""",D+,"=""21850.405""","=""51872.526""","=""3s.3p""","=""3P*""","=""0""","=""3s.5s""","=""3S""","=""1""",1,3,,"=""T6298c72,LS""","=""L6095""",
Mg,1,"=""333.2146""","=""333.21458""","=""19""","=""1.02e+07""",B,"=""21870.464""","=""51872.526""","=""3s.3p""","=""3P*""","=""1""","=""3s.5s""","=""3S""","=""1""",3,3,,"=""T4391""","=""L6095""",
Mg,1,"=""333.6674""","=""333.66740""","=""20""","=""1.70e+07""",B,"=""21911.178""","=""51872.526""","=""3s.3p""","=""3P*""","=""2""","=""3s.5s""","=""3S""","=""1""",5,3,,"=""T4391""","=""L6095""",
Mg,2,"=""353.4972""","=""353.4970""","=""7""","=""5.80e+06""",B+,"=""80619.50""","=""108900.20""","=""2p6.4p""","=""2P*""","=""1/2""","=""2p6.6d""","=""2D""","=""3/2""",2,4,,"=""c31""","=""L7414""",
Mg,2,"=""""","=""353.8789""","=""""","=""1.15e+06""",B+,"=""80650.02""","=""108900.20""","=""2p6.4p""","=""2P*""","=""3/2""","=""2p6.6d""","=""2D""","=""3/2""",4,4,,"=""c31""","=""""",
Mg,2,"=""353.8813""","=""353.8812""","=""8""","=""6.90e+06""",A,"=""80650.02""","=""108900.02""","=""2p6.4p""","=""2P*""","=""3/2""","=""2p6.6d""","=""2D""","=""5/2""",4,6,,"=""c31""","=""L7414""",
Mg,2,"=""354.9516""","=""354.9513""","=""7""","=""5.64e+06""",B,"=""80619.50""","=""108784.33""","=""2p6.4p""","=""2P*""","=""1/2""","=""2p6.7s""","=""2S""","=""1/2""",2,2,,"=""c31""","=""L7414""",
Mg,2,"=""355.3366""","=""355.3364""","=""8""","=""1.12e+07""",B,"=""80650.02""","=""108784.33""","=""2p6.4p""","=""2P*""","=""3/2""","=""2p6.7s""","=""2S""","=""1/2""",4,2,,"=""c31""","=""L7414""",
Mg,2,"=""361.3781""","=""361.3780""","=""4""","=""1.79e+05""",C+,"=""69804.95""","=""97468.92""","=""2p6.4s""","=""2S""","=""1/2""","=""2p6.5p""","=""2P*""","=""3/2""",2,4,,"=""c31,T6870""","=""L7414""",
Mg,2,"=""361.5583""","=""361.5583""","=""3""","=""1.56e+05""",C+,"=""69804.95""","=""97455.12""","=""2p6.4s""","=""2S""","=""1/2""","=""2p6.5p""","=""2P*""","=""1/2""",2,2,,"=""c31,T6870""","=""L7414""",
Mg,1,"=""""","=""362.7628""","=""""","=""5.62e+06""",C,"=""53134.642""","=""80693.01""","=""3s.4d""","=""1D""","=""2""","=""3p.3d""","=""1D*""","=""2""",5,5,,"=""T6298c72""","=""""",
Mg,1,"=""""","=""363.58135""","=""""","=""9.89e-05""",D,"=""21850.405""","=""49346.729""","=""3s.3p""","=""3P*""","=""0""","=""3s.4p""","=""1P*""","=""1""",1,3,M1,"=""c43""","=""""",
Mg,1,"=""""","=""363.84678""","=""""","=""7.38e-05""",D,"=""21870.464""","=""49346.729""","=""3s.3p""","=""3P*""","=""1""","=""3s.4p""","=""1P*""","=""1""",3,3,M1,"=""c43""","=""""",
Mg,1,"=""""","=""363.84678""","=""""","=""2.12e-04""",C,"=""21870.464""","=""49346.729""","=""3s.3p""","=""3P*""","=""1""","=""3s.4p""","=""1P*""","=""1""",3,3,E2,"=""c43""","=""""",
Mg,1,"=""""","=""364.38674""","=""""","=""1.22e-04""",D,"=""21911.178""","=""49346.729""","=""3s.3p""","=""3P*""","=""2""","=""3s.4p""","=""1P*""","=""1""",5,3,M1,"=""c43""","=""""",
Mg,1,"=""""","=""364.38674""","=""""","=""2.80e-04""",C,"=""21911.178""","=""49346.729""","=""3s.3p""","=""3P*""","=""2""","=""3s.4p""","=""1P*""","=""1""",5,3,E2,"=""c43""","=""""",
Mg,1,"=""382.93549""","=""382.93547""","=""36""","=""8.99e+07""",B+,"=""21850.405""","=""47957.058""","=""3s.3p""","=""3P*""","=""0""","=""3s.3d""","=""3D""","=""1""",1,3,,"=""c45""","=""L7428""",
Mg,1,"=""""","=""382.93593""","=""""","=""2.11e-05""",B,"=""21850.405""","=""47957.027""","=""3s.3p""","=""3P*""","=""0""","=""3s.3d""","=""3D""","=""2""",1,5,M2,"=""c43""","=""""",
Mg,1,"=""""","=""383.22993""","=""""","=""7.17e-05""",B,"=""21870.464""","=""47957.058""","=""3s.3p""","=""3P*""","=""1""","=""3s.3d""","=""3D""","=""1""",3,3,M2,"=""c43""","=""""",
Mg,1,"=""383.22996""","=""383.22993""","=""""","=""6.74e+07""",B+,"=""21870.464""","=""47957.058""","=""3s.3p""","=""3P*""","=""1""","=""3s.3d""","=""3D""","=""1""",3,3,,"=""c45""","=""L7428""",
Mg,1,"=""""","=""383.23013""","=""""","=""2.20e-05""",B,"=""21870.464""","=""47957.045""","=""3s.3p""","=""3P*""","=""1""","=""3s.3d""","=""3D""","=""3""",3,7,M2,"=""c43""","=""""",
Mg,1,"=""383.23037""","=""383.23039""","=""38""","=""1.21e+08""",B+,"=""21870.464""","=""47957.027""","=""3s.3p""","=""3P*""","=""1""","=""3s.3d""","=""3D""","=""2""",3,5,,"=""c45""","=""L7428""",
Mg,1,"=""""","=""383.23039""","=""""","=""6.36e-04""",B+,"=""21870.464""","=""47957.027""","=""3s.3p""","=""3P*""","=""1""","=""3s.3d""","=""3D""","=""2""",3,5,M2,"=""c43""","=""""",
Mg,1,"=""""","=""383.82900""","=""""","=""1.80e-06""",C,"=""21911.178""","=""47957.058""","=""3s.3p""","=""3P*""","=""2""","=""3s.3d""","=""3D""","=""1""",5,3,M2,"=""c43""","=""""",
Mg,1,"=""""","=""383.82900""","=""""","=""4.48e+06""",B,"=""21911.178""","=""47957.058""","=""3s.3p""","=""3P*""","=""2""","=""3s.3d""","=""3D""","=""1""",5,3,,"=""c45""","=""""",
Mg,1,"=""383.82918""","=""383.82919""","=""40""","=""1.61e+08""",B+,"=""21911.178""","=""47957.045""","=""3s.3p""","=""3P*""","=""2""","=""3s.3d""","=""3D""","=""3""",5,7,,"=""c45""","=""L7428""",
Mg,1,"=""""","=""383.82919""","=""""","=""2.04e-03""",B+,"=""21911.178""","=""47957.045""","=""3s.3p""","=""3P*""","=""2""","=""3s.3d""","=""3D""","=""3""",5,7,M2,"=""c43""","=""""",
Mg,1,"=""383.82943""","=""383.82946""","=""""","=""4.03e+07""",B+,"=""21911.178""","=""47957.027""","=""3s.3p""","=""3P*""","=""2""","=""3s.3d""","=""3D""","=""2""",5,5,,"=""c45""","=""L7428""",
Mg,1,"=""""","=""383.82946""","=""""","=""3.28e-04""",B,"=""21911.178""","=""47957.027""","=""3s.3p""","=""3P*""","=""2""","=""3s.3d""","=""3D""","=""2""",5,5,M2,"=""c43""","=""""",
Mg,1,"=""""","=""384.49513""","=""""","=""1.46e+01""",B+,"=""21850.405""","=""47851.162""","=""3s.3p""","=""3P*""","=""0""","=""3s.4p""","=""3P*""","=""2""",1,5,E2,"=""c43""","=""""",
Mg,1,"=""""","=""384.59495""","=""""","=""3.05e-05""",D,"=""21850.405""","=""47844.414""","=""3s.3p""","=""3P*""","=""0""","=""3s.4p""","=""3P*""","=""1""",1,3,M1,"=""c43""","=""""",
Mg,1,"=""""","=""384.79200""","=""""","=""9.50e-05""",D,"=""21870.464""","=""47851.162""","=""3s.3p""","=""3P*""","=""1""","=""3s.4p""","=""3P*""","=""2""",3,5,M1,"=""c43""","=""""",
Mg,1,"=""""","=""384.79200""","=""""","=""3.28e+01""",B+,"=""21870.464""","=""47851.162""","=""3s.3p""","=""3P*""","=""1""","=""3s.4p""","=""3P*""","=""2""",3,5,E2,"=""c43""","=""""",
Mg,2,"=""384.8209""","=""384.8211""","=""8""","=""2.96e+06""",A,"=""71490.19""","=""97468.92""","=""2p6.3d""","=""2D""","=""5/2""","=""2p6.5p""","=""2P*""","=""3/2""",6,4,,"=""c31,T6870""","=""L7414""",
Mg,2,"=""384.8335""","=""384.8340""","=""5bl""","=""3.29e+05""",B+,"=""71491.06""","=""97468.92""","=""2p6.3d""","=""2D""","=""3/2""","=""2p6.5p""","=""2P*""","=""3/2""",4,4,,"=""c31,T6870""","=""L6095""",
Mg,1,"=""384.8914""","=""384.89197""","=""1""","=""1.83e+01""",B+,"=""21870.464""","=""47844.414""","=""3s.3p""","=""3P*""","=""1""","=""3s.4p""","=""3P*""","=""1""",3,3,E2,"=""c43""","=""L6095""",
Mg,1,"=""""","=""384.89197""","=""""","=""4.31e-10""",E,"=""21870.464""","=""47844.414""","=""3s.3p""","=""3P*""","=""1""","=""3s.4p""","=""3P*""","=""1""",3,3,M1,"=""c43""","=""""",
Mg,1,"=""""","=""384.94080""","=""""","=""9.20e-05""",D,"=""21870.464""","=""47841.119""","=""3s.3p""","=""3P*""","=""1""","=""3s.4p""","=""3P*""","=""0""",3,1,M1,"=""c43""","=""""",
Mg,2,"=""385.0385""","=""385.0386""","=""7""","=""3.24e+06""",A,"=""71491.06""","=""97455.12""","=""2p6.3d""","=""2D""","=""3/2""","=""2p6.5p""","=""2P*""","=""1/2""",4,2,,"=""c31,T6870""","=""L7414""",
Mg,1,"=""""","=""385.39596""","=""""","=""2.89e-12""",E,"=""21911.178""","=""47851.162""","=""3s.3p""","=""3P*""","=""2""","=""3s.4p""","=""3P*""","=""2""",5,5,M1,"=""c43""","=""""",
Mg,1,"=""385.3960""","=""385.39596""","=""2""","=""2.55e+01""",B+,"=""21911.178""","=""47851.162""","=""3s.3p""","=""3P*""","=""2""","=""3s.4p""","=""3P*""","=""2""",5,5,E2,"=""c43""","=""L6095""",
Mg,1,"=""""","=""385.49624""","=""""","=""1.59e-04""",D,"=""21911.178""","=""47844.414""","=""3s.3p""","=""3P*""","=""2""","=""3s.4p""","=""3P*""","=""1""",5,3,M1,"=""c43""","=""""",
