element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Co,3,"=""184.15722""","=""0.00023""","=""184.15756""","=""0.00020""","=""580""","=""6.9e+07""",C,"=""106542.565""","=""160843.892""","=""3d6.(3F1).4s""","=""c 4F""","=""9/2""","=""3d6.(3F1).4p""","=""w 4G*""","=""9/2""",10,10,,"=""u37""","=""L19543c139""",
Co,3,"=""184.19103""","=""0.00016""","=""184.19121""","=""0.00005""","=""560""","=""2.5e+07""",D+,"=""73727.954""","=""128019.360""","=""3d6.(3F2).4s""","=""b 4F""","=""5/2""","=""3d6.(3F2).4p""","=""x 4D*""","=""7/2""",6,8,,"=""u37""","=""L19543c139""",
Co,3,"=""184.2093""","=""0.0005""","=""184.20949""","=""0.00005""","=""100bl(Ne)""","=""1.4e+07""",D+,"=""79426.563""","=""133712.582""","=""3d6.(3F2).4s""","=""b 2F""","=""5/2""","=""3d6.(3F2).4p""","=""y 2D*""","=""5/2""",6,6,,"=""u37""","=""L19543c140,c153""",
Co,3,"=""184.23384""","=""0.00014""","=""184.23377""","=""0.00010""","=""650bl(Ne)""","=""1.4e+07""",D+,"=""72271.872""","=""126550.738""","=""3d6.(3H).4s""","=""a 4H""","=""7/2""","=""3d6.(3P2).4p""","=""y 4D*""","=""7/2""",8,8,,"=""u37""","=""L19543c139,c153""",
Co,3,"=""""","=""""","=""184.2363""","=""0.0004""","=""""","=""6.9e+00""",C,"=""1451.33""","=""55729.463""","=""3d7""","=""a 4F""","=""5/2""","=""3d6.(5D).4s""","=""a 4D""","=""7/2""",6,8,E2,"=""u37""","=""""",
Co,3,"=""184.28194""","=""0.00016""","=""184.28260""","=""0.00003""","=""210""","=""1.0e+07""",E,"=""77624.280""","=""131888.762""","=""3d6.(3H).4s""","=""b 2H""","=""9/2""","=""3d6.(3G).4p""","=""x 4G*""","=""9/2""",10,10,,"=""u37""","=""L19543c139,c153""",
Co,2,"=""184.28649""","=""0.00004""","=""184.286505""","=""0.000010""","=""1200""","=""4.2e+06""",D,"=""13260.688""","=""67524.021""","=""3d8""","=""a 3P""","=""2""","=""3d7.(2P).4p""","=""x 3D*""","=""3""",5,7,,"=""T6999""","=""L9429c118""",
Co,3,"=""184.33180""","=""0.00020""","=""184.33170""","=""0.00010""","=""740""","=""3.7e+07""",D+,"=""77122.520""","=""131372.55""","=""3d6.(3G).4s""","=""a 4G""","=""9/2""","=""3d6.(3G).4p""","=""x 4G*""","=""11/2""",10,12,,"=""u37""","=""L19543c139""",
Co,3,"=""184.34421""","=""0.00004""","=""184.34422""","=""0.00003""","=""4000""","=""3.1e+08""",C,"=""57037.093""","=""111283.436""","=""3d6.(5D).4s""","=""a 4D""","=""1/2""","=""3d6.(5D).4p""","=""z 4P*""","=""1/2""",2,2,,"=""u37""","=""L19543c139""",
Co,3,"=""184.35339""","=""0.00003""","=""184.35339""","=""0.00003""","=""5300""","=""3.5e+08""",C+,"=""73216.056""","=""127459.702""","=""3d6.(3P2).4s""","=""b 4P""","=""1/2""","=""3d6.(3P2).4p""","=""z 2D*""","=""3/2""",2,4,,"=""u37""","=""L19543c139""",
Co,3,"=""184.39548""","=""0.00003""","=""184.39547""","=""0.00003""","=""5700""","=""5.2e+08""",C+,"=""106612.624""","=""160843.892""","=""3d6.(3F1).4s""","=""c 4F""","=""7/2""","=""3d6.(3F1).4p""","=""w 4G*""","=""9/2""",8,10,,"=""u37""","=""L19543c139""",
Co,2,"=""184.39611""","=""0.00006""","=""184.396035""","=""0.000020""","=""860""","=""7.e+06""",D,"=""13593.288""","=""67824.389""","=""3d8""","=""a 3P""","=""0""","=""3d7.(2P).4p""","=""x 3D*""","=""1""",1,3,,"=""T6999""","=""L9429c118""",
Co,3,"=""184.46524""","=""0.00017""","=""184.46519""","=""0.00014""","=""1300""","=""2.2e+08""",C+,"=""91716.45""","=""145927.22""","=""3d6.(1D2).4s""","=""d 2D""","=""5/2""","=""3d6.(1D2).4p""","=""v 2F*""","=""5/2""",6,6,,"=""u37""","=""L19543c139""",
Co,3,"=""184.47221""","=""0.00016""","=""184.47209""","=""0.00010""","=""3000""","=""2.2e+08""",C+,"=""86285.104""","=""140493.847""","=""3d6.(1G2).4s""","=""c 2G""","=""9/2""","=""3d6.(3D).4p""","=""w 4F*""","=""9/2""",10,10,,"=""u37""","=""L19543c139""",
Co,3,"=""184.50645""","=""0.00004""","=""184.50646""","=""0.00004""","=""3000""","=""1.36e+08""",C+,"=""77384.2947""","=""131582.939""","=""3d6.(3G).4s""","=""a 4G""","=""7/2""","=""3d6.(3G).4p""","=""x 4G*""","=""7/2""",8,8,,"=""u37""","=""L19543c139""",
Co,2,"=""184.5117""","=""0.0009""","=""184.51134""","=""0.00024""","=""5000""","=""2.0e+08""",D,"=""42008.63""","=""96205.841""","=""3d6.4s2""","=""a 5D""","=""1""","=""3d7.(4F).5p""","=""5D*""","=""2""",3,5,,"=""T6999""","=""L4687c119""",
Co,3,"=""""","=""""","=""184.5127""","=""0.0005""","=""""","=""9.4e+01""",C,"=""24238.81""","=""78435.621""","=""3d7""","=""a 2D2""","=""3/2""","=""3d6.(3P2).4s""","=""b 2P""","=""1/2""",4,2,E2,"=""u37""","=""""",
Co,3,"=""""","=""""","=""184.5415""","=""0.0004""","=""""","=""9.3e+01""",C,"=""23435.93""","=""77624.280""","=""3d7""","=""a 2H""","=""9/2""","=""3d6.(3H).4s""","=""b 2H""","=""9/2""",10,10,E2,"=""u37""","=""""",
Co,3,"=""184.5628""","=""0.0004""","=""184.5624""","=""0.0003""","=""430""","=""1.9e+08""",C,"=""112108.471""","=""166290.68""","=""3d6.(3F1).4s""","=""d 2F""","=""5/2""","=""3d6.(3P1).4p""","=""t 2D*""","=""3/2""",6,4,,"=""u37""","=""L19543c139""",
Co,2,"=""184.592730""","=""0.000015""","=""184.592731""","=""0.000010""","=""8000""","=""2.2e+08""",C+,"=""18973.727""","=""73147.041""","=""3d8""","=""a 1G""","=""4""","=""3d7.(2H).4p""","=""y 1G*""","=""4""",9,9,,"=""T6999""","=""L9429c118""",
Co,3,"=""184.60349""","=""0.00010""","=""184.60351""","=""0.00010""","=""1400""","=""5.1e+08""",C+,"=""99642.24""","=""153812.39""","=""3d6.(1F).4s""","=""c 2F""","=""5/2""","=""3d6.(1F).4p""","=""v 2D*""","=""3/2""",6,4,,"=""u37""","=""L19543c139""",
Co,3,"=""184.615085""","=""0.000024""","=""184.61475""","=""0.00003""","=""5400""","=""2.0e+08""",C,"=""56794.941""","=""110961.794""","=""3d6.(5D).4s""","=""a 4D""","=""3/2""","=""3d6.(5D).4p""","=""z 4P*""","=""3/2""",4,4,,"=""u37""","=""L19543c139,c153""",
Co,3,"=""184.61952""","=""0.00020""","=""184.61947""","=""0.00010""","=""760""","=""5.4e+07""",C,"=""86328.378""","=""140493.847""","=""3d6.(1G2).4s""","=""c 2G""","=""7/2""","=""3d6.(3D).4p""","=""w 4F*""","=""9/2""",8,10,,"=""u37""","=""L19543c139""",
Co,3,"=""184.6439""","=""0.0003""","=""184.6449""","=""0.0004""","=""480*""","=""1.9e+07""",D+,"=""78435.621""","=""132593.64""","=""3d6.(3P2).4s""","=""b 2P""","=""1/2""","=""3d6.(3G).4p""","=""x 4F*""","=""3/2""",2,4,,"=""u37""","=""L19543c139,c153""",
Co,3,"=""184.65087""","=""0.00003""","=""184.650833""","=""0.000020""","=""3600""","=""1.16e+08""",C+,"=""72084.644""","=""126240.912""","=""3d6.(3H).4s""","=""a 4H""","=""9/2""","=""3d6.(3H).4p""","=""z 4H*""","=""9/2""",10,10,,"=""u37""","=""L19543c139""",
Co,3,"=""184.72959""","=""0.00005""","=""184.72956""","=""0.00005""","=""3200""","=""4.5e+08""",C+,"=""89517.135""","=""143650.323""","=""3d6.(3D).4s""","=""c 2D""","=""5/2""","=""3d6.(3D).4p""","=""w 2F*""","=""7/2""",6,8,,"=""u37""","=""L19543c139""",
Co,3,"=""184.78212""","=""0.00003""","=""184.78210""","=""0.00003""","=""3900""","=""3.8e+08""",C+,"=""76792.604""","=""130910.399""","=""3d6.(3P2).4s""","=""b 2P""","=""3/2""","=""3d6.(3P2).4p""","=""z 2P*""","=""3/2""",4,4,,"=""u37""","=""L19543c139""",
Co,3,"=""184.80263""","=""0.00016""","=""184.80238""","=""0.00014""","=""1400""","=""2.0e+08""",C,"=""91815.362""","=""145927.22""","=""3d6.(1D2).4s""","=""d 2D""","=""3/2""","=""3d6.(1D2).4p""","=""v 2F*""","=""5/2""",4,6,,"=""u37""","=""L19543c139""",
Co,3,"=""184.92890""","=""0.00012""","=""184.92893""","=""0.00010""","=""3900""","=""2.4e+08""",C+,"=""86285.104""","=""140359.931""","=""3d6.(1G2).4s""","=""c 2G""","=""9/2""","=""3d6.(1G2).4p""","=""w 2G*""","=""9/2""",10,10,,"=""u37""","=""L19543c139""",
Co,3,"=""184.94701""","=""0.00003""","=""184.94701""","=""0.00003""","=""15000""","=""5.4e+08""",C+,"=""70935.243""","=""125004.784""","=""3d6.(3P2).4s""","=""b 4P""","=""5/2""","=""3d6.(3P2).4p""","=""y 4P*""","=""5/2""",6,6,,"=""u37""","=""L19543c139""",
Co,3,"=""184.99282""","=""0.00005""","=""184.99283""","=""0.00005""","=""4300""","=""4.3e+08""",C+,"=""86328.378""","=""140384.526""","=""3d6.(1G2).4s""","=""c 2G""","=""7/2""","=""3d6.(1G2).4p""","=""w 2G*""","=""7/2""",8,8,,"=""u37""","=""L19543c139""",
Co,3,"=""185.04975""","=""0.00003""","=""185.04975""","=""0.00003""","=""8900""","=""5.1e+08""",C+,"=""72343.066""","=""126382.587""","=""3d6.(3P2).4s""","=""b 4P""","=""3/2""","=""3d6.(3P2).4p""","=""y 4P*""","=""3/2""",4,4,,"=""u37""","=""L19543c139""",
Co,3,"=""185.07713""","=""0.00020""","=""185.07704""","=""0.00010""","=""980""","=""5.8e+07""",C,"=""86328.378""","=""140359.931""","=""3d6.(1G2).4s""","=""c 2G""","=""7/2""","=""3d6.(1G2).4p""","=""w 2G*""","=""9/2""",8,10,,"=""u37""","=""L19543c139""",
Co,3,"=""185.15006""","=""0.00003""","=""185.15005""","=""0.00003""","=""3900""","=""4.9e+08""",C+,"=""106558.982""","=""160569.228""","=""3d6.(3F1).4s""","=""c 4F""","=""5/2""","=""3d6.(3F1).4p""","=""w 4G*""","=""7/2""",6,8,,"=""u37""","=""L19543c139""",
Co,2,"=""185.16471""","=""0.00002""","=""185.164707""","=""0.000010""","=""3700""","=""1.2e+07""",D,"=""11651.277""","=""65657.249""","=""3d8""","=""a 1D""","=""2""","=""3d7.(4P).4p""","=""y 3P*""","=""1""",5,3,,"=""T6999""","=""L9429c118""",
Co,3,"=""185.19331""","=""0.00003""","=""185.193334""","=""0.000021""","=""5000""","=""1.20e+08""",C,"=""56373.944""","=""110371.568""","=""3d6.(5D).4s""","=""a 4D""","=""5/2""","=""3d6.(5D).4p""","=""z 4P*""","=""5/2""",6,6,,"=""u37""","=""L19543c139""",
Co,2,"=""185.25441""","=""0.00021""","=""185.254288""","=""0.000010""","=""1900""","=""2.2e+06""",D,"=""9812.860""","=""63792.717""","=""3d7.(4F).4s""","=""b 3F""","=""4""","=""3d7.(2G).4p""","=""z 3H*""","=""4""",9,9,,"=""T6999""","=""L9429c118""",
Co,3,"=""185.26337""","=""0.00012""","=""185.26337""","=""0.00004""","=""1300""","=""6.9e+07""",C,"=""77122.520""","=""131099.731""","=""3d6.(3G).4s""","=""a 4G""","=""9/2""","=""3d6.(3G).4p""","=""x 4F*""","=""9/2""",10,10,,"=""u37""","=""L19543c139""",
Co,3,"=""""","=""""","=""185.2640""","=""0.0004""","=""""","=""5.2e+00""",C,"=""23435.93""","=""77412.954""","=""3d7""","=""a 2H""","=""9/2""","=""3d6.(3H).4s""","=""b 2H""","=""11/2""",10,12,E2,"=""u37""","=""""",
Co,3,"=""185.291407""","=""0.000023""","=""185.291419""","=""0.000021""","=""20000""","=""3.3e+08""",C+,"=""72271.872""","=""126240.912""","=""3d6.(3H).4s""","=""a 4H""","=""7/2""","=""3d6.(3H).4p""","=""z 4H*""","=""9/2""",8,10,,"=""u37""","=""L19543c139""",
Co,3,"=""185.3258""","=""0.0003""","=""185.32707""","=""0.00005""","=""1100*""","=""4.1e+07""",D+,"=""77624.280""","=""131582.939""","=""3d6.(3H).4s""","=""b 2H""","=""9/2""","=""3d6.(3G).4p""","=""x 4G*""","=""7/2""",10,8,,"=""u37""","=""L19543c139,c153""",
Co,3,"=""185.33396""","=""0.00021""","=""185.33413""","=""0.00017""","=""790""","=""9.7e+07""",C,"=""106612.624""","=""160569.228""","=""3d6.(3F1).4s""","=""c 4F""","=""7/2""","=""3d6.(3F1).4p""","=""w 4G*""","=""7/2""",8,8,,"=""u37""","=""L19543c139""",
Co,2,"=""185.37332""","=""0.00002""","=""185.37326""","=""0.00003""","=""2200bl(Co I)""","=""1.5e+08""",D,"=""41738.15""","=""95683.364""","=""3d6.4s2""","=""a 5D""","=""2""","=""3d7.(4F).5p""","=""5D*""","=""3""",5,7,,"=""T6999""","=""L9429c118""",
Co,3,"=""185.3835""","=""0.0003""","=""185.38342""","=""0.00010""","=""880""","=""1.3e+08""",C,"=""86285.104""","=""140227.361""","=""3d6.(1G2).4s""","=""c 2G""","=""9/2""","=""3d6.(1G2).4p""","=""x 2F*""","=""7/2""",10,8,,"=""u37""","=""L19543c139""",
Co,3,"=""185.41958""","=""0.00004""","=""185.41958""","=""0.00004""","=""2000""","=""4.9e+08""",C,"=""76792.604""","=""130724.341""","=""3d6.(3P2).4s""","=""b 2P""","=""3/2""","=""3d6.(3P2).4p""","=""z 2P*""","=""1/2""",4,2,,"=""u37""","=""L19543c139""",
Co,3,"=""185.43868""","=""0.00003""","=""185.43868""","=""0.00003""","=""4600""","=""3.7e+08""",C+,"=""82364.601""","=""136290.784""","=""3d6.(3G).4s""","=""b 2G""","=""9/2""","=""3d6.(3G).4p""","=""y 2F*""","=""7/2""",10,8,,"=""u37""","=""L19543c139""",
Co,3,"=""185.44383""","=""0.00014""","=""185.44377""","=""0.00004""","=""790""","=""3.3e+07""",D+,"=""57037.093""","=""110961.794""","=""3d6.(5D).4s""","=""a 4D""","=""1/2""","=""3d6.(5D).4p""","=""z 4P*""","=""3/2""",2,4,,"=""u37""","=""L19543c139""",
Co,3,"=""185.475793""","=""0.000024""","=""185.475785""","=""0.000021""","=""7000""","=""3.0e+08""",C+,"=""77624.280""","=""131539.674""","=""3d6.(3H).4s""","=""b 2H""","=""9/2""","=""3d6.(3H).4p""","=""y 2H*""","=""9/2""",10,10,,"=""u37""","=""L19543c139""",
