element,ion_stage,species,wavelength_nm,observed_nm,ritz_nm,wavelength_medium,intensity,intensity_raw,Aki,accuracy,Ei_cm-1,Ek_cm-1,conf_i,term_i,J_i,conf_k,term_k,J_k
Al,3,Al III,960.599,960.599,960.605,air,9.0,9,69400000.0,A+,178470.32,188877.57,2p6.5p,2P*,3/2,2p6.5d,2D,5/2
Al,2,Al II,981.801,,981.801,air,,,438000.0,C,132778.633,142961.20,3s.6s,1S,0,3s.8p,1P*,1
Al,2,Al II,987.357,,987.357,air,,,2010000.0,B,124794.13,134919.40,3s.4d,1D,2,3s.6p,1P*,1
Al,2,Al II,1007.635,,1007.635,air,,,13600000.0,A,95549.42,105470.93,3s.3d,3D,3,3s.4p,3P*,2
Al,2,Al II,1007.746,,1007.746,air,,,2430000.0,A,95550.51,105470.93,3s.3d,3D,2,3s.4p,3P*,2
Al,2,Al II,1007.84,,1007.84,air,,,162000.0,B+,95551.44,105470.93,3s.3d,3D,1,3s.4p,3P*,2
Al,2,Al II,1010.744,,1010.744,air,,,12100000.0,A,95550.51,105441.50,3s.3d,3D,2,3s.4p,3P*,1
Al,2,Al II,1010.839,,1010.839,air,,,4020000.0,A,95551.44,105441.50,3s.3d,3D,1,3s.4p,3P*,1
Al,2,Al II,1012.27,,1012.27,air,,,16000000.0,A,95551.44,105427.52,3s.3d,3D,1,3s.4p,3P*,0
Al,2,Al II,1013.63,,1013.63,air,,,2630000.0,C+,134919.40,144782.23,3s.6p,1P*,1,3s.8d,1D,2
