element,ion_stage,species,wavelength_nm,observed_nm,ritz_nm,wavelength_medium,intensity,intensity_raw,Aki,accuracy,Ei_cm-1,Ek_cm-1,conf_i,term_i,J_i,conf_k,term_k,J_k
Co,2,Co II,219.14899,219.14899,219.14902,air,420.0,420,60000000.0,D,46786.409,92403.200,3d7.(4F).4p,z 5F*,1,3d7.(4F).4d,e 5D,1
Co,2,Co II,219.18765,219.18765,219.187681,air,2100.0,2100,110000000.0,D,64914.630,110523.375,3d7.(4P).4p,y 3P*,2,3d7.(2P).4d,3D,2
Co,3,Co III,219.2105,,219.2105,air,,,3.9,C,37317.85,82921.847,3d7,a 2F,7/2,3d6.(3G).4s,b 2G,7/2
Co,2,Co II,219.22714,219.22714,219.227143,air,4200.0,4200,98000000.0,C+,68203.012,113803.548,3d7.(2H).4p,x 3G*,5,3d7.(2H).4d,3I,6
Co,3,Co III,219.2416,,219.2416,air,,,0.0051,D+,841.36,46438.883,3d7,a 4F,7/2,3d6.(5D).4s,a 6D,9/2
Co,2,Co II,219.24979,219.24979,219.249792,air,45000.0,45000,120000000.0,D,17771.507,63367.333,3d7.(4P).4s,a 5P,3,3d7.(4P).4p,z 5P*,2
Co,2,Co II,219.30738,219.30738,219.30741,air,490.0,490,16000000.0,D,67939.370,113523.218,3d7.(2P).4p,x 3D*,2,3d7.(2D2).4d,3D,3
Co,3,Co III,219.32575,219.32575,219.32551,air,940.0,940,29000000.0,C,85475.591,131055.678,3d6.(1I).4s,a 2I,13/2,3d6.(3H).4p,z 2H*,11/2
Co,2,Co II,219.36046,219.36046,219.360456,air,110000.0,110000,200000000.0,C+,17771.507,63344.333,3d7.(4P).4s,a 5P,3,3d7.(4P).4p,z 5P*,3
Co,2,Co II,219.4096,219.4096,219.409679,air,940.0,940,2700000.0,D,24074.420,69637.023,3d7.(4P).4s,b 3P,2,3d7.(2D2).4p,w 3D*,2
Co,2,Co II,219.4256,219.4256,219.42607,air,150.0,150,4200000.0,D,27585.138,73144.338,3d7.(2P).4s,a 1P,1,3d7.(2D2).4p,x 3P*,1
Co,2,Co II,219.44345,219.44345,219.443604,air,1200.0,1200,1100000.0,E,18031.427,63586.987,3d7.(4P).4s,a 5P,2,3d7.(4P).4p,y 3D*,3
Co,2,Co II,219.45363,219.45363,219.45363,air,3000.0,3000,87000000.0,C+,68311.113,113864.592,3d7.(2H).4p,z 3I*,6,3d7.(2H).4d,1H,5
Co,2,Co II,219.48353,219.48353,219.483544,air,8700.0,8700,290000000.0,C+,68829.451,114376.722,3d7.(2H).4p,z 3I*,5,3d7.(2H).4d,3I,5
Co,2,Co II,219.50928,219.50928,219.509234,air,1400.0,1400,50000000.0,D,68843.428,114385.369,3d7.(2H).4p,x 3G*,4,3d7.(2D2).4d,1F,3
Co,2,Co II,219.52076,219.52076,219.520828,air,530.0,530,1800000.0,E,25317.517,70857.053,3d7.(2P).4s,c 3P,1,3d7.(2P).4p,z 1P*,1
Co,2,Co II,219.53185,219.53185,219.53181,air,1100.0,1100,100000000.0,D,69317.077,114854.335,3d7.(2D2).4p,w 3D*,1,3d7.(2D2).4d,3D,1
Co,2,Co II,219.58363,219.58363,219.58355,air,1900.0,1900,9000000.0,D,18338.640,63865.170,3d7.(4P).4s,a 5P,1,3d7.(4P).4p,y 3D*,1
Co,2,Co II,219.61806,219.61806,219.618109,air,1900.0,1900,34000000.0,D,63792.717,109312.083,3d7.(2G).4p,z 3H*,4,3d7.(2G).4d,1G,4
Co,2,Co II,219.68408,219.68408,219.68422,air,530.0,530,22000000.0,D,46452.700,91958.369,3d7.(4F).4p,z 5F*,2,3d7.(4F).4d,e 5D,3
Co,2,Co II,219.71275,219.71275,219.712787,air,450.0,450,6000000.0,D,45197.711,90697.464,3d7.(4F).4p,z 5F*,5,3d7.(4F).4d,e 5G,5
Co,2,Co II,219.71594,219.71594,219.715936,air,1700.0,1700,390000000.0,D,46786.409,92285.510,3d7.(4F).4p,z 5F*,1,3d7.(4F).4d,e 5D,0
Co,2,Co II,219.73641,219.73641,219.736405,air,3800.0,3800,260000000.0,C+,65028.512,110523.375,3d7.(2P).4p,z 3P*,1,3d7.(2P).4d,3D,2
Co,2,Co II,219.74813,219.74813,219.748134,air,6800.0,6800,150000000.0,C+,68311.113,113803.548,3d7.(2H).4p,z 3I*,6,3d7.(2H).4d,3I,6
Co,2,Co II,219.81123,219.81123,219.811201,air,1300.0,1300,100000000.0,D,46452.700,91932.084,3d7.(4F).4p,z 5F*,2,3d7.(4F).4d,e 5P,1
Co,2,Co II,219.82615,219.82615,219.826162,air,1200.0,1200,70000000.0,D,46452.700,91928.989,3d7.(4F).4p,z 5F*,2,3d7.(4F).4d,e 5G,2
Co,2,Co II,219.82961,219.82961,219.829691,air,900.0,900*,4000000.0,C,4560.789,50036.348,3d7.(4F).4s,a 5F,3,3d7.(4F).4p,z 3G*,3
Co,2,Co II,219.89193,219.89193,219.89172,air,410.0,410,2800000.0,D,63367.333,108830.066,3d7.(4P).4p,z 5P*,2,3d7.(2G).4d,3F,3
Co,2,Co II,219.91789,219.91789,219.917748,air,380.0,380,1000000.0,E,25317.517,70774.869,3d7.(2P).4s,c 3P,1,3d7.(2D2).4p,x 3F*,2
Co,2,Co II,219.94012,219.94012,219.94008,air,1100.0,1100,35000000.0,D,45972.036,91424.773,3d7.(4F).4p,z 5F*,3,3d7.(4F).4d,e 5P,2
Co,2,Co II,219.94817,219.94817,219.94814,air,530.0,530,70000000.0,D,65408.365,110859.436,3d7.(2P).4p,z 3P*,2,3d7.(2P).4d,3P,1
Co,2,Co II,220.01889,220.01889,220.018888,air,1400.0,1400,90000000.0,D,45972.036,91408.494,3d7.(4F).4p,z 5F*,3,3d7.(4F).4d,e 3D,3
Co,2,Co II,220.04211,220.04211,220.042117,air,2900.0,2900,7000000.0,B,4950.062,50381.724,3d7.(4F).4s,a 5F,2,3d7.(4F).4p,z 3F*,3
Co,2,Co II,220.11662,220.11662,220.11673,air,490.0,490,25000000.0,D,67939.370,113355.633,3d7.(2P).4p,x 3D*,2,3d7.(2D2).4d,3F,3
Co,2,Co II,220.12418,220.12418,220.12419,air,1600.0,1600,250000000.0,D,65028.512,110443.236,3d7.(2P).4p,z 3P*,1,3d7.(2P).4d,3D,1
